"Measurements.Samples","Spot.204291","Spot.204292","Spot.204293","Spot.204294","Spot.204295","Spot.204296","Spot.204297","Spot.204298","Spot.204299","Spot.204300","Spot.204301","Spot.204302","Spot.204303","Spot.204304","Spot.204329","Spot.204330","Spot.204331","Spot.204332","Spot.204333","Spot.204334","Spot.204335","Spot.204336","Spot.204337","Spot.204338","Spot.204339","Spot.204340","Spot.204342","Spot.204343","Spot.204344","Spot.204345","Spot.204346","Spot.204347","Spot.204348","Spot.204349","Spot.204373","Spot.204374","Spot.204375","Spot.204376","Spot.204377","Spot.204392","Spot.204393","Spot.204394","Spot.204395","Spot.204396","Spot.204397","Spot.204398","Spot.204420","Spot.204421","Spot.204422","Spot.204423","Spot.204424","Spot.204447","Spot.204448","Spot.204449","Spot.204450","Spot.204474","Spot.204475","Spot.204476","Spot.204477","Spot.204505","Spot.204506","Spot.204507","Spot.204532","Spot.204533","Spot.204564","Spot.204565","Spot.204566","Spot.204567","Spot.204594","Spot.204595","Spot.204629","Spot.204630","Spot.204631","Spot.204660","Spot.204661","Spot.204662","Spot.204698","Spot.204699","Spot.204700","Spot.204728","Spot.204729","Spot.204730","Spot.204769","Spot.204770","Spot.204799","Spot.204800","Spot.204801","Spot.204842","Spot.204843","Spot.204844","Spot.204872","Spot.204873","Spot.204917","Spot.204918","Spot.204946","Spot.204947","Spot.204948","Spot.204994","Spot.204995","Spot.205024","Spot.205025","Spot.205026","Spot.205074","Spot.205075","Spot.205104","Spot.205105","Spot.205106","Spot.205156","Spot.205157","Spot.205187","Spot.205188","Spot.205241","Spot.205242","Spot.205271","Spot.205272","Spot.205273","Spot.205327","Spot.205328","Spot.205329","Spot.205359","Spot.205360","Spot.205361","Spot.205417","Spot.205418","Spot.205449","Spot.205450","Spot.205451","Spot.205509","Spot.205510","Spot.205541","Spot.205542","Spot.205543","Spot.205603","Spot.205604","Spot.205636","Spot.205637","Spot.205638","Spot.205700","Spot.205701","Spot.205732","Spot.205733","Spot.205734","Spot.205735","Spot.205799","Spot.205833","Spot.205834","Spot.205835","Spot.205836","Spot.205837","Spot.205903","Spot.205934","Spot.205935","Spot.205936","Spot.205937","Spot.205938","Spot.205939","Spot.205940","Spot.205941","Spot.206009","Spot.206026","Spot.206032","Spot.206033","Spot.206034","Spot.206035","Spot.206036","Spot.206037","Spot.206038","Spot.206039","Spot.206040","Spot.206041","Spot.206042","Spot.206043","Spot.206132","Spot.206133","Spot.206135","Spot.206136","Spot.206137","Spot.206138","Spot.206139","Spot.206140","Spot.206141","Spot.206142","Spot.206143","Spot.206144","Spot.206145","Spot.206146","Spot.206239","Spot.206240","Spot.206241","Spot.206242","Spot.206243","Spot.206244","Spot.206245"
"PE341_1",26168.68276,38912.92607,32231.83197,25496.81148,28647.69357,23262.75276,24633.68209,21271.48882,30572.48132,0,17929.31387,21983.50446,35637.61829,30165.92753,35108.9704,38939.47324,34240.62639,22295.96751,39372.52409,28017.87583,19808.48077,21550.98512,37935.50299,20133.41433,38975.67326,0,42091.35546,20611.04592,13773.32177,24103.32959,27200.96569,78962.63247,29584.4632,28676.49827,38885.63777,34382.35768,18001.80635,29872.08644,30053.54252,35725.41144,21465.54559,19451.75793,28011.74269,37362.34311,0,30674.24243,52762.32663,36968.90551,0,0,19888.8363,21370.62807,0,24778.20056,27830.54274,27481.74015,0,26880.69996,0,29530.99212,33390.2132,27951.72904,28836.52582,48393.72565,34587.10937,0,59835.80115,59497.72562,30161.00535,0,0,25121.03271,51833.11059,33100.91612,51401.26304,36082.36876,0,29743.62627,0,45562.4158,24545.17541,32042.12344,20811.24476,36080.74586,33808.04327,41921.87427,24683.73705,25725.66612,0,35342.69251,53710.08432,0,22362.05103,0,39905.67525,36649.33096,29903.10328,39299.84514,33876.46988,60828.83255,28302.06095,0,19757.04716,32889.32788,35927.13077,26880.40725,27142.4708,38948.09504,36852.97224,0,19892.73418,0,32451.0491,37585.53919,48501.05812,0,38416.02395,41485.25172,37173.88441,51076.4431,26257.24267,27170.23506,28675.68122,47660.42154,47785.61859,27030.93928,0,37647.30023,34356.30683,22951.28897,32388.52239,50051.23504,32030.52635,30472.91161,34780.13556,64840.26836,17774.76908,42715.49079,24670.77062,36590.68926,25210.82129,23291.31076,29054.36699,16117.54732,0,33115.68507,30792.97285,27744.44845,33237.72369,17436.99935,38350.44394,50589.37241,43267.15062,29739.49035,53486.54049,23683.50648,35620.24756,21258.25523,16772.20414,19424.90734,31402.55318,19567.10784,46318.09835,57404.17858,52074.33654,31428.02273,25270.75998,31053.58904,48962.88617,32506.50839,25168.01125,29824.00445,21900.15385,23712.87241,0,39359.86278,44518.03289,0,30127.65138,29833.05767,34146.40351,21909.05119,26035.27187,20797.41259,25547.16797,32583.8838,17385.36208,28766.6877,19568.96375,45441.15867,26290.67692,23738.25409,28251.68335
"PE340_0",26349.6946,41430.42219,23364.99115,16081.66738,27114.81791,0,20077.65363,24619.42973,19467.04515,18380.4208,16480.00376,15458.93926,43132.82802,0,41458.99208,34855.10715,34017.94851,18571.45933,35227.10301,37074.54919,27555.4274,27624.1759,30535.04842,25942.54107,44301.04342,20582.39734,29793.34516,16541.57179,15886.75471,22760.66925,28738.88204,103040.9121,24556.50428,27091.69122,44180.70751,29296.53949,16177.08437,26909.31576,25064.57299,58340.42731,16186.57188,31038.76343,25720.18482,36464.61441,25775.03453,20334.57755,31381.81324,46642.54019,27027.09426,16858.02229,28293.36697,36671.70264,22796.87564,15650.72512,28047.67583,21481.48784,72597.37604,49189.91535,40191.86018,44056.25773,15874.10079,34695.14834,28222.76748,19810.03963,33208.46822,0,51932.54537,46578.73848,32696.35758,13876.46851,25059.6897,27683.65834,44362.83858,28303.01214,39019.63475,23663.10115,0,25249.52291,21392.19959,29258.19558,22526.71374,32321.90263,24795.27809,21459.02463,39599.41493,23926.15919,43956.30926,35975.32685,23247.81728,41676.53842,41832.66221,26807.09495,47927.53739,29302.95091,45525.69456,40992.2533,19541.8936,32655.50532,23437.36163,27763.85944,31998.94839,26029.74457,14167.51675,41963.34143,45020.96968,40756.02707,31977.89435,36538.92273,30838.18519,0,22190.605,23299.64646,28486.70677,19946.54544,41861.47211,17385.97998,32198.88454,32065.2637,29711.84153,28460.69361,52684.23671,28328.4428,42443.62227,21300.75057,39377.90232,30516.93701,25795.64298,35520.63414,25481.69317,15205.12316,19310.03158,53050.96267,38557.023,22711.62314,27759.3295,35207.69804,19964.94602,20495.69797,33172.55224,47147.88455,15876.85515,23933.51564,46349.89216,21324.16656,24970.48583,37553.26608,48209.59079,30532.04716,20795.71867,12986.79466,40462.84675,55656.89772,27949.27225,26300.44142,30690.86737,33205.32547,17314.87939,21970.93463,0,18657.69082,34580.64935,29002.05196,29356.15217,54768.59387,27627.93326,20658.76869,17981.96616,20051.01744,23138.85991,28721.34217,20380.61078,29663.78431,20229.53324,15995.9313,0,42836.83968,43462.87672,13222.85774,25939.95128,37001.65101,25561.14687,25367.03501,20228.13337,12483.90353,19807.42284,22082.08419,13281.23233,24040.38708,24671.26615,30998.19637,13897.40512,25394.30101,31908.15857
"PE340_1",58244.17314,27515.39584,54104.45352,25338.79684,23888.43435,0,29492.15391,30257.6386,0,29007.04184,19277.2596,22021.94932,39033.92231,0,55997.07216,61707.65205,33615.53347,26683.20816,48443.39267,36632.0057,32111.91262,24995.02652,34542.60434,25786.66577,30987.1717,23097.50358,40840.57002,25843.46269,39819.94027,28449.05511,25212.78096,99480.37165,0,40177.00073,46135.44839,33549.64816,0,26374.25156,29541.65527,38816.29326,22123.85227,46553.39279,29012.31975,46877.27423,30622.94847,30239.84765,40380.13264,30360.28152,30238.80012,24764.77973,27566.52956,44527.09411,0,20813.55269,44246.80811,31218.25488,115449.7441,32154.86776,0,25794.23202,44700.3868,25566.53441,39005.52611,30927.0812,36633.53351,0,72859.79885,61383.14179,71715.2342,22909.91155,41390.18532,32190.21847,69045.72635,39616.8245,36656.78923,41322.3812,0,42215.78208,28017.34448,29522.01036,58543.8621,47344.81174,0,31369.05271,38355.50771,37416.24656,31051.5458,35159.64594,36069.3467,0,54192.93202,0,29595.86198,32277.72843,27167.26837,49189.66648,23747.45482,51025.58907,30286.10646,58528.58358,34448.45237,31832.9626,20282.67158,28889.10416,49122.97683,31542.08245,0,36042.80214,30219.96441,33052.75,32724.90924,27167.77728,37720.69484,26020.17236,28886.62677,29897.21723,43813.64289,49376.44179,34044.45542,34620.54218,42175.60994,37428.58695,35579.3966,41561.97132,70092.70133,28013.00157,29621.21704,44932.02705,21973.29766,21620.27911,39862.38239,38578.88762,31681.53971,0,40759.35819,51912.24326,30780.23107,36035.46158,22462.20116,37676.54449,61262.28915,28791.97807,29897.94222,39274.41697,31749.20993,46853.98138,48940.13202,36852.50943,26405.90911,20328.09717,38762.75025,50261.47123,24497.97433,37881.02234,47889.8822,27524.36716,41438.80412,28395.49736,14612.57875,23474.87779,31239.60868,32232.34402,41812.44317,60733.1559,49588.24018,32264.86655,35408.46064,25961.77909,0,35046.17073,33761.94274,28649.23177,21064.16111,17957.49973,15429.67417,50340.60208,60309.19007,18605.976,29357.33247,20861.33712,21919.94074,50907.73183,28042.41487,25109.26742,0,23409.128,34984.54362,23139.81274,37748.05591,36479.31617,38266.54365,20150.00742,28757.11505
"PE340_2",11562.41207,16210.53224,16462.76088,12727.94656,11312.33216,0,0,10711.84138,0,0,0,0,13216.97481,0,23271.84168,0,18405.90426,12274.18879,16730.77596,0,0,16846.14599,13286.04965,9621.655839,17460.29779,0,0,0,10877.89417,15418.03072,15089.47306,59685.004,16903.60202,20074.99969,13236.15016,11482.47856,0,0,0,12222.02622,0,9529.477321,12434.30939,15690.53966,15218.24016,0,13589.54789,0,0,10626.44083,0,13083.24118,0,0,16764.88342,0,32080.3722,0,0,16315.95441,11249.48836,13456.04582,0,12987.89191,13088.55427,0,35408.21513,0,0,11360.58695,16978.75801,0,0,0,0,14493.23877,0,17363.09658,0,13614.69553,12899.39525,15988.20763,13530.97503,0,16857.16431,27904.82478,0,10860.66836,15924.37841,0,21361.34289,15042.34908,17158.3684,0,13809.12609,0,0,0,0,23881.46002,11919.01009,0,8629.101792,0,0,12441.75495,0,20040.35009,0,0,11494.15336,0,11636.21761,0,0,0,0,17796.4614,0,0,20803.90269,0,10034.74434,0,17559.65343,11630.96877,11990.81761,18602.64898,10505.28433,0,11877.4428,19315.76511,0,13904.90088,0,0,11901.03071,0,10755.06874,17678.61983,0,0,13713.48349,5583.614299,0,0,19965.97552,18604.05889,0,0,0,17350.13955,13222.60103,0,0,0,14244.88963,0,0,0,17367.81693,15148.33367,23510.60029,23636.90436,0,0,17132.93853,11446.52861,18507.03956,0,0,13586.29883,9328.24084,10859.72728,0,18203.82243,0,13417.11565,12803.56325,0,12517.19751,11694.43888,11570.35176,0,0,13661.12163,0,0,13818.88933,12479.78821,0,11007.94541,0
"PA386_0",56348.25122,63177.00809,37313.84779,49493.37911,71056.37701,45700.06527,43829.47599,53474.89887,35939.44043,58470.69586,32909.78787,46448.37875,52207.40435,45159.84024,87263.0298,61025.04412,65489.5331,44176.18781,48325.61165,71706.9598,45840.894,62719.88518,52414.98944,50556.29603,78046.49827,42284.35772,52177.18496,35127.67514,27945.39619,68604.6127,49571.53212,163904.0304,59446.72142,69060.50183,71789.26443,57408.38554,38268.0859,41038.93383,45946.17891,58237.64792,42080.1873,33743.6044,42660.4914,68246.15376,67950.70006,62302.23633,67645.52739,78150.33083,92299.06289,35110.20699,46695.58457,38252.98683,43277.64026,42062.44666,57894.4202,72140.39294,113565.5157,41729.74576,62391.98437,81525.35395,40760.6237,48536.14944,56772.20437,56660.80266,69279.65115,44621.54976,91358.3389,68794.74597,75709.26133,38468.13757,44791.8331,47086.29993,64474.82268,58650.41059,64698.53218,77940.74046,25711.89087,55793.05557,63071.02594,64772.35034,64827.76429,57768.36158,37706.12608,68446.49084,46259.4444,52444.42458,45699.31974,48413.43983,49375.08185,57151.88213,111526.9318,59740.34806,56330.05353,36200.74389,87390.96444,70477.01918,38943.15322,48090.86527,42309.12474,82831.45912,50939.13835,36790.58647,38771.24254,51231.28441,72793.43433,42726.46573,53705.05117,40890.85157,36834.52944,79116.98543,58546.30812,43682.09344,47544.08656,50970.94799,60993.91835,55084.78175,51826.24385,54690.34401,43859.62207,44544.1391,47572.67734,47442.31437,47807.02089,56946.86942,82244.18239,65892.40734,42215.45317,51202.0846,49525.01662,49264.40267,58948.97773,45970.15357,58174.42046,26565.29356,42662.9113,87844.89281,46621.91824,39196.19748,30803.53557,55297.68298,73918.00296,67105.2909,49804.90981,45920.83036,33958.52039,60867.01895,54646.72801,81991.90711,46349.97862,19286.9534,71392.98007,72617.14974,39683.92608,56766.14607,72341.08427,64790.23225,42685.14308,59577.79834,0,37060.43089,39732.31183,35429.91263,41474.83447,62931.03259,66084.14417,43037.95604,49229.07764,80995.23495,73352.17263,67616.80632,56475.19946,41414.32584,49982.78663,31330.92048,19798.82506,63221.43328,70417.23329,58596.89156,57249.83964,43999.77512,42798.46099,40612.72667,54170.66726,41103.91597,0,39351.24484,35748.28751,25456.04914,46746.46642,48422.35402,44082.26171,47517.80991,87266.8641
"PA386_1",36906.84417,40627.39993,53065.74739,27298.39852,34976.80285,35230.32901,30688.25003,30592.66907,24987.06311,43293.06111,23821.19051,38219.65453,40209.70722,0,51737.47843,57001.5788,39445.43825,47956.43594,46310.00268,41689.1053,24830.9995,54370.91728,42939.60563,23929.761,56996.66678,0,39068.8986,19269.3077,19715.21243,38570.67941,46630.69879,76900.92735,37288.7882,75962.82847,47347.23087,41686.96916,22184.92342,41712.75056,34470.75733,60131.05573,27764.05192,50611.86231,30745.93105,42689.62107,40237.00875,50347.028,71366.2389,88016.19722,51841.31312,26610.31093,41713.29917,32886.15699,0,19730.4972,42211.01818,28419.39796,74333.5542,39778.75059,35866.97469,46939.1397,26302.23019,59603.92867,32357.51262,34129.94806,56753.58451,0,78553.47918,56944.19656,55127.24708,51683.53058,35301.25767,33969.90353,88783.33325,39330.61127,45838.4589,50962.01086,0,30479.58393,35777.19038,48797.22012,30743.66409,37805.79603,23732.61887,29585.03766,32784.01238,30545.74522,58119.34033,34002.17389,65254.79363,39135.25935,45282.28559,89692.30436,22462.66582,56216.93662,58045.54992,66407.17302,30018.53591,41575.16736,36006.577,38378.20936,41737.62643,32590.54521,32398.33799,41141.84234,42820.22675,28352.54087,24867.95316,43907.64155,29719.78156,50978.42001,39142.97719,24619.85389,24684.04953,44376.17128,70277.93713,25190.47748,50365.49052,38764.54721,24353.53111,25962.72764,55773.23357,42383.52602,28012.51348,37653.13554,43381.29075,34677.92622,32754.79279,38207.53378,28606.81132,36286.82936,43544.61909,51160.61325,34967.75606,35665.95586,28886.33692,78913.3197,25310.92766,24929.06653,24432.57368,50295.32988,29022.15605,34687.99242,34267.97766,24235.30927,28879.97369,0,46440.48842,34531.27942,27502.86408,19626.4476,68412.53691,43579.74468,33597.54976,48408.61797,62987.64511,69511.1575,29804.22848,41497.76772,0,32205.79802,33918.28684,27484.88537,39383.23725,46513.95043,46968.08408,37802.85067,56658.65234,29793.92864,48117.54065,41902.01076,38883.64164,39356.46093,18254.94821,29863.53859,32773.12646,43262.54683,49269.69689,24557.7912,38548.80308,30395.35429,49473.91202,47864.14087,43621.13053,0,31390.84717,26637.22686,18276.59806,19499.93746,37235.91994,49652.98823,40759.51684,53557.77451,47574.05573
"PA385_0",99821.32518,135618.709,124808.2677,123404.9134,124963.594,91560.65864,101229.6634,119053.5258,109075.8453,173248.0935,83994.8391,93349.92217,110623.8499,100835.2704,152465.3462,157295.6248,150560.0636,110085.6601,123185.5548,116121.2702,130181.6631,111689.087,140174.9359,77396.79797,166444.5015,108828.5487,185453.1379,73829.9064,68813.72074,177734.2282,136480.3188,311408.0237,137248.2611,140046.3601,129521.1716,108527.7543,80878.05947,135303.1874,141157.3465,127263.467,125822.2517,120039.0537,108819.7704,164462.634,163675.8817,127999.7951,119462.0428,168708.6308,154826.2926,103668.5703,93351.03089,87779.34186,176466.045,138816.6079,166077.6722,63190.10335,224454.128,107864.2219,123611.4837,127408.1934,150178.2465,112500.3388,114028.5553,125902.7088,105139.0529,53205.22684,252667.4586,217914.8373,177129.441,131582.1631,122067.8464,148668.6179,215707.6044,139430.9565,160734.6409,149135.1264,81338.75203,144239.4246,175655.6078,130853.6226,150176.377,145929.1075,110508.6959,152707.863,134608.7176,144862.6962,113564.6248,135498.3522,155011.8294,157711.0263,186330.6462,164285.9999,159932.2253,173149.0637,124611.6307,159848.5505,90283.22676,141211.4263,181367.105,130569.0055,140027.3567,140740.4425,88443.78169,211657.1658,146023.1931,102834.2767,109940.6475,153581.7273,112872.7372,167989.2435,117624.1146,114749.3334,77394.62046,145856.733,109192.2645,105220.8924,126954.853,121523.8746,79805.52656,79726.24144,89268.50723,105966.5658,119213.6091,238425.2912,181565.3173,130594.4249,104569.1369,132671.5362,121218.4709,65573.16478,121153.3006,112950.5454,147839.949,164231.1916,80263.01801,180251.5506,91930.49672,118444.5809,94505.93054,77837.17421,95200.72175,152616.1981,76577.65697,81110.71849,90565.67392,143450.8045,130781.9379,147223.706,78865.57236,86590.46446,143817.5984,123701.3392,89555.15328,84397.77488,131154.1835,130993.8254,126413.8796,72540.20691,65684.18003,82703.4231,76417.08564,102283.6939,103119.1964,134440.3285,171442.3917,116146.6005,92458.22228,133847.4035,126225.0556,155124.1058,109321.6405,96717.72483,62955.98636,128626.2005,70287.38218,107009.1613,202766.5428,78923.98431,122231.2094,88057.24976,104633.9345,109845.3279,90271.84397,72022.02495,62144.2172,89136.8928,74264.76893,91250.84878,98287.22552,101854.2346,71663.57696,84617.83463,95042.71098
"PA385_1",64074.35959,73727.02888,54591.27871,64053.85488,81058.25437,54293.3399,55319.98225,84947.25318,58138.99655,75228.74037,81930.91924,49330.02738,65081.24088,57799.87641,95726.81747,99073.845,117523.8324,63212.40504,110499.5999,87435.04669,56875.6118,66528.71476,86801.26537,57703.81041,88175.90137,52492.84306,98697.98357,39060.95194,43312.64128,67695.74003,85314.58651,212664.5872,86473.15816,82622.58854,100167.2668,69276.78117,67435.24189,57496.23245,84731.15262,43568.59646,50368.28801,45253.82842,71007.96413,98507.0451,108100.1301,84287.68032,80322.29268,88993.12021,63513.11044,62916.72308,68468.33655,54979.67226,71776.99017,80578.16054,95030.09839,57471.13999,139167.6594,76882.83349,127073.1494,78563.84073,92844.41059,51866.32593,77564.51638,83700.1243,58952.76895,59019.0834,151724.6545,92950.48671,114868.4749,41118.79911,86109.38362,98570.75039,100326.8287,71466.65639,87738.75359,80390.1008,63236.10363,78985.3776,82789.53436,62577.99894,63363.15549,87263.78956,61555.78168,103088.0856,75806.76587,76042.59513,72059.11372,89353.46054,95548.92857,94413.42228,98981.89082,74649.43417,59212.96381,100102.4575,85478.3101,115157.3624,54629.86679,114223.313,76321.94879,107267.3022,58367.93618,44025.47304,48491.43155,90250.69763,68268.31452,57055.0072,102162.5792,117493.3274,68646.62635,70725.04169,62609.08084,105924.462,59592.9902,53206.21578,87809.69396,37182.5254,113419.9387,91032.13299,46192.78063,51482.80756,97378.44986,77645.42358,60278.62667,139770.4711,82482.09546,74953.30179,65108.80449,82994.29188,50582.64313,63336.74792,101790.2194,79800.74531,88233.39682,69965.86329,71171.77451,125208.6116,100206.5769,65820.13515,55289.1,75874.55181,61067.0893,67878.82717,80325.17166,50154.45606,45665.33823,83385.09232,79356.91293,89823.19529,51070.39505,30540.05396,78793.44213,67014.45676,61764.80965,70168.27529,86577.66109,98648.48512,40867.2377,40943.87552,25657.87964,44171.82891,57559.32067,53353.46476,62247.56896,90849.43509,152632.1318,71230.92909,47633.62612,61758.81025,96261.91096,94624.81449,67046.08191,38021.59242,69987.70336,44055.05447,29379.20255,67008.5686,95705.12494,41891.12247,65874.96123,77355.56911,52660.77127,78015.38699,101665.651,41337.17138,72577.80291,46067.1834,36127.58198,45238.56217,63564.78353,47713.81873,49038.70757,62092.50901,79874.87742
"PEO365_0",89240.01331,117881.4487,78894.22313,127904.3987,109796.3308,85236.70446,101759.1802,89818.83476,92821.16541,121727.5971,73026.47715,77453.35677,117237.7524,82417.70614,126096.4168,119238.6836,168256.657,109415.3196,125708.3431,129628.8456,90957.38296,102301.6573,132204.9354,76987.90118,165661.5745,84297.3368,160059.2855,69043.65072,64837.48828,86617.28543,118302.6882,332399.4774,87857.34545,135545.6107,140278.7447,106058.32,115211.0617,125383.5661,126318.8757,129398.6213,110597.033,125464.4044,102741.0275,204399.9043,141409.3217,204976.9403,147869.4668,163497.7024,152765.5876,132612.1482,96911.3263,80640.27486,84344.66425,102924.2567,176300.511,105371.8781,230850.5958,136500.6452,140149.9519,112252.4163,153002.6672,83151.94105,167000.6621,133112.8336,112477.343,63914.32919,318626.651,171339.5334,122297.4988,84605.84081,98624.82547,122302.0448,170003.6549,111501.6663,169895.7483,163276.3179,76704.17376,164764.3989,78456.16317,136538.6437,101602.4063,130530.7262,93980.55174,157549.0714,180020.5584,161425.9618,108194.7097,130881.8583,185602.3999,109006.7601,137426.2444,116795.1098,110816.1076,143275.4335,120749.0025,166568.7598,86026.90408,129046.8495,104028.0116,174787.8102,92900.55192,77541.05269,96337.98143,112758.6576,151970.7073,109649.4321,119891.3413,175775.4209,106725.9116,111100.6836,103253.5496,98344.69303,145361.5045,78832.31169,146541.8187,100590.4708,146129.4557,127494.0569,118054.9484,131915.7641,173147.589,105309.3577,115283.2844,192359.8915,150789.5704,104092.0636,81120.61665,107979.8217,137846.556,95408.33963,139103.0649,115436.9704,135974.0699,94419.10956,100765.3197,161870.1416,77880.27867,131731.7307,107658.0835,125759.5953,94243.76053,110685.4367,147293.3064,97695.61435,81221.34279,140571.922,128418.1702,128361.5376,132622.7217,78332.59851,142965.8204,132819.6847,98098.45999,109335.2828,185509.3243,134971.878,76091.52571,98338.42988,89263.43865,107666.4031,78699.24968,122041.9317,78710.64289,175980.708,180759.4641,112654.943,146778.3479,76589.30321,120169.9192,85333.03512,76654.27373,82887.12136,88730.99455,62741.99264,73812.33555,130060.4874,85147.16962,96237.58869,164157.2768,78965.24567,103434.5798,117107.9634,123520.2081,97134.8512,70165.0572,75873.30937,57812.51133,99284.73223,69201.46578,87734.59039,60197.92806,104029.2605,99022.87905
"PEO365_1",17991.62095,21823.03189,13982.221,0,16804.01126,0,0,24219.12925,0,0,0,0,21004.40339,0,33325.14727,0,0,0,25490.26077,0,22666.09158,0,26615.59086,21949.59169,27241.14058,0,32460.81943,16743.96204,0,0,0,0,0,27440.91881,21407.45453,18297.97831,0,22294.84542,35025.02378,38512.72126,19566.87538,0,0,0,0,0,24075.64338,21030.46547,0,0,0,0,24447.49812,0,31284.87962,0,0,25271.72208,52345.15692,0,0,26559.6368,0,23733.50911,0,0,0,30794.965,0,0,0,0,0,26487.05979,0,0,0,0,0,0,0,0,0,22205.60192,21829.34625,18712.36368,20794.80958,0,0,29037.18482,0,0,42477.00251,0,19729.7741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20673.72094,18770.55706,21118.98294,0,0,0,0,21385.07083,65372.14749,0,0,0,22244.32915,0,0,0,0,26660.23599,16856.11075,0,0,27388.41247,0,0,0,0,0,15873.60073,20535.28588,27816.75932,0,0,0,0,0,0,0,0,20933.2076,12723.70037,0,37033.00895,19630.31454,0,0,0,0,11721.82628,0,22473.55242,0,0,0,0,0,0,0,0,0,0,0,0,0,13966.32274,0,17526.80962,0,0,0,0,0,0,20614.64851,0,0,0,0,0,0,0,0,15396.59332,0
"PA384_0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16537.32391,0,16129.37932,0,21260.45778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21359.45281,0,0,30611.18561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35241.28909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PA384_1",101585.7963,53146.86991,68784.35658,74221.92298,73455.07559,79096.27355,60695.01601,78129.54565,63802.99274,67534.63093,40451.96379,60046.7643,87561.60823,70626.55055,112079.6769,75722.5754,102729.5216,61745.75239,116379.4337,82839.1968,56193.36883,58476.65727,137485.6915,61358.29408,97791.70337,56413.41001,83357.53559,80823.13866,45411.8701,74818.65252,93389.6433,173681.9776,79219.85179,90884.98284,76324.78626,78553.81333,52735.68576,60690.03324,54075.99164,95650.34629,68212.71061,80734.65483,73131.86018,83930.68145,90272.55772,106891.1681,76728.60189,91021.36868,74582.84038,58522.05804,63714.71031,70905.62226,70348.87546,75290.54031,99788.66121,76186.50217,132896.2968,79202.94721,68390.93497,114443.4482,96007.34359,85355.82434,82482.60865,129000.9072,75259.02062,64326.56562,158279.0401,98538.70548,82487.47756,52809.92718,94083.108,75761.81463,151564.7373,72382.75645,109032.7513,116705.6504,64476.07342,80271.32655,64675.9247,70683.45845,69632.30721,71544.24093,86750.93101,105074.6285,102695.6306,77330.87307,75578.99569,67680.32702,134077.3513,135178.6667,89156.37611,100912.1814,88064.57034,102348.452,92737.38815,82162.91036,49866.11759,92748.13096,75870.24886,94178.02473,89824.89145,49160.00905,68695.74666,93238.35328,110599.7277,76115.97012,81486.13436,115453.4552,68175.83835,57501.45654,56144.80389,80101.74238,79482.96504,72824.05261,66718.05453,60302.43721,102699.7361,80708.3629,88572.78707,41325.60865,48911.24207,81010.4907,64578.55423,116583.0217,91260.40911,73563.37034,52613.30936,105670.7566,86977.26274,70690.77367,74430.50443,86952.24408,124038.5481,59284.14301,53545.75644,105828.1356,100895.5932,82081.64438,76899.93265,100528.2994,56098.6635,54036.2769,128483.7309,53425.57792,62409.90332,105401.7288,82882.55025,105438.4298,67029.79757,46726.22807,90030.81086,82170.22862,87365.22623,105300.7518,89165.2306,79344.72757,63197.15808,49986.71611,31153.85351,90103.42159,105283.4809,51231.86526,64842.64609,153999.6819,139980.0153,83086.55603,58289.82036,80925.85489,85042.85204,74156.35432,72029.07041,65124.35378,64730.24597,47760.34592,20656.2432,52010.17195,86135.3723,44450.7159,88294.37288,62649.07919,57792.83102,61705.84704,109982.6177,38859.33309,66216.86717,56925.71151,30291.20489,37358.16171,74661.99195,46504.20419,51238.89772,69874.79036,96166.18534
