Measurements.Samples,Spot.249117,Spot.249150,Spot.249151,Spot.249152,Spot.249157,Spot.249158,Spot.249159,Spot.249160,Spot.249194,Spot.249195,Spot.249196,Spot.249197,Spot.249209,Spot.249210,Spot.249240,Spot.249258,Spot.249259,Spot.249260,Spot.249261,Spot.249262,Spot.249314,Spot.249315,Spot.249316,Spot.249317,Spot.249372,Spot.249373,Spot.249374,Spot.249433,Spot.249434,Spot.249435,Spot.249436,Spot.249498,Spot.249499,Spot.249500,Spot.249501,Spot.249564,Spot.249565,Spot.249566,Spot.249631,Spot.249632,Spot.249633,Spot.249634,Spot.249701,Spot.249702,Spot.249703,Spot.249772,Spot.249773,Spot.249774,Spot.249845,Spot.249846,Spot.249847,Spot.249848,Spot.249920,Spot.249921,Spot.249922,Spot.249923,Spot.249999,Spot.250000,Spot.250001,Spot.250080,Spot.250081,Spot.250082,Spot.250164,Spot.250165,Spot.250166,Spot.250252,Spot.250253,Spot.250254,Spot.250344,Spot.250345,Spot.250346,Spot.250438,Spot.250439,Spot.250440,Spot.250535,Spot.250536,Spot.250589,Spot.250635,Spot.250636,Spot.250637,Spot.250688,Spot.250740,Spot.250741,Spot.250846,Spot.250956,Spot.251018,Spot.251065,Spot.251066,Spot.251175,Spot.251176,Spot.251227,Spot.251228,Spot.251340,Spot.251341,Spot.251591
AA_0,48523.10745,33034.09793,31793.60174,48626.16716,30677.59984,39831.1873,24584.35363,42829.32173,19913.66124,26717.63539,34292.67386,45588.33837,47440.41913,23325.39116,23211.51063,29143.68716,24189.20025,28979.22799,29968.61589,29051.21733,35293.02859,39292.46378,33334.26691,29209.84471,30364.78985,36239.33395,26936.34129,25002.45948,35296.00794,38824.97323,34442.15254,41273.78233,30040.5519,46497.41865,31224.50778,50490.62272,31460.09428,36148.91804,38662.70711,33304.93289,25563.12922,23197.11192,42518.32718,33301.09029,27543.65068,36358.54467,37942.44486,37815.6718,31502.86303,34780.35535,28472.35932,21984.81546,29824.38538,43341.18011,39383.10675,21942.59022,35172.46916,46838.4512,25271.27258,26357.78324,43857.76532,23877.85263,37677.66489,49722.25136,28683.41992,25446.57986,32207.28975,38898.23266,29196.15247,39151.09928,35853.00237,43469.59683,24379.29493,22025.16008,30530.48476,23555.33258,24736.05724,27316.59674,38823.13247,17798.86824,22750.67487,36358.25977,47576.38681,32106.00012,36048.96176,47561.18001,36159.17928,37787.31847,34306.37216,33375.2942,35918.37329,37861.06797,32272.75309,45155.87151,40395.33229
AA_1,0,5687.908043,7486.436811,8269.400361,7259.934064,6792.633661,6008.602905,6074.398332,7858.859896,7919.593694,7387.294582,9218.444681,7319.670882,7265.402358,1860.397323,7292.423479,7579.570441,5393.738492,8379.124304,4718.849847,8918.384165,12612.43926,9662.263226,4470.99273,4632.61284,7265.109778,6392.615761,7460.289559,9435.63499,7105.775458,9890.717982,8172.344873,7600.47965,11735.51629,7335.282279,9276.059633,8325.455101,7966.149531,7700.692261,13044.57291,8875.137239,6573.213924,12187.69807,11045.94804,9597.962204,10908.71884,9033.910172,11010.56968,9679.486561,5086.648075,7823.361051,7034.713507,5325.361662,11457.69179,12022.37981,5219.554212,11604.2382,9715.559298,7372.82294,7336.019779,8629.482048,3574.993473,12851.65768,8510.507235,8349.270165,5295.757635,7812.901391,6219.055131,10332.30482,5754.274539,6548.990358,10287.82675,5998.980868,7589.209333,7965.669491,7199.124744,9185.796332,5542.730455,9523.099985,3443.674837,4478.820573,14477.39119,10440.15435,10797.94106,6331.917785,7256.701524,7435.804204,7888.895975,7548.934812,10124.10023,7198.295,8575.739572,4681.323957,8197.704047,7538.861297
DHA_0,74992.46875,42423.86364,58144.70302,61686.97492,48567.04093,63231.3052,44705.20727,63851.98409,68856.95477,59934.953,70915.83034,67657.56539,56783.93262,44384.22436,34988.36308,44749.95077,42230.64927,59435.49211,57120.73624,56837.44632,80998.22706,90437.40858,64039.86579,70429.37171,35241.03413,64707.08189,50734.35577,52965.19473,46655.23129,64810.44748,58477.5226,61286.02645,52358.83535,75386.81358,54262.60295,58555.40886,64609.53423,54886.8433,76903.04347,78427.76207,44817.57037,47313.84357,61476.69264,70219.12476,44492.26091,65755.19961,67808.75685,81750.86703,73906.56983,47350.50868,57908.64276,47622.07661,61633.00646,96837.04402,106771.6604,71830.82383,58313.65851,81700.89609,52577.80519,48347.89617,75938.61333,47203.46676,58069.51565,56700.93556,53086.488,47465.44453,58823.76346,73741.30982,68615.3538,73566.84101,49118.77267,67976.8088,48741.71551,52403.19207,72744.73912,45760.46164,68849.52979,53264.70862,68759.99245,52257.95053,52843.72672,66750.97363,73459.14093,48975.34969,44452.30279,45720.37391,74055.05059,51534.00592,52452.6343,57624.28758,61555.63697,47505.54123,62121.32653,72480.99216,49336.23195
DHA_1,17780.64697,14462.9502,10270.45406,10725.03366,9016.476216,11887.31845,9314.160708,15197.79571,9328.048949,18075.22153,13001.30625,19699.87049,13169.71821,9756.735013,8570.242122,11874.71524,10674.92437,11415.83017,12479.07391,11727.11538,14078.29896,9994.991622,14800.85484,10246.68226,9409.348262,13909.49894,10330.82843,9486.263898,13380.88851,10825.92846,13066.32625,16050.23676,8626.429059,16653.08497,12054.34574,12422.01984,11165.9606,15928.97281,11083.4908,11691.91034,9170.475633,11853.33465,13272.46563,23417.86348,13039.17797,12027.06383,19393.62144,15656.50415,10636.25574,12548.07281,10014.3803,9025.791368,18379.27022,19906.61357,17109.92663,13322.53485,10493.05737,21406.49753,11718.35953,14246.33328,11370.66495,12198.7486,21010.30481,11979.49236,12700.60307,12084.22035,11695.60026,11393.25113,12006.11442,8280.682106,13512.94161,21456.43201,8313.250262,15558.71733,10228.71386,10467.99189,8616.669707,9251.042861,17325.91226,10232.72913,5445.721757,12654.61179,14062.42885,13413.1242,10280.81044,9281.646669,15013.39893,11915.6602,14741.06741,12916.93649,19592.0688,11932.73429,10883.11234,12778.16439,10661.34145
LPS203_0,36605.20058,38569.15115,16787.48446,44782.04581,22795.78808,28725.69879,18078.48308,20462.44402,22295.10135,26436.06249,33656.46619,51987.87134,20019.63815,16157.07573,14649.64807,18221.80152,16661.70163,28327.9558,25777.94216,21147.5076,29664.82612,18395.65802,27810.51407,15558.70897,17165.6881,24779.10826,22339.6293,24805.58334,27051.68102,25787.32063,27449.74917,33683.69558,20232.26331,28278.54977,31287.29549,21149.95659,31523.26653,25005.32954,41107.99568,27096.90742,28139.30814,30932.07648,20243.28547,36268.26237,19234.5098,37589.93568,40862.68053,24062.82692,36766.70537,17036.74093,31930.78089,23334.04158,21555.2226,21458.50312,23067.48929,34971.84396,21577.26981,43373.02316,38804.9751,32919.23593,21814.13668,20778.88274,25175.01499,36579.58808,20934.92693,20602.01251,26961.77082,31165.64728,37739.49158,32000.1381,19308.1193,28898.60325,26254.60063,28382.29317,39057.78703,17944.79343,23600.08542,20315.1645,39159.91381,23382.39721,19331.55033,24491.12889,37729.11483,21449.51893,24881.78236,19169.55966,39683.89784,33681.35413,39451.80463,20146.69431,24236.63109,18563.49277,32055.82829,43965.51417,30331.60548
LPS203_1,17969.61382,6313.450353,8238.903418,13402.7682,10373.42485,17214.10314,5331.154507,9225.264416,10366.30703,6395.311757,10601.31557,15700.21188,9560.150395,8523.16794,7574.004039,12312.63986,5453.582256,11696.22317,10994.73619,11813.76301,9167.735056,9910.525953,14632.73699,8875.980437,9427.040866,17668.87861,11762.37478,12401.06749,15057.8825,13685.59051,12799.95201,11044.44865,10736.52517,8528.215873,8163.124087,14271.56826,19365.98825,18321.86728,7659.312383,14365.44443,10697.20731,6789.628109,14332.02372,9190.535957,9103.657727,8380.622511,15240.77608,9634.174664,9236.986408,7460.017574,12559.43541,15845.73932,6833.192573,9986.762686,8466.139412,8134.904404,5855.67344,11099.09916,6763.705738,13262.44351,9565.252413,7387.706651,5708.247909,13316.13706,8893.292294,7600.330863,10968.00467,13870.08305,21361.13102,6876.616814,6182.106455,17181.96446,4922.743322,16199.92737,15544.88123,6243.335102,10740.89826,16676.1586,16998.30291,10885.28409,10430.8502,6993.897377,18775.66579,17006.25139,14562.13892,10771.23359,8051.926945,15568.49014,15201.94306,9848.864658,16754.15423,12864.54583,14634.03189,20786.00863,12159.69125
LPS203_2,0,0,0,0,0,0,0,0,0,0,5993.59592,5209.14875,0,4491.352584,0,0,4099.038914,0,0,0,6225.723358,0,0,0,0,0,0,5047.300676,0,0,0,5463.726591,0,0,0,0,0,0,0,0,0,0,6822.29522,0,0,0,0,0,0,3989.554773,6039.673986,0,0,13219.25357,0,0,0,0,0,0,0,0,0,0,0,4195.262191,8639.383082,6316.448569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4864.990799,0,0,5318.331729,0,0,0
Unknown1_0,96332.6891,71874.4769,69477.80837,63733.72848,37312.24808,75229.27216,70372.90052,67913.80465,122861.6367,101641.2119,94708.20027,84674.23433,55697.28613,51299.93777,46062.28747,48657.66698,42885.45393,88518.80868,65550.30508,85903.90915,82899.1731,59829.02908,59979.34822,80067.18898,35650.48174,62041.24841,54146.03237,67623.28733,68815.81836,73433.12481,79739.26143,62595.3879,55203.12566,90330.04526,68899.00019,68802.10562,64952.62359,85342.14127,80980.69106,71938.78807,50820.94656,53903.50305,73907.64165,66512.69203,60483.15265,63661.4457,61671.74087,70646.07602,78938.54887,33746.3551,94960.03405,72073.1453,64829.16446,67262.07418,95903.8676,65751.07972,62949.99878,99988.51399,63381.56361,38462.93292,53990.72906,68671.37515,68478.83084,58443.79239,45896.30224,57397.18401,73597.07169,87331.71044,87103.89469,48585.99414,77990.03368,76115.13099,45705.87,80479.01569,74357.30941,55128.68445,67399.41412,54534.83454,91875.8422,48683.52812,53480.7589,55772.17159,97252.56297,66891.69933,48897.5882,52227.98744,60565.55276,55785.36658,69345.61232,63821.63136,53724.13964,34889.35444,63070.841,45874.67186,65154.36113
Unknown1_1,27141.02521,28540.17735,25617.23866,16180.6888,11298.30989,25649.37749,18402.95703,18976.11116,19784.84693,30464.98481,20238.63686,24983.94812,17890.13304,16603.28095,18296.81884,16107.10038,12984.13823,24969.86672,19017.48221,21445.7914,23298.86388,17038.9141,17462.95641,28765.9557,6248.565807,12228.22472,13318.18596,19089.14364,11167.37576,11729.58655,23905.98035,16018.96485,11193.31045,23478.35359,15675.78915,20148.88502,17858.2707,26496.06123,15525.39814,27896.82487,24389.62276,10916.94752,25333.79054,18408.09886,13645.32854,21056.75542,23281.7711,18800.41211,29787.21243,18678.06303,18174.79334,25583.00458,15932.15704,29734.54732,23582.25255,21682.32334,14316.60916,35481.39381,13806.14996,7986.049899,11313.0935,10843.66892,24031.27932,25490.37763,7700.994387,20640.10005,21619.12617,26824.64084,26146.62244,22847.67875,12214.85106,13327.74886,23069.96612,14532.23107,18431.59791,13857.45388,20334.82745,13628.978,24038.10146,8556.522848,12558.00647,11149.55305,19848.77116,18440.64454,10917.17034,0,25383.68721,12272.94959,23932.85934,21101.21564,26037.5001,17737.37514,22196.68354,20957.77805,24391.52625
Unknown1_2,7591.946305,0,5017.979679,0,4255.861288,0,9059.701382,6582.331099,0,0,0,5585.352938,0,10278.62005,0,0,0,0,0,0,5824.553029,0,0,0,0,5852.444995,0,0,0,0,5869.12789,0,0,0,7384.207811,0,0,0,6300.608479,0,0,0,11540.77272,0,0,0,0,0,5828.466256,0,6529.22445,5244.689142,5650.302771,0,0,5094.329859,0,7653.43051,0,0,6026.962674,0,0,0,0,0,0,0,6090.816934,0,4590.8666,0,0,0,0,5434.718216,0,0,7634.572396,0,0,0,0,0,0,0,0,5463.663397,0,0,0,0,0,0,0
CerP285_0,0,4014.156512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5289.191214,0,5560.003303,0,0,0,0,3782.496621,0,0,0,0,0,0,0,0,8015.210018,0,0,0,0,0,0,4384.533708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6894.414418,0,5623.931635,0,3838.574792,0,0,0,0,4771.669823,0,0,0,0,0,0,0,0,0,0,0,0,0,6284.824344,0,0,0,0,0,0,0,0,0,0,0
CerP285_1,0,0,5470.049601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4746.432864,0,0,0,0,0,0,0,0,0,5810.363116,0,0,0,0,0,5420.771746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4383.227489,5645.695859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5718.548196,0,0,0,0,0,0,0,0,0,0,0,0,0,7533.720376,0,0,0,0,0,0,0,0,0,0,0,0
LPIO170_0,39584.43008,32437.1521,22634.62333,54746.41532,29856.35367,32393.22825,22603.82567,33474.2913,35412.95875,23981.82511,32936.13485,29312.69172,38095.32188,25075.49699,24958.36484,28585.99304,22840.4114,28446.85008,23519.75351,23179.4503,32731.05745,53214.00701,36763.20818,20577.29265,20794.97782,31897.05673,30854.59163,24346.95716,32249.79634,25578.36982,34872.20342,45356.29116,23690.91589,53069.63737,21982.69741,32861.21552,40407.70913,31332.26694,34868.76659,54228.76184,25475.4354,42200.9832,43911.29204,49695.26583,26644.78834,35315.28849,40181.03922,34585.69668,33338.49301,45597.05197,63709.38067,29989.63336,43937.52848,60087.49826,41788.98988,29634.81608,31245.03962,48072.9041,24438.8072,32790.29362,38575.65924,27827.68843,31237.94387,61921.31393,27174.26123,27853.05756,46508.71541,31046.42642,54528.40817,56101.25382,27122.30283,38021.90357,28114.67732,30428.18398,58567.72903,30338.58856,29666.58963,27893.94565,29893.3569,27595.46829,37973.26769,54115.49028,48606.35229,29993.53192,34317.85808,40136.26291,73106.6665,44329.1832,40913.93363,31979.74738,49068.25723,61886.48566,42163.17565,47561.40683,39698.25006
LPIO170_1,19451.19901,9450.91013,7658.649307,19228.33668,14141.76876,6927.189458,6641.504475,11893.9283,11270.82331,10826.76007,12703.62731,18060.62621,9301.88998,8431.491919,14585.06535,19825.18423,11987.12262,11707.19557,8294.579921,12681.05841,14960.85956,19053.25376,15497.80797,11864.29934,7316.28894,16730.29753,14664.27318,10262.19566,10898.63114,13136.27323,14777.19632,12650.8129,12767.88981,14400.6111,13929.04646,14118.10354,16137.77909,21249.5859,13559.23523,16245.86818,10711.48887,16459.96153,17061.37304,10779.61788,9614.493453,11273.61883,37390.85103,12684.05195,9142.932065,19798.88357,17616.08604,12739.09608,17692.4554,15364.62094,13504.85415,11862.69246,7014.168121,20679.4876,10819.66509,7828.08038,12087.47631,13225.39407,24242.64155,25372.8113,10541.28147,12453.89947,24328.07919,12904.01469,19246.92896,22666.73444,11940.57141,16778.11291,8467.991503,19751.95948,16110.52232,9571.067822,12503.14069,11694.66029,15517.77587,12214.35345,13936.10227,15129.0355,11639.85466,17426.92421,14246.73779,19525.98895,23287.49756,11042.15502,16255.74875,15009.08068,30476.00978,24767.86808,20704.73177,31942.0461,27531.93814
LPIO170_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6390.328174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6479.305199,0,0,0,0,0,5541.211732,0,6570.028371,0,0,6956.600726,0,5250.645317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4682.501126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4916.480309,0,8147.896549,0,6914.131365,0,0
LPIO182_0,154050.7185,101209.4244,125820.6519,167829.3025,157785.5945,125275.5621,113480.4174,182648.7277,158004.7273,125442.5784,154458.0718,125211.0476,151338.018,135762.3994,77343.28074,131746.4896,135702.7198,170422.8496,143056.3699,108533.4487,152693.5176,178231.0143,207085.2154,83124.47487,120256.4883,164661.2601,115896.9759,120910.6032,164899.4031,194076.3089,130367.2676,159693.5872,144649.5042,154361.0902,121177.233,165801.9275,152718.0939,121858.0893,155957.3872,160671.313,93423.3389,102912.3889,162628.5143,138767.4588,82980.84451,171326.4104,209820.8469,150525.1696,128334.8168,126694.7921,146060.6949,94690.36056,113869.406,165951.642,161939.2736,90546.76775,116229.3729,234597.5418,102381.7637,98260.52986,125756.4444,98090.36853,176193.2103,164784.8648,107314.5964,119292.6962,154316.5425,107567.1989,149447.3976,103783.1646,99386.03606,165038.183,143424.612,119915.6882,117452.033,113317.1518,98321.94874,101717.8627,169832.4994,90032.322,100622.0834,148498.5969,166146.0965,115492.4027,124435.8378,161358.4852,171640.2383,105036.2861,137752.0449,136576.4976,130386.1065,140857.2726,135701.0356,116957.15,136657.6444
LPIO182_1,105928.8018,63730.85719,65175.51768,65570.1096,59244.09628,48636.59778,36520.46688,50375.43694,51799.68873,56708.20535,90259.88662,87359.42438,62119.44797,37789.83217,32513.42543,70859.04969,41664.83073,97271.73657,49416.35542,58719.60374,50750.26028,63419.29659,125157.6765,44969.79992,37245.20194,102565.926,48348.60051,37260.68092,57533.72107,66768.38355,72305.44405,45625.64942,64348.22047,60468.90981,72505.11192,61771.09748,94519.51897,74278.37089,106051.8723,105333.127,34877.62924,37880.93871,97866.24379,114903.7676,30962.82239,72293.33741,78736.03034,112430.118,95321.96902,50503.61787,96530.2009,38400.38152,61026.76452,63329.79148,111125.175,63176.30997,46393.5163,97163.45367,41714.03993,49102.24527,56694.38819,38435.71625,55707.95789,90046.07038,58340.28174,39289.35736,73119.63158,82022.83053,60713.77061,50576.78585,48199.26666,53642.36942,64247.06886,49023.0718,88794.47656,67596.64891,52484.18981,41911.09921,90497.24058,38269.27278,39350.8884,46367.86661,54471.37777,53906.90251,70934.96558,77186.28874,63755.56827,39216.38788,48100.21988,88605.69951,78280.84969,69120.09778,48429.49088,64470.22348,53655.59349
LPIO182_2,29974.9962,20396.42481,19758.20366,31628.29091,24482.12831,26343.72366,20133.63324,25058.34718,21632.09312,18090.26443,24760.25134,16147.65461,29245.59433,19712.73577,21074.33732,20839.23962,16276.10116,22897.41193,26304.69127,16271.99758,25456.30685,27310.07015,23559.69792,12809.38543,9873.874816,12952.02188,10866.08525,22132.77858,30632.12299,29787.90599,17310.09575,19431.68966,14068.92899,17877.95374,9310.179131,16476.21627,30554.2993,14204.09931,14239.46109,30524.8064,15855.96949,15845.95132,18843.95285,41084.26559,17901.2146,31562.95671,43384.2001,26992.57714,20904.6153,32354.45152,34750.22905,18057.66458,12245.73386,23969.29431,31619.22993,18073.18232,28819.84745,37986.10463,20699.62559,20818.2668,17306.15931,18143.46339,25542.13334,34451.74127,11015.7108,18463.00001,30208.97035,17595.47894,34551.05519,31539.22338,15396.71964,23740.38352,23192.85491,15693.93258,28718.49896,22640.93476,25107.95361,16621.44433,31439.70739,21980.01492,19147.21038,24750.19624,18562.48655,22686.29681,10821.92757,29975.75531,24101.38458,13299.68306,14846.59848,21105.29794,27792.10449,38470.7341,35719.32278,28326.16577,24831.60071
ST302_0,108682.1378,104389.8777,70341.32987,171394.122,105099.086,80944.25484,70834.41231,101511.6298,132757.123,67315.58925,81232.9182,146493.0228,94274.29286,80838.92804,93807.88452,98511.53074,69574.88698,90673.95018,84934.32071,77218.2997,77994.65224,114436.4888,107048.5589,81536.97327,63973.69019,110250.0182,89677.39907,88121.18071,83687.67034,89547.75114,101999.1315,89083.76048,93383.61177,105154.4547,93570.69882,89184.08965,102147.1417,87412.93076,100501.5454,113302.8616,72238.57195,77956.94781,109323.3795,121444.8936,72123.01694,105884.1094,114917.9054,191256.5322,69244.99366,78364.17062,115789.7124,69845.07431,95218.59691,102257.7684,123962.2162,122243.7465,85715.62164,127057.4799,78762.93745,86746.59084,173401.567,61551.11473,102144.7845,163176.2269,67869.23918,76398.41618,139718.7897,109680.9247,111936.997,77085.89556,76426.20178,121756.2448,150240.4643,95658.74405,165794.2887,83575.20531,84954.5262,82383.28496,101642.9347,67139.7798,71626.07268,136092.1496,111091.692,79325.05644,99314.23382,124028.9115,119662.3586,90986.02602,77087.49066,97220.58381,110719.0101,102769.4466,93637.94368,118642.8475,98560.13593
ST302_1,55260.28819,40371.21208,42956.54351,72166.49273,35097.43557,43602.85124,31025.96186,26602.05378,28941.46038,28231.11236,55112.5559,24803.7249,37726.32995,20484.18804,38732.37298,26197.75624,40988.30159,35547.05834,31519.27762,32988.54884,49251.75844,37361.49278,47662.98308,29199.09923,21635.36127,51908.66852,45820.26747,50348.74722,45555.1756,37716.54051,41883.97412,48880.07962,42544.18617,40871.53179,45974.3489,45074.43173,67113.24945,27985.11092,38939.11497,58237.28862,38286.32233,31326.81631,39075.56703,86720.4068,40965.96211,34590.74984,52701.32185,37263.81282,32997.52237,51277.92133,54420.85912,41263.67571,47718.53358,44761.27507,59046.40908,26234.62508,38130.83272,46923.6372,31281.26784,30607.39599,40042.46847,24985.91998,41064.68791,49496.68801,27415.54619,31295.38872,58156.72213,37046.32725,41429.40055,70184.32492,29430.00144,53996.68562,30480.88475,47872.28738,68242.59625,48469.52304,35500.75083,36040.85385,39856.69302,42476.88164,30731.91812,55615.27748,51289.88628,55540.81175,42724.34012,58508.91238,40932.59316,34055.09187,50342.67933,34699.95784,39649.22678,58055.91868,36454.16796,61372.72463,35399.0193
ST301_0,423677.9164,387294.229,358360.2086,430919.2991,314496.2038,357296.6236,271151.5904,321788.4708,436373.963,457437.8618,445631.5441,556536.8048,380028.0523,329061.0051,377751.7563,394882.8552,280418.7986,433634.5364,340766.9124,261307.6155,547802.8473,400513.0682,419310.2186,359242.7753,328015.3091,382669.7832,325772.3148,481753.4962,338110.6572,380891.4364,336934.3849,390727.6175,341383.7549,451419.7818,359044.0812,430224.9265,398825.6532,402312.5607,450221.9098,436362.0232,333704.8397,351389.4139,422158.4588,491758.6357,347990.6518,525068.4021,561252.8892,469094.0167,442407.9227,359944.3548,461271.5466,389023.7383,364628.1755,541255.7445,530028.6591,482218.0742,433173.9289,604541.9517,367987.3821,366345.5649,442230.7177,395657.9003,466029.169,418070.6865,328296.3225,370399.8918,496278.9515,421999.7184,606154.9161,445706.983,312819.2528,415755.6962,356873.7524,447651.9827,433354.0642,312262.956,439645.9018,446434.3207,511969.8697,376173.2682,329673.2572,388169.478,530763.0749,475256.4844,325043.1474,397304.8416,516751.1593,357210.2038,420874.4848,395040.6378,635288.2557,525258.9044,591529.654,601852.2754,574088.635
ST301_1,112808.7339,92034.82465,96068.49485,118169.693,102262.4509,92098.19115,79893.50981,113619.9917,96580.66056,99772.19616,134852.9442,102893.7595,98948.95593,79389.94363,84399.64892,88397.0862,89119.05698,93742.34023,93641.80346,82195.80068,127499.4666,146313.7776,126870.5318,82296.74311,80704.19933,104022.5118,86120.92246,104836.1052,108717.3912,92570.0037,97605.41975,115487.3115,112128.4418,154118.3735,83683.51553,104385.0838,137713.9478,107275.703,146069.4676,125549.245,92543.99699,82430.034,129847.5776,171867.2582,83564.88049,119546.0826,170782.5746,119062.7663,92598.35172,78925.6535,118672.5399,112491.2276,117616.6911,145839.5166,146782.9553,88906.55427,103727.1124,127356.5176,113124.58,93412.49813,202358.2315,92847.13365,130117.9857,161010.3199,65635.84753,114650.3355,143280.4771,117521.4636,126686.5149,182873.9929,95775.67337,123974.4668,85169.75715,135460.8835,138993.1007,87237.35927,101263.8509,104842.7136,144002.7198,104776.1399,80514.43627,126842.0054,131987.3895,120963.5801,80598.92717,93858.95748,129482.8469,108022.8811,120768.4533,87371.5179,150446.4783,130076.0684,141395.5564,128188.632,135524.2257
ST301_2,40512.87258,38767.24669,31836.49075,54474.47991,27531.17594,22309.01696,19151.46423,23137.5771,26293.03598,12473.22734,38943.09056,33181.01142,26000.66063,17939.19872,11244.21256,31628.76363,18671.93705,22380.10543,26412.13132,21222.92092,35888.81018,30486.84333,29351.55049,23184.99572,17943.18522,30618.11993,22980.47653,24054.66533,26079.3581,31225.68365,28112.2748,34748.78125,33358.53393,34558.95854,13212.82658,32407.99385,31622.99835,32824.87436,26554.83986,36542.68109,27855.61295,19144.20219,32049.20539,44148.8743,27531.36703,40525.1567,42862.80608,29640.49572,17147.92173,23255.29869,30883.49422,20669.67897,20088.35899,28384.65263,39224.25113,23790.98724,33794.88165,52110.82015,26654.97864,22498.17708,30491.33605,26744.46451,35713.02171,31773.00034,16173.76563,24424.9416,23692.71108,13939.82529,41792.99396,31559.48005,24612.58472,33865.80247,21847.2078,25445.35294,32959.25266,21987.41766,23752.08632,31559.82985,29590.12318,24475.68203,24313.65448,34230.47379,35590.50194,39386.4682,26420.47743,37442.21843,28111.29189,22011.62598,26359.55597,31984.14634,53672.41419,59786.25025,30151.40934,44365.95649,40164.92038
ST301_3,11019.27797,4510.015891,8081.92906,13790.25572,10385.58065,9716.146056,10013.67988,5238.267698,7304.928769,14442.74631,10885.45476,10291.27733,10941.75736,7910.437427,6025.72919,9977.24978,5923.67909,6600.547304,9499.068375,11374.21791,7529.936473,12669.65156,15755.58451,4653.25254,7912.841919,9810.855874,4537.156597,6540.578789,5367.215795,14913.20908,9226.37548,5574.54356,12426.41946,14964.28285,9467.272142,8084.284103,11870.70443,13401.02893,15279.47251,14772.7407,8282.266847,9982.79823,17350.90831,9110.014156,5023.232129,8672.254763,8444.446539,11213.08402,10306.30733,7752.961339,13304.43907,10067.59521,7048.780641,6606.847855,20561.73417,16975.19985,12228.01219,22771.27746,6717.83857,12829.21195,18000.99873,12665.40511,7926.436295,11723.66435,7571.72821,12051.45002,12943.71569,8139.15151,14192.08786,15450.98732,10974.47076,9633.451599,13264.50715,8131.88178,13860.51578,5603.717544,9486.660095,7194.206027,14906.35433,11868.97101,5669.707733,14829.60288,7650.020217,11933.92245,14541.44038,8184.432145,11036.24321,12777.13805,5794.257302,8082.525021,18331.74986,18928.87565,16197.01704,17546.83441,17606.61841
LysoPI180_0,117202.1962,122309.3763,90600.69524,88196.67274,115123.8783,98677.14676,75481.99693,115358.7932,112204.5938,84412.43532,110279.3058,95155.8874,109445.1878,70087.15,53509.65247,86058.01191,84781.15442,122469.2762,96063.40316,84998.80345,102342.3558,132683.9028,127629.7501,63169.40875,61692.04922,133787.4945,77466.0069,82578.76406,136065.7463,130300.184,111308.1597,90058.99137,85024.51252,98306.92503,67991.74272,115760.0586,87867.51916,79136.80251,102804.8782,205189.3512,51753.36085,65987.40139,103665.021,126120.4899,48053.65748,140453.4337,128883.6979,114995.841,105446.4344,64174.21132,84140.99625,63277.17907,67085.36667,102461.0063,106363.2408,59273.1519,91864.46632,120127.1131,68232.66387,89056.53805,159667.7047,62021.97905,98748.72683,166034.3124,63293.09548,91597.32528,109934.8008,107927.2683,170259.7416,87226.75334,70039.02379,144887.9468,83687.15046,90866.42715,154247.5052,87468.32618,83773.38793,75152.78795,121657.3687,91169.66526,54983.54241,100615.9391,81453.13408,86274.96974,83782.9446,121576.8224,113883.3751,73694.55727,66942.10523,113968.3361,103666.9393,96189.64969,77071.91997,97863.29457,58910.73986
