Measurements.Samples,Spot.249117,Spot.249150,Spot.249151,Spot.249152,Spot.249157,Spot.249158,Spot.249159,Spot.249160,Spot.249194,Spot.249195,Spot.249196,Spot.249197,Spot.249209,Spot.249210,Spot.249240,Spot.249258,Spot.249259,Spot.249260,Spot.249261,Spot.249262,Spot.249314,Spot.249315,Spot.249316,Spot.249317,Spot.249372,Spot.249373,Spot.249374,Spot.249433,Spot.249434,Spot.249435,Spot.249436,Spot.249498,Spot.249499,Spot.249500,Spot.249501,Spot.249564,Spot.249565,Spot.249566,Spot.249631,Spot.249632,Spot.249633,Spot.249634,Spot.249701,Spot.249702,Spot.249703,Spot.249772,Spot.249773,Spot.249774,Spot.249845,Spot.249846,Spot.249847,Spot.249848,Spot.249920,Spot.249921,Spot.249922,Spot.249923,Spot.249999,Spot.250000,Spot.250001,Spot.250080,Spot.250081,Spot.250082,Spot.250164,Spot.250165,Spot.250166,Spot.250252,Spot.250253,Spot.250254,Spot.250344,Spot.250345,Spot.250346,Spot.250438,Spot.250439,Spot.250440,Spot.250535,Spot.250536,Spot.250589,Spot.250635,Spot.250636,Spot.250637,Spot.250688,Spot.250740,Spot.250741,Spot.250846,Spot.250956,Spot.251018,Spot.251065,Spot.251066,Spot.251175,Spot.251176,Spot.251227,Spot.251228,Spot.251340,Spot.251341,Spot.251591
SHexCer422_1,1461953.237,1236580.254,887273.5213,2301721.875,585053.95,915574.6842,696563.7386,1137252.681,919506.1204,548854.2022,623954.2497,178063.8891,1051357.603,801994.0096,888329.0721,257830.3143,514910.7962,897800.4571,497280.0008,594591.812,184747.0419,1113214.159,1313694.843,710002.7677,906671.2691,1149248.639,1186126.356,384310.0678,882951.2726,921433.4366,797883.4314,465214.3227,534621.9558,1019577.377,674574.3208,619903.4366,1221686.712,994458.1561,426933.1419,1156816.774,1003629.316,1042794.932,1516230.928,3912798.47,1163227.82,1063594.604,1167527.866,1518864.57,304909.6365,602343.993,1141848.516,673982.5541,204218.1958,925701.7634,1957077.586,704236.7957,1073923.862,1800238.751,1056346.516,683195.1115,1710737.239,876746.3629,660325.3939,1670887.782,775379.4331,803078.1164,1491173.824,1294060.132,784756.3988,1310258.444,749771.6647,564058.3374,928711.2111,950428.051,1227705.606,1003691.322,475069.0019,264376.3066,742687.2874,1120453.38,397441.1816,870601.5006,1436636.411,918515.7291,836042.3845,1132955.229,1127788.107,764848.3813,891778.5554,1006635.22,918956.1423,923118.2977,661315.8648,664953.335,713296.1472
PEO5011_0,3136774.086,2934780.315,2138677.846,6429667.838,1280059.502,2228270.137,1575845.054,3166081.659,2652447.743,944337.9597,1273870.949,470869.7683,2875292.514,2049170.98,2029380.972,709106.5152,1258913.865,2119955.278,996394.5591,1302725.648,439952.6152,2744342.62,2714955.323,1459847.035,2108724.33,2452100.89,3012204.74,1011013.191,2400727.273,2003635.943,1559763.938,903962.2083,1472452.213,2336437.897,2037300.837,1535291.508,3074755.287,2291731.807,973767.9484,2923261.14,1987092.024,2166396.186,4047562.651,10365059.86,2591568.766,2926214.478,3303441.881,4223833.704,737360.7126,1553105.085,3897102.575,1881253.224,578243.6829,2406308.468,6299293.472,1819627.387,3070375.188,4683710.033,2670760.292,1453675.703,4878805.768,2583194.88,1550036.192,5616853.438,2020304.851,2123028.992,4058533.231,2966062.518,2076481.017,3774628.968,1750698.15,1225656.147,2236635.932,2541408.631,3678537.399,2475637.993,1031158.62,863106.2422,1842066.597,3188853.172,926808.2044,2071531.678,2928533.083,2356412.692,1683761.489,2911281.925,2824065.442,1862619.122,2295617.263,2592693.86,2335724.738,2484579.439,2198741.638,1952261.705,2482343.72
PEO5011_1,1487990.195,1412049.742,952844.1099,2828267.816,604588.7386,1053643.822,839785.0928,1618355.063,1162818.387,453486.439,575566.0003,251090.3678,1347039.851,941315.2922,886247.7949,282014.0779,636703.1812,1021798.391,486365.6447,664796.108,144726.9234,1377097.546,1229335.286,608793.9351,1001917.658,1225851.861,1293203.481,353005.382,1178107.107,838354.1242,737004.6426,360393.9842,677419.6091,1142865.928,981297.7873,772986.0403,1205615.173,1185838.578,408846.3134,1367935.93,783269.7377,921900.4649,1824198.509,4626054.197,1248326.662,1358521.301,1396930.479,1968641.788,344316.126,746190.6434,1753313.296,917237.0755,238026.0811,1123983.946,3138795.582,734934.554,1446132.344,2093244.328,1255807.658,714400.9442,2172630.366,1027105.522,677208.6021,2530391.301,944530.1416,990095.1782,1778414.464,1383414.435,937551.0719,1857996.573,957284.6349,657315.3082,1043678.534,1128887.967,1646877.336,1353023.512,462144.4716,285436.971,874802.5262,1385944.387,475064.9924,1088232.216,1332246.216,987195.2528,763460.5485,1374290.534,1413614.799,951097.421,1101458.647,1210182.155,1069748.142,1180409.761,958708.1552,784914.4953,1111757.235
PEO5011_2,301724.8161,338675.5969,233790.3986,543867.7341,145617.793,195238.0966,189271.2265,383915.1243,217384.491,119180.6858,163223.1362,0,324326.7568,197145.3079,148300.1281,75808.23644,116786.3578,222348.127,108679.4725,174274.5976,0,240092.5826,254110.5833,120991.3175,194409.2875,268921.9112,282093.5555,77577.79578,223688.9809,196821.9207,176317.9456,86087.02926,138824.8367,276201.4913,209060.541,225585.6371,289163.2411,239866.3088,80451.42848,228659.4593,179008.8641,198828.658,428627.5958,1067252.272,295498.0123,317002.3668,434247.5291,466382.6074,76907.80939,147966.9984,404789.2673,198275.9516,42360.12491,230483.4952,714282.0705,195898.4092,286944.2361,467628.3054,232736.3626,158093.8796,414080.4559,227412.456,195467.9829,523564.0801,198030.1486,236190.753,347816.0106,265742.4403,195035.5651,431452.1606,222441.446,152234.5328,152690.3283,265987.7584,278967.2438,320593.1703,126466.918,65708.62343,211516.335,271745.8789,88117.21531,258728.1194,295248.7687,275549.1229,186780.7236,352261.4847,329811.9775,216636.81,255195.1008,340936.1378,277559.2847,269445.3967,238582.5026,215829.9009,220893.9565
PI406_0,249725.6102,219491.5527,244558.0533,310213.6921,205531.1445,193191.0484,197583.5612,231823.4995,214526.0853,190804.2511,208189.7232,172127.0475,193663.4266,200599.3336,198570.4787,123111.813,143489.0876,188878.8585,210391.9122,180526.3065,103590.7798,255273.7116,257468.8447,222941.6622,165901.4984,365995.0036,175330.9873,108415.4062,231996.1736,248950.1073,186304.7387,148728.3068,196956.645,249041.9026,131301.2987,174707.1536,275088.2381,198122.6256,168183.4968,239004.4032,167371.2091,142400.297,208604.0866,315857.9182,163663.418,187685.5608,280781.8382,238246.7494,110619.5294,156492.3571,242649.4981,144193.0196,104890.0883,209796.5041,276337.2565,141302.3089,187891.7516,261617.2389,173861.2314,139726.2627,292548.4412,140014.2339,169231.4467,244927.2434,159283.1624,138281.8435,269424.9779,240450.4865,211636.1459,287954.5587,169156.723,169985.7093,211007.6474,139502.2123,241963.3465,220293.4474,187543.2655,112257.152,259176.7096,159621.8849,152286.8093,255061.3004,232724.5163,150063.0801,159106.3211,230884.7883,206373.8979,186664.3047,215070.7803,226024.7223,232166.639,218463.517,175464.3671,196510.7492,186294.8723
PI406_1,291181.104,222901.7546,238150.2943,274719.7162,230326.2402,232926.1534,182611.4949,235631.0887,181877.3657,166053.518,142313.0255,125496.8402,183797.7293,137639.7791,148269.5768,101385.8561,126168.5626,227263.9154,200035.307,175048.7917,118031.1217,182559.5347,229274.2507,211773.7928,126867.2137,357499.4898,180008.7556,91286.57629,198361.9124,223614.2675,147663.5364,100528.5877,146755.9589,274283.4284,123458.7815,150720.4614,247110.6366,188056.6085,132566.0467,222440.5839,147037.8079,131339.7481,202777.3266,363361.9098,133345.4914,180163.5688,281078.2891,203347.531,123159.6717,137607.5931,176262.3259,163006.297,82104.90514,181737.2489,286542.0188,131189.9096,176026.2412,248515.9019,165778.7715,127406.8233,202352.8602,120800.4549,162342.4007,231577.157,153344.5036,158696.1975,204361.9911,216678.77,211214.4892,249059.0013,137382.0679,198132.8554,212935.7219,113465.8679,196200.8816,191119.9338,165680.9303,85080.54492,184405.2159,138631.1553,107870.924,219048.0549,156552.9997,164077.1611,138658.305,170875.0441,206003.139,133583.8363,124379.9456,172289.0179,245178.6676,239908.3412,160371.7817,150145.6621,171650.9553
PI406_2,72627.39396,62780.92613,80375.83082,111324.1889,101653.859,67176.22661,104338.4073,76649.54504,97281.28738,58840.8886,99355.1423,53443.42674,119307.0921,73339.83227,81111.7317,63805.7846,51875.9487,68719.68123,49579.43941,47864.39771,46106.17202,75113.96024,82754.42783,98012.39523,49200.43735,106928.7854,58921.05068,39113.88091,57565.76247,67306.1025,51245.25674,51719.00175,98284.12752,134293.1441,38482.99766,50531.97696,83302.71631,75516.73923,62678.86409,111402.404,53296.42131,35174.51681,78696.79206,125023.7298,54311.95487,129145.974,97559.5778,73213.69326,64375.72522,59265.19372,70367.14556,41350.0483,26878.76603,72965.99792,98839.03039,42382.69036,67708.90732,100005.6674,49706.90096,52894.10926,86423.91828,40381.76436,72532.86371,83669.21861,41507.0915,66822.77493,89784.40933,64258.9185,66338.20601,57748.38695,47064.66174,62991.24697,61233.17208,37331.75915,68451.55509,60975.37961,51284.92446,47388.56793,79895.52932,53469.14835,38717.78466,56313.8924,122337.3918,63987.94272,46537.40662,75691.49171,83847.99283,43619.98438,52060.74297,58963.89929,68051.53085,93462.96256,59532.1211,89192.84095,51773.36811
PS443_0,198240.4411,189648.6223,175804.5289,245989.8586,121426.7451,150226.7843,145689.8008,165051.9274,159234.1028,202540.3115,216510.8076,170855.057,177423.5893,125642.2687,137088.1504,136478.0201,144134.4127,186259.7765,111698.4821,168435.7011,202908.0825,156206.9173,127357.4686,160626.6245,98655.48795,159116.4259,137330.4956,121297.3958,196289.1204,143787.7491,176456.9598,159838.8638,145330.337,261404.9981,139091.5077,190673.7453,153176.0463,195949.7921,197990.1266,197398.3645,188590.9617,121746.0526,162285.0928,260633.5732,145437.1935,200340.2377,187981.2452,200047.1933,162068.0093,137796.3182,159077.8917,107120.031,133781.7871,189882.3375,279132.7061,110351.7348,208228.0362,248597.8468,173871.3183,107656.4787,211119.1288,141289.0246,198770.2801,180929.2203,136157.3414,126613.581,215257.9957,143169.5423,226557.9936,212377.0947,150508.4677,178837.5788,174223.6018,145744.1105,184898.9428,207556.2779,147106.4384,140483.7998,201764.3968,141282.8644,96280.43162,167432.7646,246752.6285,199907.9049,158987.4375,194347.5498,203127.3931,152747.819,192520.3963,170772.6922,166954.1332,177289.0217,137721.8916,138746.7073,163088.8174
PS443_1,137707.8533,134648.3303,145947.5385,200409.2448,105598.0741,147060.0365,141243.7924,176571.2013,118770.1674,133906.4721,173960.8658,122493.167,136897.0084,94454.84265,105794.6526,112853.3591,84743.2671,156594.2625,167388.8647,125712.2234,100783.6441,177372.6381,111422.5114,103949.5614,88544.21329,182904.2458,125822.1825,110861.3765,142533.4506,147512.016,156309.976,132134.1806,140881.9233,151630.1977,103796.8484,157021.4437,137834.5088,151960.0155,184761.8439,246287.416,164401.9797,105938.5459,145657.3721,195551.5451,147094.8725,183346.3437,240389.8876,174714.6623,128757.9133,116953.3142,156767.7655,101806.6772,105609.2688,118658.251,198868.4822,96508.19061,143008.2334,183916.0739,139319.3256,138372.6514,209493.8745,94188.56686,176248.7633,141428.4485,89112.95458,137941.6529,162899.866,151143.1162,164636.8429,176135.8007,142746.4137,151928.7482,122260.049,149689.8877,129195.7348,144869.39,112611.7209,110535.8143,155333.6053,118365.3039,78136.54681,124659.8084,143505.582,162620.7769,106562.0111,153382.1956,227090.3084,118562.8008,99077.83859,133401.8434,122587.1826,124661.1322,133401.1256,133118.184,116004.9575
PS443_2,45118.75797,0,49822.23026,65209.505,35160.92095,55084.56561,30947.26381,66380.51768,0,55426.61506,57551.06468,0,46921.20325,37851.27312,0,0,39171.28895,59795.54234,40265.02938,49242.24651,0,56694.66158,0,45615.51479,27323.83244,44877.84491,0,28863.60828,50329.82931,50368.79619,46427.35321,41638.52464,45142.50022,56306.27586,38894.53808,45135.34706,47931.9176,57199.31783,56796.86551,65650.80842,51730.99895,36970.21283,44868.61033,79929.68275,45899.92009,50971.61207,45110.0584,57836.25213,0,35186.92651,67084.61477,43667.90838,44495.75042,43311.92207,60746.79798,0,60355.01305,75607.59018,0,45452.82634,59514.57197,40910.52876,51612.51985,62125.55648,0,0,40877.73378,59359.30559,58879.34865,49410.16804,49896.3657,51148.31124,57126.34184,40933.6514,0,64075.97676,26646.27908,0,42709.37681,34062.65371,0,46544.15762,67930.951,0,0,48253.97986,0,54938.168,38497.5747,47003.55294,36218.51631,0,43448.88727,53208.22064,40606.50738
PICer454_0,46859.46149,0,38072.23909,46325.6412,28555.9518,0,38623.67542,45131.9777,32603.69984,44911.49574,0,47110.51788,0,26684.63323,25377.78085,21335.64879,30160.50663,33047.00733,28628.36339,31342.83759,46124.17415,47158.14764,0,30841.3113,22355.17994,40325.8122,28693.9792,41619.61784,0,34177.40565,45797.37684,38429.16678,31653.56314,44829.27709,27988.29191,41829.88985,0,33142.74093,28432.9463,0,34746.88415,27140.17691,39358.83326,57113.13518,27434.39619,47041.57842,49316.15632,38603.45721,37440.81934,0,33236.97454,0,24667.7521,44861.46821,43979.46511,29208.44831,36586.69117,0,0,28629.12382,37726.69442,0,52307.34948,48108.05337,23051.74312,0,0,43607.08885,42642.57964,32771.46344,34527.78135,37790.64153,0,32694.82531,36718.96951,31705.32862,20999.26615,26902.50056,39589.43248,28044.47638,19554.57936,44402.02771,41487.86718,35327.71002,35737.61187,0,43325.12627,31711.54975,0,39065.2885,43575.1089,0,28141.38383,36353.38303,0
PICer454_1,33350.42025,0,28072.85429,0,26212.56719,27783.34533,35421.10967,32537.09927,22523.27845,26090.52057,35344.8268,24524.80167,0,23621.24055,27406.92507,21439.34938,19539.96905,34537.08172,26267.72723,24352.35212,33652.86944,43046.98286,0,0,21577.78804,35960.55263,27365.13075,0,0,30797.37877,31894.67895,0,27116.63765,34407.44941,25473.62438,33134.48033,27957.16969,0,32194.97155,0,26774.73102,0,33742.6028,61325.94417,22633.85264,36710.41523,0,39491.10165,26635.25442,0,40404.18323,0,25984.48852,26562.41233,37462.68152,33254.10616,29835.58071,43767.65814,0,20825.08156,0,24193.24768,31583.93485,39606.41698,19890.07336,35828.4179,0,24904.93306,34611.18095,34432.02632,0,33075.95017,25333.06864,0,0,0,16858.92272,24657.67479,0,33949.47113,12079.82721,37604.80505,31600.43726,26099.77251,30017.54258,0,0,22779.88444,28994.26997,0,31995.90963,0,25024.1681,22403.71559,0
PICer454_2,0,0,21840.01957,0,0,0,16275.76413,0,22066.58697,22433.43012,32456.46842,0,0,19455.02123,0,0,0,22626.84865,17837.761,0,0,31889.15608,0,0,0,28058.71873,0,0,0,0,0,24588.55431,18761.0585,32068.46504,19433.97009,0,0,0,25149.16516,0,0,0,0,36591.23159,0,0,0,31731.97135,0,0,33148.44678,0,0,0,38416.68785,18750.87801,0,30772.62531,0,0,0,0,29580.94262,35133.45473,18606.32542,0,0,25589.12632,0,34663.64152,24561.45292,0,0,0,0,19351.1318,0,0,0,0,0,23261.2174,0,27006.43321,17968.8227,0,29430.95933,0,0,0,0,29853.32851,22015.34744,0,0
PICer454_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30902.45215,0,0,29021.75442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41221.61145,0,49663.73056,0,0,0,0,0,0,37358.47511,0,0
PI4210_0,0,0,40881.17478,0,0,0,24402.33426,0,0,0,0,0,0,0,0,35440.46981,0,0,0,0,0,0,0,0,0,0,0,40558.25123,0,0,0,39262.74672,0,0,0,0,0,0,57844.86259,0,0,0,0,0,0,44981.24668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34460.09352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43996.36527,57395.9634,40410.04306,29006.60258,0,0,0,0,0,0,0,0,0,0
PI4210_1,0,0,0,0,0,0,16388.08344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16683.58876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS468_0,93420.76673,74828.48545,56130.17558,88754.84161,40802.31244,69115.09658,60478.00751,100762.6531,86532.75573,76943.27101,92598.79717,63004.62109,60084.44753,45044.39896,48824.93261,53410.21505,42284.00941,68972.11378,65041.76326,72119.80975,68809.02034,84198.61452,68585.68021,51884.39591,37721.96917,89961.69367,56536.59669,39499.93549,96068.03374,0,67953.08545,79977.15553,92056.76471,67667.36373,65500.09405,69834.94772,90256.83594,78569.60394,67064.52901,121544.4366,78125.37043,47181.2109,59240.95044,107254.7307,42251.90179,83497.8775,107349.2145,96476.14323,64633.57891,0,71345.51853,55438.90704,61636.19238,57013.99352,105354.9725,57734.20785,111437.5284,90034.99218,85654.51289,52564.89597,79602.01972,49060.34396,69731.5191,63285.53401,58101.13925,0,100286.182,0,64174.34196,88014.0125,54485.18983,93116.35263,44942.72976,64874.55105,66411.10613,67803.98211,62213.94915,52730.61285,65190.83747,45845.47687,32899.37781,51553.05052,82976.7692,63327.12719,48589.8088,87814.09776,83255.11148,48185.93147,53034.49229,83370.88141,51145.6318,75249.78393,53108.74355,80915.82193,64229.43189
PS468_1,89106.06815,88241.9961,66262.06455,0,59808.87808,70601.9285,77513.44576,75746.51911,89037.94937,63850.13425,92218.57527,53963.20426,65250.32127,50576.69963,67740.17498,73905.62066,60717.73958,79552.82488,56263.91734,76665.13717,80457.12703,91658.29728,73215.44133,61256.09911,45158.42545,93574.10273,55364.02715,76170.19199,106878.7335,85216.60126,60201.53547,71229.38289,64437.47768,74601.44428,65628.59141,80770.76915,96372.58793,78423.11153,98324.38903,84477.82804,63357.13404,70287.26694,101671.8387,119467.7876,56091.24976,73539.19014,88109.87863,88285.24309,90772.40575,59103.48714,100293.411,56834.37777,102961.2354,72607.90415,85528.6953,58537.10862,101893.7876,108591.1376,61524.95667,62184.87829,131222.1715,48502.39962,64134.43475,83229.74081,50708.11217,55389.71216,91529.60536,105850.8147,101033.5784,0,64389.7452,86412.83724,51227.76239,71098.16769,85855.12679,67795.65136,43905.65568,49184.59304,76252.60348,53963.3863,41265.56966,77411.84067,97287.47,61849.81344,50549.20538,83037.16668,94345.08569,52922.78912,61960.1935,55138.66044,63865.6846,79338.80012,65495.80989,69693.17195,81341.43378
PS467_0,153359.4406,118478.439,102555.076,100930.9454,63540.39354,163268.7963,97761.45374,103032.1142,105093.5162,117136.0124,221069.8128,142391.8923,102447.8663,81236.42823,98435.69714,101047.6257,93933.63173,111555.6388,134593.3103,91734.22944,144109.2625,157917.9631,114882.8568,94920.38398,79978.08251,121899.8111,91956.99029,93741.99023,134645.8628,109101.7324,130851.9623,98703.89119,113056.3466,151185.8931,107217.2527,156588.9828,119465.7165,114987.4377,170398.1678,155817.9748,138480.4242,74092.63192,157490.9824,210537.4997,108856.9392,146818.7272,183188.8186,165331.9731,164010.9646,100958.3793,132277.9526,88670.50968,115667.005,153703.0437,202394.495,132105.215,151219.8161,212068.5878,126017.3423,136072.2917,147587.3032,113398.2451,129112.9969,135292.1592,94372.6191,122116.4613,142867.9831,130114.9419,147899.3495,139398.5253,81429.78837,182086.4804,118008.0045,103437.6758,174116.7358,107318.5357,84271.54909,114876.4966,133082.9404,104659.7037,80600.2041,122319.4312,155740.9482,144125.5043,103332.4043,179100.6373,128523.9544,143122.0124,113261.7362,106172.8414,106657.3651,155317.1611,145834.0725,167013.7244,107510.3975
PS467_1,151783.8675,142861.8364,104084.4881,150773.4259,90351.40682,117177.4889,86743.64791,135931.5341,161113.3913,169997.2118,135486.8367,158371.3477,115652.1019,82988.48941,60596.77422,98281.47842,0,133362.5207,132845.0437,87978.88216,99816.48248,124632.7546,136904.261,91472.36256,86235.50349,148258.7037,95949.21221,114088.9356,147878.8907,111427.3842,125655.0294,123407.498,94276.75582,162414.4998,130969.9309,141960.8795,131936.5329,106025.4973,185527.0007,159112.3848,160155.1469,94465.15994,147890.2355,146981.4924,111975.3559,170272.9818,204345.6967,187424.7337,148911.5177,127376.9185,125137.236,97839.17065,101834.0666,138946.0269,161254.4208,87447.77289,144328.5229,189537.8604,89959.413,124440.1123,145915.7551,125440.0611,133988.8714,150740.5479,83290.99196,121297.8682,142251.2593,111320.0151,146566.8773,155001.6877,99464.1584,129669.2214,109002.2351,129512.111,165597.412,110447.2844,92283.75327,105915.2992,112523.811,90128.42558,105982.7745,122015.5918,177660.0308,191962.0778,98122.73127,183644.4932,122144.3665,103843.889,99238.67461,138053.8926,151142.2766,161781.3602,121052.2943,146483.4349,108886.0494
Hex2Cer384_0,368433.9747,414603.3384,333687.1448,462159.652,234071.1646,322290.0267,304517.166,315043.2194,381776.2092,374304.6756,465831.872,369523.283,300711.2465,232824.2347,286602.5692,261160.2512,249401.9479,362073.6605,315102.3906,273915.6459,350510.3865,382739.9136,345796.8559,338285.5495,217539.083,353124.6169,211001.6911,308434.1221,383421.6831,369982.5186,370378.2268,441564.1388,342298.1384,480668.0845,309738.7238,385996.7247,419429.0464,393633.5989,435962.6369,462917.5083,374586.3746,233329.7837,418106.0193,510352.8137,307794.9926,444843.7782,394464.3721,496535.7934,394275.3979,279881.6632,429131.8511,347937.0827,235549.9919,417173.9249,518152.8658,385204.8745,439915.4693,559324.557,385081.2032,334673.0445,476862.3217,323983.9171,401776.3714,409651.0225,305002.2967,307791.5419,375264.8485,423332.7925,489520.8794,383813.907,302742.66,387367.8332,312089.0995,376940.273,422178.1869,337152.7326,316039.6251,340324.0049,354773.1895,348322.7733,232070.0681,332968.6913,521099.3025,375326.1828,263584.4719,326979.2069,375082.9366,344757.4734,309515.4158,295228.8098,356823.1878,284644.7169,299129.4243,274124.4155,282727.5134
Hex2Cer384_1,278788.2818,185060.3235,231905.4569,267555.9641,190302.3518,192198.9357,203234.8235,212678.8385,243145.0194,230385.0813,229118.8376,273667.7891,200199.5623,128265.4102,196453.3144,202298.0141,141541.2655,230803.7008,186147.3697,202182.2898,225517.8752,214865.5561,267344.2493,203997.8137,131256.1457,270427.0568,151117.9159,167905.4304,247760.2004,218704.3135,217536.2775,273145.0147,211946.9592,231800.0815,217921.5614,216509.6015,239311.5221,264440.3276,305055.881,287178.5481,179034.3694,165025.3343,217289.896,343113.3788,209922.8399,292709.7852,266614.6356,253376.5951,232517.2366,162538.0301,257843.5384,224074.2104,166681.6565,253159.4184,313172.0606,212667.6552,246366.6469,303577.793,272288.0016,202615.9014,343393.1492,208630.2857,211517.4553,255893.6925,180239.43,241048.0773,312740.3331,247715.7217,285661.8554,232881.6499,175720.138,221653.9664,197767.3407,234163.4364,297963.5124,181198.0331,189810.4964,189042.1969,205632.6792,178406.5703,121852.142,224494.2947,323474.7652,199369.9726,168967.0182,188864.8581,220359.1878,194983.6351,190225.9136,192770.3862,171681.5551,198996.158,183828.4611,213662.3932,148637.2535
PS489_0,149216.8329,161479.3362,115918.6233,177300.5793,124252.0197,127536.1509,120150.45,138917.842,138442.1674,146699.2628,166880.4072,142638.1285,114760.3273,84581.37231,101700.9892,93226.71941,102535.7607,144575.4452,148895.5381,109444.0662,126926.2729,187032.6924,150417.3094,121202.2835,81280.30173,180790.0843,102107.8332,116364.2608,161426.5719,122736.8845,144514.4408,161939.8136,144659.7994,179271.8952,141168.6565,180336.7674,162668.411,158142.9689,159014.5219,180163.4741,151126.2752,80475.74688,210689.4782,195271.1884,116743.1147,181280.6033,164014.1644,140353.0549,172925.9555,115270.5518,167271.6387,128988.6259,154521.1854,165295.9228,198095.3452,147103.3657,136786.5235,246403.5175,104915.0976,143177.0321,160024.4638,112036.3599,145681.4675,142526.1762,150675.1879,132553.5169,176428.6199,152944.4826,159902.3237,151636.0993,104838.4023,141535.6905,134986.9137,120076.1876,140238.2583,137378.0953,144083.3093,127742.9379,126863.9329,108331.3932,99658.81816,148375.3905,186864.8921,119783.9362,104319.4086,152250.7616,115054.1711,130318.9009,150625.0162,141127.1226,160152.6246,206295.4226,160514.3534,134009.3313,143473.4406
PS489_1,184751.3352,121082.567,116673.1595,193114.2733,116804.0474,109620.8919,108364.2145,128367.0148,130744.416,141683.7428,149951.5798,180017.5535,121636.5181,84832.26236,107779.2414,104008.3134,92234.72883,131809.9735,100116.6277,120825.0148,106409.9882,141508.1684,111198.6234,78430.84686,73905.56926,142396.0132,101890.1239,126444.5422,158519.3992,123908.9317,120193.2824,180257.517,138386.693,157855.7902,93369.84233,139971.3153,166457.7923,141845.0029,119958.9783,153528.1906,119873.2089,72066.58587,187254.7118,160368.7679,96131.5368,180625.5749,166838.1224,168825.5752,139699.265,113533.1421,138216.1868,111621.4866,107328.2402,113297.9656,168650.0204,108363.0328,132843.7248,169578.1539,84182.33567,111500.4668,190059.4923,97306.93462,118273.4959,209240.6039,88569.61838,110735.8446,116545.7739,102793.4757,188472.7668,137048.9726,85504.36296,130903.8484,120142.2211,107047.5451,140549.4818,100963.1712,127155.6001,93422.85278,150555.8771,91660.10203,87014.99106,123302.1448,121854.3477,107155.4647,116269.7031,180892.133,140752.7655,116666.3556,119791.7002,121929.7704,124138.885,143738.8186,97873.442,135815.8983,136358.938
PS488_0,399990.0041,435667.9596,428026.1424,442174.0133,303935.6833,394915.236,301299.3673,403543.804,482790.7343,433866.6745,590408.9964,483519.017,339211.6174,225289.3926,414570.0882,293645.5358,216799.9286,338259.1475,301190.8789,341939.4476,360491.6016,455444.3873,303500.119,354905.8508,287285.4453,448290.4885,226003.0578,299103.3907,368636.6465,338336.9032,389288.8926,354324.167,372056.4881,441936.2312,372755.109,373781.1539,372071.22,416125.8345,486726.0196,542907.4943,348481.8001,237980.8839,345774.2685,489757.3997,309972.759,416680.2232,405557.098,537375.3015,344112.3847,289871.8053,395776.5338,350637.9654,301929.876,408442.1255,511796.1738,306867.325,359607.3103,474232.0444,386841.5458,272799.7906,461969.096,331049.0392,387631.4502,484200.4749,307234.2233,370729.7361,475361.3673,465679.7805,429986.7068,432123.7583,296023.2028,413612.257,285952.3191,310263.9256,469775.8574,375817.3188,319429.8531,318217.2882,341260.7574,338975.1287,223680.5732,383780.127,442838.5826,327852.543,278423.4979,300011.1521,422026.7688,281810.9125,355044.8777,357479.8973,297779.3269,340654.2013,349030.8797,333927.3832,312449.0285
PS488_1,356115.8794,296415.3034,264680.6799,420415.6707,230972.1402,280745.5995,252783.3685,306896.1535,443230.941,336633.4792,261432.4767,297521.4844,263164.1639,209564.0082,209696.0348,206247.255,186783.3034,256481.1534,239384.4019,252340.1981,234851.6019,343108.4642,291883.3657,280709.6731,174909.7567,334738.8288,215478.9874,234068.412,323293.2919,297408.3748,259547.8836,294593.3041,217067.9028,381871.0338,233652.4459,295024.676,313524.1269,310988.6462,312690.881,392972.3471,292198.5613,213814.5992,280569.5275,384655.5024,245212.8479,351264.7437,345766.0233,370036.9472,256742.2994,240209.8183,296122.3055,242013.7446,172185.3805,312455.301,340260.813,259927.3616,414066.275,490934.1255,299720.3313,260803.0372,383554.3124,275736.1176,306688.7079,362398.2679,226063.8388,285215.0598,274411.2476,325690.0907,340264.9072,325660.4257,215822.3233,273671.9865,251210.2212,246729.5976,367256.0532,305784.9372,249766.2895,241099.8284,336521.4602,220788.0065,172969.9298,259956.5496,385489.9987,291101.5285,215136.2741,270688.7065,348327.4561,251747.6037,228939.3798,305918.3559,248047.0739,244915.8401,237871.4094,191655.7217,229676.4503
