Measurements.Samples,Metabolite,Isotope,Molecular.formula,Spot.36442,Spot.36443,Spot.36444,Spot.36445,Spot.36446,Spot.36447,Spot.36448,Spot.36449,Spot.36450,Spot.36451,Spot.36452,Spot.36469,Spot.36470,Spot.36471,Spot.36472,Spot.36473,Spot.36474,Spot.36475,Spot.36476,Spot.36477,Spot.36478,Spot.36479,Spot.36480,Spot.36481,Spot.36482,Spot.36483,Spot.36484,Spot.36485,Spot.36503,Spot.36504,Spot.36505,Spot.36506,Spot.36507,Spot.36519,Spot.36520,Spot.36521,Spot.36522,Spot.36539,Spot.36540,Spot.36541,Spot.36542,Spot.36558,Spot.36559,Spot.36560,Spot.36561,Spot.36579,Spot.36580,Spot.36581,Spot.36582,Spot.36601,Spot.36602,Spot.36603,Spot.36604,Spot.36623,Spot.36624,Spot.36625,Spot.36626,Spot.36648,Spot.36649,Spot.36650,Spot.36668,Spot.36669,Spot.36670,Spot.36671,Spot.36672,Spot.36697,Spot.36698,Spot.36699,Spot.36700,Spot.36719,Spot.36720,Spot.36721,Spot.36722,Spot.36750,Spot.36751,Spot.36752,Spot.36771,Spot.36772,Spot.36773,Spot.36774,Spot.36775,Spot.36806,Spot.36807,Spot.36808,Spot.36827,Spot.36828,Spot.36829,Spot.36830,Spot.36864,Spot.36865,Spot.36866,Spot.36886,Spot.36887,Spot.36888,Spot.36889,Spot.36925,Spot.36926,Spot.36927,Spot.36960,Spot.36961,Spot.36962,Spot.37001,Spot.37002,Spot.37003,Spot.37042,Spot.37043,Spot.37044,Spot.37045,Spot.37046,Spot.37087,Spot.37088,Spot.37089,Spot.37133,Spot.37134,Spot.37135,Spot.37136,Spot.37137,Spot.37138,Spot.37182,Spot.37183,Spot.37184,Spot.37226,Spot.37227,Spot.37228,Spot.37229,Spot.37230,Spot.37231,Spot.37246,Spot.37265,Spot.37278,Spot.37279,Spot.37280,Spot.37307,Spot.37308,Spot.37309,Spot.37310,Spot.37311,Spot.37321,Spot.37322,Spot.37323,Spot.37324,Spot.37325,Spot.37376,Spot.37377,Spot.37378,Spot.37405,Spot.37406,Spot.37407,Spot.37408,Spot.37409,Spot.37410,Spot.37411,Spot.37412,Spot.37413,Spot.37414,Spot.37415,Spot.37417,Spot.37418,Spot.37419,Spot.37420,Spot.37421,Spot.37422,Spot.37439,Spot.37475,Spot.37476,Spot.37507,Spot.37508,Spot.37509,Spot.37510,Spot.37511,Spot.37512,Spot.37513,Spot.37514,Spot.37515,Spot.37516,Spot.37517,Spot.37518,Spot.37519,Spot.37575,Spot.37576,Spot.37611,Spot.37612,Spot.37613,Spot.37614,Spot.37615,Spot.37616,Spot.37664,Spot.37675,Spot.37676,Spot.37677,Spot.37776,Spot.37777,Spot.37778,Spot.37878,Spot.37879,Spot.37880,Spot.37952,Spot.37954,Spot.37982,Spot.37983,Spot.37984,Spot.38050,Spot.38051,Spot.38052,Spot.38053,Spot.38054,Spot.38055,Spot.38056,Spot.38057,Spot.38058,Spot.38059,Spot.38060,Spot.38061,Spot.38085,Spot.38086,Spot.38087,Spot.38149,Spot.38150,Spot.38151,Spot.38152,Spot.38153,Spot.38154,Spot.38155,Spot.38156,Spot.38157,Spot.38158,Spot.38159,Spot.38160,Spot.38161,Spot.38162,Spot.38163,Spot.38164,Spot.38165,Spot.38166,Spot.38190,Spot.38191,Spot.38192,Spot.38232,Spot.38246,Spot.38247,Spot.38248,Spot.38249,Spot.38250,Spot.38251,Spot.38252,Spot.38253,Spot.38254,Spot.38255,Spot.38256,Spot.38257,Spot.38258,Spot.38259,Spot.38260,Spot.38261,Spot.38262,Spot.38263,Spot.38264,Spot.38265,Spot.38266,Spot.38267,Spot.38268,Spot.38269,Spot.38270,Spot.38271,Spot.38272,Spot.38273,Spot.38296,Spot.38297,Spot.38334,Spot.38335,Spot.38350,Spot.38351,Spot.38352,Spot.38353,Spot.38354,Spot.38355,Spot.38356,Spot.38357,Spot.38358,Spot.38359,Spot.38360,Spot.38361,Spot.38363,Spot.38365,Spot.38366,Spot.38367,Spot.38369,Spot.38370,Spot.38373,Spot.38374,Spot.38375,Spot.38376,Spot.38377,Spot.38378,Spot.38379,Spot.38401,Spot.38402,Spot.38445,Spot.38455,Spot.38456,Spot.38457,Spot.38458,Spot.38459,Spot.38460,Spot.38461,Spot.38462,Spot.38463,Spot.38464,Spot.38465,Spot.38466,Spot.38467,Spot.38468,Spot.38473,Spot.38474,Spot.38475,Spot.38477,Spot.38481,Spot.38482,Spot.38483,Spot.38484,Spot.38485,Spot.38486,Spot.38507,Spot.38508,Spot.38509,Spot.38564,Spot.38565,Spot.38566,Spot.38567,Spot.38568,Spot.38569,Spot.38570,Spot.38571,Spot.38572,Spot.38573,Spot.38574,Spot.38575,Spot.38576,Spot.38577,Spot.38578,Spot.38579,Spot.38580,Spot.38581,Spot.38584,Spot.38585,Spot.38587,Spot.38589,Spot.38591,Spot.38592,Spot.38593,Spot.38594,Spot.38595,Spot.38615,Spot.38616,Spot.38617,Spot.38618,Spot.38676,Spot.38678,Spot.38679,Spot.38680,Spot.38681,Spot.38682,Spot.38683,Spot.38684,Spot.38685,Spot.38686,Spot.38687,Spot.38688,Spot.38690,Spot.38691,Spot.38692,Spot.38693,Spot.38694,Spot.38695,Spot.38696,Spot.38697,Spot.38698,Spot.38699,Spot.38701,Spot.38702,Spot.38703,Spot.38704,Spot.38723,Spot.38724,Spot.38725,Spot.38726,Spot.38794,Spot.38795,Spot.38796,Spot.38797,Spot.38798,Spot.38799,Spot.38800,Spot.38802,Spot.38804,Spot.38805,Spot.38806,Spot.38807,Spot.38808,Spot.38811,Spot.38812,Spot.38813,Spot.38814,Spot.38834,Spot.38835,Spot.38906,Spot.38907,Spot.38908,Spot.38909,Spot.38912,Spot.38913,Spot.38914,Spot.38915,Spot.38916,Spot.38917,Spot.38918,Spot.38921,Spot.38922,Spot.38923,Spot.38943,Spot.38944,Spot.38945,Spot.39017,Spot.39018,Spot.39019,Spot.39022,Spot.39023,Spot.39024,Spot.39025,Spot.39026,Spot.39027,Spot.39053,Spot.39054,Spot.39055,Spot.39127,Spot.39128,Spot.39132,Spot.39133,Spot.39134,Spot.39135,Spot.39136,Spot.39162,Spot.39163,Spot.39164,Spot.39237,Spot.39241,Spot.39242,Spot.39243,Spot.39244,Spot.39245,Spot.39271,Spot.39272,Spot.39346,Spot.39351,Spot.39352,Spot.39353,Spot.39354,Spot.39356,Spot.39380,Spot.39381,Spot.39382,Spot.39461,Spot.39462,Spot.39463,Spot.39464,Spot.39465,Spot.39467,Spot.39488,Spot.39489,Spot.39490,Spot.39491,Spot.39570,Spot.39571,Spot.39572,Spot.39573,Spot.39574,Spot.39575,Spot.39576,Spot.39577,Spot.39578,Spot.39582,Spot.39592,Spot.39594,Spot.39597,Spot.39598,Spot.39599,Spot.39600,Spot.39684,Spot.39685,Spot.39686,Spot.39687,Spot.39688,Spot.39689,Spot.39690,Spot.39694,Spot.39700,Spot.39705,Spot.39706,Spot.39707,Spot.39708,Spot.39709,Spot.39795,Spot.39796,Spot.39797,Spot.39798,Spot.39799,Spot.39800,Spot.39801,Spot.39802,Spot.39811,Spot.39812,Spot.39813,Spot.39814,Spot.39815,Spot.39816,Spot.39817,Spot.39818,Spot.39864,Spot.39865,Spot.39866,Spot.39867,Spot.39868,Spot.39869,Spot.39870,Spot.39871,Spot.39872,Spot.39873,Spot.39874,Spot.39875,Spot.39876,Spot.39877,Spot.39878,Spot.39879,Spot.39880,Spot.39881,Spot.39882,Spot.39883,Spot.39919,Spot.39920,Spot.39921,Spot.39922,Spot.39923,Spot.39924,Spot.39925,Spot.39926,Spot.39927,Spot.39928,Spot.39929,Spot.39930,Spot.39931,Spot.39932,Spot.39933,Spot.39934,Spot.39935,Spot.39963,Spot.39965,Spot.39966,Spot.39967,Spot.39968,Spot.39969,Spot.39970,Spot.39971,Spot.39972,Spot.39973,Spot.39974,Spot.39975,Spot.39976,Spot.40005,Spot.40006,Spot.40007,Spot.40008,Spot.40009,Spot.40010,Spot.40011,Spot.40012,Spot.40013,Spot.40040
1219.66424,PIP2492,0,C58H111O20P3,25767.90334,47596.39829,30372.61436,39945.92752,37415.97471,37809.62448,32598.92267,29793.23788,32331.58959,27387.02787,27152.34353,14646.14357,42054.57916,28955.78991,33422.04401,18767.22173,50932.11041,38451.33759,33879.49626,24084.53396,33066.02375,38066.36311,52581.25477,19474.21163,36375.28042,26120.46997,29272.15092,20185.87101,22232.51278,44734.81706,28947.35972,43327.8265,46541.92819,19187.05625,34722.03079,33902.02545,33922.32881,22402.10827,39421.50908,40533.02285,23643.73833,25836.25222,28129.17514,29009.91992,28475.57848,35011.91375,25220.75171,29703.81656,27974.6574,20894.89366,20685.36811,47387.55986,29217.06096,12831.93724,37361.64018,43575.09146,17449.67603,40540.60663,39986.96119,24033.08169,21226.49673,18302.51028,22637.75756,42697.23839,35803.97858,15703.87858,30789.54987,32520.16874,23996.21997,35710.24746,48692.32597,38136.17594,34486.63355,38442.46762,45736.14456,25945.09409,12609.14383,21838.24616,37048.89913,30833.7431,17854.50183,22183.72997,32336.39181,31727.46609,24042.54506,49420.39986,21728.23177,25567.88654,35772.69534,40742.53834,19841.75948,24005.57427,35369.63244,34517.05715,21708.44929,34846.84304,23442.10201,24780.19767,14074.91919,25291.02281,38599.54592,15831.30191,32334.27488,24522.95411,34489.41344,25582.60027,37915.30973,27021.23121,20566.39362,27021.12184,46159.84476,24799.10709,22217.71226,16073.73405,32930.87238,26879.31547,62869.41604,24382.92811,14565.1589,40283.37268,30122.57008,16106.149,24139.17873,29718.05983,39787.31507,39736.96218,40219.15071,19332.75107,21635.89442,19933.84668,30944.05838,23289.24163,20446.07053,24544.94038,14411.62728,27915.80412,21476.34478,29595.64181,23491.83566,28367.04752,25544.01766,47398.16953,33301.87705,38992.72895,23882.85135,20322.73817,38988.63174,24609.22065,31313.20975,50401.41506,44933.22439,15764.34504,33878.62143,22147.85615,24886.94448,15621.33042,18917.653,27961.86992,29483.34817,57287.72116,21406.25523,23341.98357,11236.69706,29685.75588,38416.55331,19593.63706,16354.8096,20584.20693,54957.19034,40953.89396,29410.8008,24387.78155,30312.28231,21744.34995,22485.9186,43056.95902,34222.59962,14363.25903,36413.06416,30765.97264,23229.71784,18567.53416,40668.05893,43555.76613,20193.79645,26942.85184,11528.56311,18247.90208,25669.20581,65638.97396,24066.60723,29016.75736,20678.85841,53266.66805,26823.20225,27480.28754,19566.21864,24080.3808,28322.16787,23352.23471,33400.7787,34255.87187,21737.61333,21440.78316,52721.41247,34414.81236,42272.81477,36594.97344,39122.52479,32430.20531,26609.52769,21215.38507,11857.12506,23123.75638,32429.34643,17404.32127,22947.99562,20269.07346,40779.75481,31317.6531,26481.21023,43064.89116,28018.82739,36780.27284,20889.67522,32480.56525,37281.14936,32511.52327,43576.98168,32922.98527,37057.6829,46135.48974,17053.52559,26561.16711,42677.5416,52976.031,19843.9063,20639.94662,16686.71309,30957.22854,19317.80962,41899.32078,26033.37806,18708.07828,36850.86054,19857.87181,36337.33055,31279.55013,18853.57324,21327.89148,30156.38119,29716.87085,37108.46858,15238.7713,30037.54973,24835.45011,14870.69901,20088.64923,38691.9324,23075.85766,48571.44903,52542.8159,56803.29402,37252.12578,24238.5966,20473.99096,25244.69646,27110.64642,27390.74422,21536.08185,28073.29711,22054.57561,48253.96856,20927.96087,25560.74062,25737.73087,23822.78918,21340.92066,26846.31065,30901.3192,16409.19543,21888.66972,26860.51878,30247.13737,12651.12091,18626.40214,13611.8277,16138.61411,15558.77708,18711.79604,25990.10376,28891.50514,28623.98386,23645.68715,31651.16536,22484.99938,22964.12834,19077.78751,19348.3671,21167.54786,59801.26783,33051.59748,25583.07243,38650.56194,30872.11955,23562.56021,26316.6224,14269.94909,41939.63368,13465.09348,19852.18068,23237.08303,13935.67824,23252.23745,17430.45256,10515.66129,17107.60991,40408.63737,30817.02573,51723.96536,22769.12543,18770.70299,34350.13633,26076.23692,25466.21366,15373.04957,35341.85048,42954.2434,29538.52556,34463.755,36969.25768,25680.12174,19113.15609,36503.68356,33211.56086,19577.81492,30307.54527,21692.20048,24990.21063,21499.6823,11914.01633,28856.43906,23452.12014,9230.566212,26084.37376,24435.81691,15248.06472,29924.22887,35812.93125,31849.4514,35168.24797,28430.96045,29503.45841,21979.50825,29473.93971,12469.60795,23623.96594,31610.98662,28081.48708,44619.11891,30985.61208,33771.08755,19633.21198,33240.98611,25531.32885,31766.76789,35622.95679,33859.36767,11917.47517,17838.57717,23312.7003,29403.63881,19023.03628,35744.23905,18458.57743,14531.52739,21295.27719,22937.7879,22932.99513,28272.19396,28974.47322,28419.78092,25898.55419,39603.72493,23614.23824,22345.88576,24910.81326,27767.80597,40663.33094,32562.35173,21716.88148,29382.89778,14645.84848,13410.35247,33499.59853,17909.75526,20357.27497,20701.88683,23280.90636,24513.15991,29970.63287,27843.17062,22696.0491,34494.8415,31991.78243,22397.44972,17185.11292,36691.50528,29349.06359,18908.38231,17602.95478,31827.98568,49781.93354,18247.03582,31317.5376,19452.10135,16383.86768,30617.69666,22928.51798,32335.99,46032.25138,32044.57067,48155.76982,41075.30422,16668.32067,13942.85924,18551.79907,50195.16528,21554.17639,21859.80359,28733.01995,29793.36765,19845.7011,17083.93597,43009.16371,18915.44194,32181.48794,46409.42238,21388.93921,31099.29686,21346.64008,15804.90967,22219.5345,22478.86256,44009.85933,18149.72649,26915.96364,30201.029,37398.57985,18016.00091,23242.72571,31960.04349,20368.88822,48763.26818,32668.71513,30651.72934,21799.53679,26835.7831,34859.75629,43684.9765,14460.37134,23916.61998,17687.11047,37209.41725,18172.33148,35987.56748,17897.86597,19240.86252,17726.21927,44115.76471,33067.31105,20616.98408,21240.05402,22636.45029,46427.78453,45707.31035,58092.01205,20759.17516,23922.71292,33269.61187,9284.883584,24634.2888,21242.3818,37014.65147,28521.30803,36633.44746,20240.35015,40931.77531,44112.12049,53598.8523,20859.91845,37822.982,20300.36068,28674.17323,26040.17584,15130.85548,30193.95344,49094.70592,19621.33545,43504.7646,26477.8331,17354.21573,39070.73397,29996.26292,50027.72062,40560.03389,48567.28631,18187.47076,19044.61767,14420.65912,29356.60885,24760.57555,41482.82972,37178.53444,52407.82256,27086.42019,18097.9803,23238.93985,30593.92511,31078.66794,19449.09194,12204.57881,25876.32485,15402.40179,14442.06436,14278.12515,23268.4786,18474.78296,16695.60613,17907.79466,18439.83924,26562.44887,32150.08643,31586.80713,26307.80775,20665.36028,13939.37238,39980.20865,34843.03143,33001.72393,44020.15825,39591.5054,27759.16614,32357.26511,28871.86776,27795.5712,17377.06076,17093.0713,25620.63172,25249.73726,48609.43114,74065.86253,34012.31267,26474.88261,37353.9968,16709.95777,29951.94929,30670.09393,35600.84563,36831.99177,31628.814,14759.91238,45037.25476,26293.11845,46905.76854,40845.31369,35995.28862,28909.71854,14056.73223,37589.11931,22702.50497,36273.24516,41945.73431,38793.24881,26674.86822,34200.92446,19469.50635
1220.66723,PIP2492,1,,25277.82621,41923.59555,19468.35377,26859.5343,27888.6943,37431.11318,37220.13534,35267.61707,28505.7013,18515.52961,29527.60258,18718.47988,50086.69808,69933.57265,49657.95846,45820.75387,43409.82811,32430.05361,23172.38086,26905.70811,21880.93247,31109.24422,43729.28137,32654.37699,24415.4623,32378.28673,32733.93669,26007.23615,34776.27349,29765.46155,57756.32429,37038.63401,61851.03129,33030.36451,24175.14758,46252.25227,24608.96571,19069.1069,32724.15722,47600.68038,31560.83955,43142.80955,33592.51177,26432.66343,28272.87829,14930.1306,32531.81935,33034.77886,46524.10244,35681.45193,23730.30583,30968.66288,34636.593,13364.33349,26528.33826,71058.55512,18749.42308,45625.60098,37546.7424,29970.61102,17337.27361,25539.13238,41129.97681,39108.89776,32864.79617,18557.47905,40581.2521,37180.20689,27894.94164,26940.49612,55040.53226,25361.66122,29934.50929,32386.54992,31300.47426,44161.52049,17285.05451,31099.34804,24843.26682,35240.0499,27006.51509,33644.63309,35134.59082,22319.62962,26912.87898,25327.40672,33539.74513,28287.51926,26166.93137,38503.44999,19453.25203,21072.02655,23300.27033,26707.85311,24900.20673,43432.53891,29202.3872,28003.85906,36573.6686,32964.18021,36792.53509,54109.80656,39072.64199,22509.95632,24382.63743,20615.35837,17812.08715,48755.30014,26449.56364,22938.33152,56940.78872,30220.56088,30478.87494,17824.24293,37725.04287,62349.61444,40134.24483,30140.62441,35112.64042,22206.40815,35328.59213,25343.42338,31865.89409,26202.31538,54145.10965,28147.04557,32058.6776,15669.97585,12709.92651,26363.11477,38372.32155,22681.52709,17635.91195,29624.85966,28811.9454,31848.06941,18313.61601,19807.60948,31826.16616,41016.9475,39088.52138,29229.51373,33909.34581,46682.48949,21788.79724,17711.27187,29244.14212,37893.89549,35842.91123,40174.41271,43827.03873,35259.09466,38321.86243,19038.84608,16795.85845,24266.36845,14436.43324,29295.2005,50991.31854,37349.44816,38092.55061,21811.29237,13669.4392,35843.35442,40751.32359,31847.70142,21967.26816,27292.41438,54722.18396,27275.99452,24564.67979,28939.37639,30109.81912,33123.41529,34379.41396,50076.18507,17730.48228,14224.8061,39303.32678,25358.07457,37560.04181,21523.67481,46967.18874,28541.12854,41534.41687,28362.28354,12262.25262,21499.52809,52249.14478,53086.13241,48342.44728,25536.07837,39906.39611,43375.97671,24837.78753,27019.00527,25738.62908,23384.70633,28367.47747,21843.22843,22493.08331,29881.49977,29956.80719,27034.0162,40492.45192,40599.97571,32889.40739,24957.79927,25941.96547,27676.25654,27210.74214,17633.9913,19734.90899,23295.31031,43360.02801,20034.84173,25393.46451,39129.12353,30032.79419,27461.18565,37631.6189,54287.57987,24797.21609,24990.3567,24004.47275,42221.89552,37264.72174,38921.89492,42943.04746,42688.47253,52221.96711,53158.44951,29670.6189,20843.6967,30603.7588,60222.9042,29912.12653,28151.59718,18345.91901,51346.98505,30056.28613,33964.78994,20343.93724,19562.87576,38477.09796,23414.74559,29530.52545,28966.1396,24251.66837,37624.14641,26737.74457,25890.53514,40925.94423,19894.63267,33028.87339,33906.20915,14712.80546,24176.52858,37284.83975,24236.64066,38736.77743,39877.09274,55628.42144,31279.95345,29966.55419,21752.89927,40772.68789,37782.31866,24939.83499,22497.96146,36802.38546,37743.66596,38341.44301,25342.28318,24094.15123,25749.1732,25240.58581,24799.91862,45638.2368,37854.64349,21599.02821,19694.8105,14394.45981,23001.97697,15700.0425,22734.77754,18291.19785,19018.7253,15606.4917,19361.92795,38789.59985,40740.13131,32355.05979,20955.30427,20810.23943,37094.39518,45670.12507,18506.95963,34982.50801,32034.72812,43158.37572,50680.31677,29473.27086,25837.04599,33954.58151,25061.60436,35820.66871,34657.30506,23248.47745,10190.85123,24018.82492,21462.07705,14095.73684,17218.91284,14424.20673,19957.54938,18172.49247,32716.92891,38147.14622,26691.61437,31173.78423,17430.6217,30429.51749,54709.81658,34028.31987,31896.81192,41906.29618,45201.72382,31470.22294,34446.80901,30043.47021,38062.23457,40237.67518,55659.5046,36080.76801,20544.7417,36388.31845,21735.67575,29239.5246,19245.29111,13253.34375,32612.35264,35177.77062,15115.69123,23894.56651,24100.70036,18945.18424,19724.63804,28458.4556,33353.67205,31302.59366,25477.76022,43437.20833,30335.29291,22245.11492,16950.01194,27890.69155,29110.99313,37493.88678,28855.11553,44465.76067,31193.72793,36109.02608,41708.78363,31313.41869,29802.19026,34131.28932,17804.29393,20693.24738,14689.59284,37653.9094,20781.58287,17679.87757,34529.56416,24023.86506,21464.04559,34477.3431,20495.1344,19464.83255,35442.72366,34627.22044,25923.11793,35303.82831,17997.46175,27694.05588,34767.43799,23294.60221,41822.61536,44151.36638,38918.56927,22512.33628,30333.9143,24470.84489,15022.83988,24069.41951,25706.4654,17614.72936,27813.66985,19539.35792,30057.85743,44145.09116,41262.01841,27827.1536,42622.03282,45629.62427,35774.78787,32837.03733,37176.67801,32369.26426,21714.9267,26359.01205,21281.28961,56531.33005,30485.4471,16516.05101,9885.473193,21097.23079,28451.23915,46358.01214,15814.83935,21561.5078,31921.31977,39488.71074,34111.74868,21730.51478,34698.418,29162.72396,36203.51314,48378.69403,23068.48768,18019.77365,60874.0202,24461.34186,27704.73567,33589.65027,43967.19681,42225.52062,44124.24519,34585.39847,16409.61131,24401.14259,29273.73098,16895.19515,16059.71577,28264.6201,16462.22896,31298.50709,34973.45748,48754.71215,20514.16498,31952.0071,21089.03265,41707.42484,31352.56014,40373.54695,35992.7018,27541.91256,23674.1477,22178.07345,46150.54954,18845.31699,24545.22699,33402.4126,40150.8854,25113.53944,19333.89907,19760.5492,29276.09125,51637.56692,26359.83654,16501.28889,16537.54783,22076.50074,28538.00157,28638.12071,38999.2746,40085.39319,23778.34716,21543.85712,30050.77881,15493.37158,27105.12864,22939.01928,21382.28059,40454.45293,40104.59961,18689.98917,21570.12257,38942.90574,45583.45108,19552.09969,27076.38104,17421.73602,29307.61336,23837.21714,19994.05331,26230.74141,39001.84171,40484.83965,28859.07936,18940.30911,25700.46018,34081.57045,34692.6992,34782.27575,37181.04049,25890.00222,15632.55227,25881.09614,34377.09845,17391.0389,29328.00044,26988.25655,48497.89823,40398.71666,56217.16926,30480.41584,27464.68133,38606.13915,16222.78886,33432.07473,19919.01027,24981.3935,19397.03858,16269.30564,18590.05405,23382.10965,25571.47511,19078.43732,25021.66014,19597.9261,29355.33369,32472.88902,50238.06472,24887.23192,21178.45447,12408.27375,19184.43879,34373.27022,24101.57368,27828.77736,24676.80581,26578.59464,37277.27957,24338.48724,15674.7521,18907.48648,33504.68884,31566.82562,41042.25638,49935.24396,48036.34559,61663.80356,25950.54035,26086.71055,17937.31848,42452.58158,21928.7344,47949.45065,21015.91143,78468.84036,16967.30116,51604.70987,26480.6238,46099.05691,36634.47097,41950.66845,22175.40112,26356.83507,48161.50788,24899.12239,45504.7696,46254.02602,34468.74482,30998.27844,30680.06047,14902.09608
