"Measurements.Samples","Spot.212173","Spot.212174","Spot.212175","Spot.212176","Spot.212177","Spot.212178","Spot.212179","Spot.212180","Spot.212181","Spot.212182","Spot.212183","Spot.212184","Spot.212200","Spot.212201","Spot.212202","Spot.212203","Spot.212204","Spot.212205","Spot.212206","Spot.212207","Spot.212208","Spot.212209","Spot.212210","Spot.212211","Spot.212214","Spot.212215","Spot.212216","Spot.212217","Spot.212218","Spot.212233","Spot.212234","Spot.212235","Spot.212236","Spot.212237","Spot.212252","Spot.212253","Spot.212254","Spot.212255","Spot.212268","Spot.212269","Spot.212270","Spot.212271","Spot.212272","Spot.212291","Spot.212292","Spot.212293","Spot.212294","Spot.212308","Spot.212309","Spot.212310","Spot.212334","Spot.212335","Spot.212336","Spot.212337","Spot.212349","Spot.212350","Spot.212351","Spot.212378","Spot.212379","Spot.212380","Spot.212381","Spot.212395","Spot.212396","Spot.212427","Spot.212428","Spot.212429","Spot.212442","Spot.212443","Spot.212444","Spot.212478","Spot.212479","Spot.212480","Spot.212494","Spot.212495","Spot.212496","Spot.212532","Spot.212533","Spot.212534","Spot.212549","Spot.212550","Spot.212589","Spot.212590","Spot.212591","Spot.212607","Spot.212608","Spot.212609","Spot.212650","Spot.212651","Spot.212652","Spot.212668","Spot.212669","Spot.212670","Spot.212671","Spot.212715","Spot.212732","Spot.212733","Spot.212734","Spot.212735","Spot.212781","Spot.212782","Spot.212783","Spot.212798","Spot.212799","Spot.212800","Spot.212801","Spot.212850","Spot.212851","Spot.212852","Spot.212867","Spot.212868","Spot.212869","Spot.212870","Spot.212871","Spot.212922","Spot.212923","Spot.212940","Spot.212941","Spot.212942","Spot.212943","Spot.212997","Spot.212998","Spot.213016","Spot.213017","Spot.213018","Spot.213075","Spot.213076","Spot.213077","Spot.213094","Spot.213095","Spot.213096","Spot.213156","Spot.213157","Spot.213158","Spot.213175","Spot.213176","Spot.213177","Spot.213178","Spot.213179","Spot.213241","Spot.213242","Spot.213243","Spot.213261","Spot.213262","Spot.213263","Spot.213264","Spot.213265","Spot.213266","Spot.213331","Spot.213332","Spot.213352","Spot.213353","Spot.213354","Spot.213355","Spot.213356","Spot.213357","Spot.213358","Spot.213359","Spot.213427","Spot.213428","Spot.213448","Spot.213449","Spot.213450","Spot.213451","Spot.213452","Spot.213453","Spot.213487","Spot.213525","Spot.213526","Spot.213527","Spot.213548","Spot.213549","Spot.213626","Spot.213627","Spot.213728","Spot.213729","Spot.213831","Spot.213832","Spot.213876","Spot.213981"
"Unknown2_2",0,0,0,0,0,0,10548.62017,6011.671002,0,0,0,0,6993.461027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500.044332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6059.493107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6130.983327,0,0,0,0,6841.720337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5045.419288,0,0,0,0,0,0,0,0,0,0,0,0,0,6664.753046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6826.445204,0,0,0,0,0,0,0,0,0,0,0,6107.667023,0,7029.441477,0,0,4289.759712,0,0,0,0,0,12279.54867,0,0,0,0,0,0,0,0
"CerP361_0",77151.30138,77142.75123,87873.92501,68395.51972,87165.9958,101788.0198,91435.28986,61714.58792,59064.33623,66590.47013,89662.5899,70902.2408,74324.99701,69912.5978,72390.43028,64843.97237,52946.95235,39733.82822,64651.30314,74069.00472,65991.10568,87351.79313,79543.64086,71535.79023,97840.79002,85332.34564,58600.16958,65696.80757,64179.84614,83665.80411,88095.71964,63004.07135,68326.24724,61086.53982,58665.2196,87189.73957,89102.17226,59438.69056,53119.01575,53851.29147,56616.54309,63926.60321,88917.85111,71066.32193,83286.4956,126906.9115,79025.34699,72264.238,73301.2991,66659.56226,80763.09024,66620.36497,106985.0053,107379.1492,59344.42161,82031.7789,85604.57161,59728.68922,79102.44735,48779.70795,67813.6293,60661.73656,62579.63732,86960.69703,58592.4056,97195.17327,86994.39684,53829.02048,46716.04079,54933.13587,109060.2442,49404.51383,80975.51733,40686.3027,59525.60191,76862.25664,71949.22511,93586.00109,51450.51474,56360.41523,120086.988,72221.88236,87527.59397,80038.13288,57555.51028,57216.00641,83603.94142,64783.34283,99555.45117,80413.7753,75053.4741,72964.55455,75790.17228,56751.14938,65698.96944,72780.20218,81121.89513,48194.08832,86536.5223,133680.3774,65049.73525,97387.33543,68896.11196,76885.50049,61426.80586,66783.11698,56671.84442,75043.69949,70710.54016,74933.55971,62486.55599,94191.21199,73402.47615,67387.82871,76483.01461,58040.48651,59885.25194,63013.90588,80815.28884,77207.96693,75967.56917,59586.93023,83499.88565,68315.11952,82616.11694,92159.87175,59003.7638,56351.06249,58996.01441,69949.31096,110947.1448,128710.2349,116878.5216,54195.47163,55448.42512,50563.29072,64579.49264,59503.02524,115731.4347,126851.657,163036.944,53926.47688,86551.67632,57287.81132,63086.97543,55613.88376,47695.70301,71688.10737,90770.64356,44963.33397,56623.44168,51302.53336,77876.60186,69478.1024,39246.37956,44136.08108,65582.99632,69551.06877,58698.69384,36260.82615,63686.63213,40297.78125,64289.40228,47890.21304,51528.56482,86037.72366,59715.64624,90334.20129,109339.821,76629.78875,105403.0417,79232.57503,66404.05512,54681.07171,86583.12217,61970.62267,89611.51879,82216.69181,58095.92181
"CerP361_1",25071.88848,32769.72861,27526.16005,39283.84121,28380.52969,43226.97074,49847.14058,31994.61559,24750.41895,26212.69805,43892.02425,26139.73792,32630.60857,32315.66682,19450.21115,42484.47421,33050.49252,15109.61293,35955.60294,41701.53601,25255.23974,23617.25421,44489.12938,26682.80203,36030.05245,20187.75474,26976.88744,15844.40403,34494.7499,30178.03585,45905.43547,21288.47296,29661.01454,23182.99032,21466.30426,37479.93663,42266.16412,24639.15732,28740.00666,23540.36465,18531.19249,19165.69379,31505.19391,26007.28257,48900.60105,35897.91394,28127.00554,43368.48926,34676.86403,31534.43392,43855.30917,28496.03135,35279.39724,44021.67876,26047.03738,26760.50604,49917.46133,21072.48464,31835.98128,28718.5547,36317.24708,19594.01616,20151.60529,40079.94285,26127.9214,40538.428,23405.63426,22276.31126,24982.78577,29843.78774,48882.69184,22497.51887,22377.93992,14925.19982,27393.14097,25104.07344,32169.82172,52876.26846,14279.97041,25164.06846,46551.19512,38333.2401,66710.95184,29510.1952,21256.13421,42695.32183,42342.57296,25277.87567,39353.90771,51229.53198,25965.48866,19784.39974,25651.40709,21076.83294,29988.1999,30353.66008,33459.51768,22101.70257,60490.96928,28636.23841,24764.47217,33583.45884,27064.88544,24352.83973,23487.17055,38741.31368,38482.27077,22969.66461,40309.50203,28299.87215,23928.467,30779.3446,25023.0371,26518.82901,34421.77648,27028.8125,33076.86437,25781.61186,42076.55085,30249.89971,30189.16197,27480.66965,28041.40117,29458.63201,38601.52721,33758.95861,26991.78215,18105.23864,25863.01399,34725.04305,45361.87728,39620.88005,36588.00489,28335.69885,44136.62607,24373.88899,17180.77139,22943.66758,43562.13855,38418.69873,60370.26402,26622.16984,29676.46826,27402.52856,20234.81862,33754.35035,17316.04841,24313.23733,35885.31696,27120.91822,15456.8994,14009.41933,18068.3746,32113.23027,24160.11269,18779.95171,32180.70837,36422.78537,33851.66672,22485.60978,22442.59447,18193.16979,13587.99378,23923.28822,20515.40933,41965.94494,27917.99475,35717.16309,37653.20307,52906.27933,66451.73207,31331.63347,28213.38861,25952.19749,38662.12563,26089.68479,38601.83819,34989.68941,34843.36148
"CerP361_2",8086.441318,0,15261.75857,0,8728.422159,0,0,9548.05292,11726.43563,0,0,0,0,8445.17263,0,9478.789707,10035.40861,5434.408487,0,0,12141.62407,8450.807499,0,9191.507328,11147.3632,0,8699.941632,0,0,0,0,8654.696191,9916.434029,9770.809141,6769.708647,10733.09359,10307.37236,0,0,0,0,7451.443907,10877.65108,0,0,0,0,0,11890.69142,7101.090921,0,14429.23012,0,12327.12392,7613.471114,0,0,0,0,0,8355.168216,0,0,10803.24787,0,6572.407209,10357.84622,0,7591.660516,9568.395514,0,6943.095849,0,0,0,7408.298477,9670.829305,21664.68807,7828.341975,0,9028.390157,0,7990.606232,7316.037352,7695.42237,8063.203453,17222.01504,11250.82176,20528.48158,9685.325346,22447.268,7424.51977,10419.97272,5623.604038,0,13787.37196,0,6503.455942,18279.77492,17185.10943,8588.462217,12172.65483,0,8409.562025,0,0,8599.552095,0,10555.00905,0,0,0,9768.568027,0,7432.219788,0,0,7730.51404,9929.97397,8986.742844,15596.9468,0,11705.18868,7725.002132,8406.75162,13410.92178,5242.61916,0,0,7958.832549,0,12072.14027,0,0,10291.57508,0,0,11673.37867,0,0,22323.18855,0,10807.59636,7115.857435,0,0,8243.650259,7922.013624,6491.935314,9205.717634,0,0,0,14101.1691,0,6662.181521,6857.976733,8568.737198,9537.925187,7662.722003,0,0,7612.082736,0,8783.884069,6231.483385,5434.864005,15542.02262,12387.14093,11211.25642,0,8127.453601,8751.793078,5788.29365,0,6521.307224,0,11492.66723,0
"GlcCer321_0",79293.8596,77059.03094,84001.29746,50407.67729,61240.83618,85193.79171,92414.80681,48819.21729,54191.52733,49274.56553,64992.82331,63521.81249,65266.26054,78673.24645,52733.70517,56246.72782,59591.80341,54092.48842,60171.49199,83175.31153,47687.42342,62448.67162,75801.83537,66472.35269,77180.60787,58720.90589,51369.08726,52888.32835,43166.43629,82119.59066,88921.31471,74504.6841,76402.23233,45751.84168,51814.82883,64780.5445,110791.028,48223.40142,43104.25458,48242.09019,71267.82334,64732.74136,106234.3705,64410.70498,76326.90655,95782.31506,65653.83502,66304.79587,71706.40466,50515.559,63391.3478,63457.25634,100308.5114,113288.692,65260.8919,70957.63828,64341.77293,51601.0848,71120.90478,44054.31475,56032.32131,63901.42576,48261.38647,73566.22845,48915.36036,71260.83171,57526.2992,50793.63685,58588.69667,76067.63656,86927.34665,43371.31619,66593.46051,38269.33179,50676.45433,53062.96359,69168.19087,83959.98994,60376.0291,68221.84319,105407.4389,70237.86206,76044.4887,56796.34136,44799.37523,57776.6319,97107.93634,69227.11002,115307.3695,84796.106,82104.14765,63926.09005,76848.44997,46507.31405,70147.90497,83723.96431,85466.18252,48182.03382,113084.4164,102637.9218,67637.92293,86056.05018,50689.04307,79085.95028,55504.17835,61259.25586,60895.15218,56922.47946,77639.23913,65994.65814,54078.16261,89465.8481,102333.8571,70068.00224,69559.34676,63545.4234,80477.11923,68939.07993,67655.98265,88254.8596,70223.5042,49889.91144,84639.57734,90901.969,84771.14486,85219.84412,62479.49027,58096.65854,72008.18314,59565.86897,88379.64085,105584.4091,112727.5696,60457.37201,75502.07264,60193.0742,63965.71264,49453.18448,108879.9249,111276.6547,161825.1824,59393.89533,68153.17111,75346.90861,57489.34353,51605.24899,50908.14062,72195.64593,78667.55145,28201.74083,60869.02542,59332.30743,69031.12502,118316.7437,53535.15557,54904.41328,60002.58993,78759.73509,70553.45737,38387.84764,60843.70032,41799.00508,52715.27732,43567.93625,48637.5357,73161.34512,59868.35162,92204.45978,94073.14555,71709.97982,118411.2716,58702.68125,74704.19002,65663.05991,75817.37044,64741.31302,87293.53954,74041.34634,66319.14386
"GlcCer321_1",36346.89018,29084.74998,29730.11587,25755.70023,24319.56203,35916.90492,34359.08004,20789.75363,25480.02875,29806.28284,38860.78837,22765.93949,27964.66262,40558.19371,17034.09636,28264.19661,25317.56678,19312.5021,25584.56824,31931.52071,23196.97606,25688.43774,39013.50509,28555.36762,54935.60605,36493.00127,31148.99514,22045.37381,29246.14222,35200.23012,39614.34569,25377.77,24035.32824,26446.75429,21122.82937,32240.43381,33767.0626,18075.65916,25818.4713,24297.37843,33983.50328,23578.07083,43102.89822,22898.76859,30115.26243,52119.2571,27857.73425,44452.66689,27820.51638,23841.25381,31225.82304,29855.70595,30256.85337,40640.72565,29024.37725,31166.47304,26009.36087,36479.95183,25088.05659,21818.25645,30134.26384,19225.98972,24906.57553,35791.21047,18532.74036,33033.23331,24482.83403,18550.96172,25383.95919,25818.95181,21942.24657,23298.99167,32155.73183,20701.90235,23349.94494,26642.79065,33578.74583,35458.1012,30006.23919,32430.88859,36491.67795,33319.64097,37938.92684,21704.65485,30162.45085,38273.02031,50376.84275,29951.28743,38283.41046,38786.31999,48615.03767,21177.83128,26295.66203,15815.76741,17847.00716,39061.77235,29091.91497,24606.30539,34415.17434,58761.08213,32381.88464,42290.94932,18306.67327,31443.39543,22409.69606,23366.51318,34977.32948,26306.17959,37825.35553,32894.47031,35099.86602,42764.32648,28829.4735,22216.34969,50266.41693,28664.56819,39907.05583,32037.6174,28993.67582,41657.68125,23541.3019,24815.74993,44182.71774,34408.80734,32277.62932,34582.93228,25488.60216,18264.24178,41613.28797,27904.51781,33232.42909,30982.78183,47318.16173,22778.34482,23322.63345,37817.1611,35024.34759,26666.66038,36903.90555,50981.20951,49088.54133,30231.373,18721.20723,25566.53085,27856.10821,17826.7519,30222.54972,34201.12814,27539.50641,24009.30085,28172.68182,24526.64316,37420.79971,29850.31376,21629.24455,14295.47853,30989.20634,30459.70803,33574.20887,25080.10719,22658.45027,21429.14979,18298.35497,25303.97571,33330.47024,34473.49584,27229.44055,41547.38621,44769.23454,32727.81262,51488.50475,32714.88238,35403.4058,26732.20657,29926.58004,26891.70782,25467.62466,33335.5417,44496.82117
"GlcCer321_2",0,0,0,10783.12373,0,0,0,0,0,0,0,0,0,0,0,0,12089.9346,0,7764.179231,0,8294.423059,0,0,0,11163.57195,0,11005.3957,0,0,0,14393.03364,0,13273.11399,0,12065.82551,0,0,0,0,0,0,0,11243.74259,0,10705.12909,16898.33651,0,0,0,11788.78792,0,0,12518.07292,0,0,0,0,0,0,11804.3689,0,9847.200927,6699.921515,0,0,9961.861627,0,12721.38548,0,9430.820881,16221.86331,0,10340.81337,0,6539.605841,9389.782018,10642.1076,12628.43774,10543.22007,0,0,0,17132.29757,10856.59908,9795.546745,0,0,0,13106.12511,13551.64988,0,0,8935.136737,8966.730891,0,0,0,0,16050.24542,0,0,10297.81459,12201.57574,0,0,0,8556.563533,0,10762.21616,0,0,0,0,0,0,7688.982219,13287.70509,0,9263.001125,0,7628.835646,9933.779687,0,0,0,0,7750.890413,0,0,8282.159945,0,0,19617.01371,0,0,0,0,0,16297.51766,0,0,7901.133248,0,0,10519.80458,7389.933422,0,8079.486886,0,0,0,0,0,0,0,0,0,0,9679.274837,8567.914318,10267.08292,0,8179.79976,0,8999.209836,0,0,23596.75459,17522.3987,0,0,0,0,0,0,0,0,10118.12892,13949.12427
"PA341_0",102191.1416,107963.4276,161742.2118,134765.9183,143416.3926,182268.1468,154768.8607,97583.78454,143671.6282,120507.5104,139903.7239,126646.7168,142385.1019,135730.4686,108265.1717,152668.1539,109868.8343,103928.3518,148923.3832,142193.0238,94128.7172,148704.5654,166686.8338,134140.6791,161847.0605,150631.1052,122037.5641,101397.5356,108809.1268,128571.7057,163261.0057,150050.2612,129450.2454,115955.6188,115384.478,157102.1508,142002.5474,95522.10252,98697.93385,104625.5604,132967.8172,120605.4499,153755.7385,121600.8468,163717.2126,209783.0905,134754.4293,144602.1932,184499.4741,107639.7295,139679.1806,141046.9403,128417.4227,169259.4843,122073.9318,196561.7088,149995.8153,108240.048,137249.9801,94151.54477,97682.12586,108358.4953,96527.25709,118114.221,99021.73333,133493.8157,149135.2214,132994.7502,117564.4251,123278.5512,212547.3307,107685.7403,149517.9992,94315.90597,99692.50782,144251.3447,137922.9427,149697.7034,121566.9278,114610.3129,183308.2883,143116.2099,175361.6982,145253.4608,143277.16,98804.54685,171699.3375,154224.6402,172375.0018,174715.5508,160084.49,121107.6845,126727.7809,104171.3765,123473.6263,131160.9949,128133.7268,103823.495,162862.1975,208510.5174,129319.2475,151701.4198,106183.847,144296.6212,98460.57253,145988.4714,129512.9859,108444.546,145321.0885,106254.0239,127463.1236,177652.564,149880.6992,118262.5194,142920.7958,95586.7245,145518.4701,151321.262,142553.9181,195452.0709,141336.7918,116363.9076,166657.1657,136564.3588,137757.039,193621.7895,108154.1937,118656.7214,145984.0855,160013.0572,162325.2484,169420.8155,214830.4988,116081.679,156800.4468,135095.0646,142657.2959,107786.2738,237556.01,205839.9637,204876.5822,104302.0726,146822.5878,116164.9557,137610.6931,99485.24273,119185.8552,144878.0195,123296.6343,108702.668,111325.4876,113429.4127,163020.6297,241438.415,84624.38778,100214.5986,109953.4231,143840.6515,116443.912,101109.0712,92259.08146,93868.47437,118007.9505,108284.1806,86345.59874,112413.8355,99743.47172,141856.061,164665.1974,129872.6232,232300.5678,132002.2221,156689.1553,132467.3705,141078.7936,131103.096,170757.5373,133277.7992,100621.7577
"PA341_1",85376.62108,88708.16943,65775.43901,66730.6414,93151.65167,98525.72329,109413.6411,82565.50083,78149.30804,82620.10038,67608.62637,54424.62884,68265.60794,83851.32172,66910.89062,86573.94487,93228.73721,57467.39886,72296.02712,88761.6745,69007.70296,75799.43052,74899.89088,77778.2419,80097.11737,96145.24764,81893.39359,72998.82607,45033.66594,67787.63188,114725.3372,93463.68454,84017.97974,81225.3675,61022.01819,81081.52676,82181.5201,56547.16944,66240.94893,71871.82931,75087.77743,61715.76419,112495.8713,80318.40176,106696.8113,118132.242,86872.04066,100962.142,117602.2401,89328.34059,119045.67,139870.5858,87117.21073,89820.97159,100500.6138,86811.87842,96633.34255,58853.41745,96618.74503,83024.74577,85284.80878,62232.48565,73790.80368,66772.47543,67583.65793,108997.529,83024.61207,74621.15516,58779.18633,89013.39814,121886.2719,75313.84209,96092.88914,78769.48029,57200.58669,90232.96645,87997.5395,106071.2741,66550.28048,66096.21556,108693.2884,92777.82179,154893.2813,86851.97069,86668.08845,77025.39474,97028.16292,108000.2062,89977.90122,105078.5103,86019.95013,99941.61385,71868.45362,79068.02314,59221.08625,102151.2626,86331.33113,88269.48063,119058.1265,124840.1922,59961.91671,84045.22462,77531.24858,105654.291,62490.52807,81092.55789,99232.76738,51873.55224,66035.62494,90715.43242,73017.53031,102215.7547,96287.45829,69485.01051,94254.67309,64335.02684,83886.03601,82106.33978,83898.41683,98626.17294,77534.7153,85873.24124,113563.469,107716.9434,78433.86957,99289.07793,58813.62788,58925.44407,112677.4202,78457.19784,91384.44981,101488.628,165773.6692,73053.22982,90091.20222,85891.45674,88523.34956,100374.7099,127436.624,121992.0984,141744.4383,63168.91619,94187.29955,77905.70411,80239.00246,72726.0763,73802.39553,87600.9762,77428.04709,57521.35695,71488.12775,72698.42473,105702.5093,137774.6319,71106.32716,75348.43598,68571.06153,72199.48304,86602.80939,55579.67871,95199.31158,73803.74529,76531.70086,71611.57387,75259.44424,92020.20762,64862.16204,122299.2892,81456.95853,90178.90036,98552.2985,96886.03796,121385.2716,59572.60418,89927.37582,70763.87409,105999.0912,102073.0273,77933.81829
"PA341_2",26758.51475,26595.8717,52468.20266,28477.02112,43441.11496,43096.24882,38597.38638,29578.11232,52767.52336,23977.95571,47870.68265,31944.40824,36806.91775,36202.024,35050.04093,28808.76883,46333.51919,21370.44738,28227.813,29201.93802,39769.46308,37040.68066,48615.4979,27387.83234,28823.29914,27846.59543,29399.72036,28546.26112,19614.5692,44478.17606,35393.13267,30003.99015,30113.54466,25786.99044,22133.19508,30116.17576,49015.38282,19658.44151,21396.90401,28451.98194,32251.46865,22718.85796,45112.53362,34380.88262,54844.10633,68403.35172,29374.77574,51015.76089,46038.14825,19354.90043,29966.56013,33328.47715,34780.21709,46176.1259,47898.56285,35937.18113,45250.67149,50990.05502,34663.71928,24832.13627,30355.46202,30096.75506,22578.84856,35115.255,43459.55549,41069.79616,46808.05701,43937.9984,32350.5811,40710.38257,73519.40622,37833.0755,34984.95865,27717.17258,27732.17918,48788.4655,38184.03513,49808.95517,46337.3837,34010.32037,59272.66625,19279.20081,37456.38997,28937.90347,30111.63765,45371.93716,41848.10649,43543.81203,31575.07246,50878.95881,68148.62614,31469.83614,25614.81465,27472.81144,35534.20509,35438.2797,36140.56956,30882.34123,69831.03343,43216.01473,23074.66523,26575.06628,42055.37703,31261.38889,36985.26332,25141.37008,31163.37474,24754.50392,27367.88513,30523.50997,32992.8276,42390.01195,46067.3127,22531.69805,37213.21603,28824.16111,41322.03529,37019.14141,30516.37127,55254.99775,28817.9441,18968.96813,37671.80581,57623.6623,34021.45747,34458.80531,18452.92344,27654.61458,31429.52804,36975.62035,30943.01728,40383.48038,56313.17485,19063.12673,44769.03037,51024.14426,43656.62359,31748.74523,69115.46753,65067.57503,79787.28795,25014.42477,33376.38912,28948.15401,26760.46951,30904.14579,23383.43198,38987.38805,33390.29327,28358.80906,26013.46588,42758.813,53755.37251,44111.26324,24971.31841,26333.0621,44493.42463,35892.38491,41114.40169,39307.31821,41288.91374,42093.90446,35702.54455,23422.20803,23663.96866,58439.98403,36226.77962,38201.43415,29796.54823,36113.57134,40939.92459,20317.25424,30664.5804,32507.71915,25490.61942,29969.53254,46207.22085,44961.6244,30610.13297
"PA341_3",14135.98573,22567.84726,29056.93882,17557.08953,25087.22693,32609.3806,32381.22156,23741.2135,19777.52356,17679.88457,22129.0084,20501.19736,17004.20753,20293.63711,17629.51552,27534.01218,16162.82617,15765.06309,29090.75071,22108.67812,10383.85649,20960.62322,35162.49678,21163.14671,24171.24987,33498.75489,31210.54962,18125.34616,23037.1353,15641.93392,33953.76412,19623.26315,18648.59532,10324.19801,13387.85268,35107.70847,12980.00337,13028.67758,21891.0852,13286.38616,25216.98004,15253.94789,20282.76971,19598.19903,21565.11614,28429.18661,22410.49879,22926.66613,17701.91564,20375.57046,20805.88363,22998.11089,34054.47541,20342.77178,32824.53363,50175.45478,24044.25339,17799.46123,17494.47982,10433.94488,33288.5078,16464.31229,15225.93006,30310.60773,25744.71951,25072.00653,37566.33779,23512.65503,24813.08261,24622.08121,23774.62625,13885.58122,31744.47159,14029.19728,11405.77293,19767.70966,20600.53436,27222.23919,27055.3726,24864.74566,27421.61008,23589.5169,38427.92517,25264.3711,18098.71622,12453.6838,49068.31088,13176.47473,16016.63938,31490.57051,23569.94402,29284.92275,22898.40056,25273.08777,16308.26391,48972.40334,17907.88289,9813.587367,41608.21406,39968.24768,19226.87655,17534.68901,20472.7987,21148.56162,21167.39943,22174.25061,30735.19989,17385.83344,16803.65167,17471.85866,16842.71214,29541.63642,21055.91891,21381.19841,13156.20191,17858.62475,31499.51982,18224.43006,23687.398,19372.74957,32552.62095,13688.86001,22482.64217,41834.33061,24773.33501,20007.09147,12839.56757,29111.44525,22348.02907,30161.31071,29077.35699,25167.62275,30616.31752,16849.68425,29879.2478,24031.41033,35395.42156,11022.95965,40934.78059,27085.97032,49815.7632,20052.03834,15333.66212,18223.64204,35892.53486,13565.61871,21460.91865,32917.50605,26761.26095,17711.99326,13371.90012,20224.6476,21300.16154,28779.28575,10133.77842,30324.20694,25895.26744,21717.05272,15901.53386,31813.82911,18067.71797,20047.94311,20006.46399,23751.33682,20372.71945,36610.04406,19589.52402,35931.76162,18096.95507,20969.60355,25586.65141,29423.32881,15171.96715,26286.13553,16611.9982,20457.61636,28351.23851,32169.57455,15519.08247
"PA364_0",18478.48774,36136.384,33223.40995,21261.86054,22244.9723,51914.7603,39435.66092,20210.48835,41882.63178,21201.16467,19314.78229,18426.30845,21306.79777,27296.31638,23575.62045,47277.94024,23701.81455,29770.0121,25931.81408,22262.86824,17605.05731,26774.21553,31843.2996,28455.4306,22560.18157,29563.75526,26034.6011,26658.02954,19746.34014,26631.74422,30546.03653,35157.65355,27044.18711,27938.81437,20047.00647,53525.18662,29265.52299,0,21715.03268,22822.97391,25076.4773,23762.07981,22492.14126,36881.47127,33889.18901,52611.98135,20072.73659,0,22683.70666,42005.28094,30600.21119,32496.0273,34354.06306,26038.12507,16574.58464,21270.75224,29194.20421,18850.23653,29322.00788,16481.89609,13140.66423,17919.9649,18782.69029,33676.4757,22798.85833,0,23960.69354,29966.68499,22384.14543,21380.69935,40342.58816,21790.59495,24263.76869,21405.8879,22661.41772,29705.73517,21640.15848,20050.97013,27948.96125,29682.62165,22107.1266,26614.16784,29850.09205,27595.00074,33152.17421,23312.29867,34874.27279,31203.2964,26888.76465,32262.27291,29304.17096,26187.21837,19571.05684,23227.7703,22360.48736,26023.51792,38985.70564,16504.58183,32209.86547,34405.34956,28487.26586,15463.13436,21692.54481,35511.19537,23939.66951,26521.81965,31561.37507,21894.37827,23062.01282,20853.1283,24075.65087,29027.26311,28337.24645,29068.75915,25136.08854,12121.57373,19677.30525,19147.34854,32041.31538,31245.55999,23772.43101,25222.81457,34632.14958,21898.32052,17705.45859,25002.4769,18407.47396,19964.75384,27308.57846,32160.62431,33567.39859,35800.58648,28322.68911,22297.07687,13729.82083,20424.34135,0,18116.27346,43840.10254,35012.39534,30492.38303,13664.42412,31502.53914,30849.06511,23768.34672,22165.64436,19748.25381,16598.17891,34226.49458,13789.1068,0,20608.14061,26679.5246,44919.72384,18199.59251,21356.97758,0,39252.61,20350.41056,20467.55398,26082.93518,20041.19743,18821.01925,22679.5012,17859.26734,25003.54501,15735.94072,35585.16581,16296.72292,24570.04209,38162.02942,26740.99267,29856.78227,17749.01946,18506.62999,35536.07244,32365.03579,35980.26288,0
"PA364_1",0,21946.89933,24926.44755,16445.05209,19853.20815,0,35275.3255,12970.63758,26479.98019,14477.87318,25525.04208,13843.6249,14761.29607,18182.5266,18284.69721,0,24856.50233,22916.08636,16399.5865,19501.81416,17401.98725,20927.20988,26421.44754,18838.32697,0,24599.37131,27245.57903,15178.9617,0,0,24763.76848,23199.28216,33213.00296,15955.44346,23945.82307,26551.11945,26619.73291,12385.34656,19582.80877,23754.79278,20114.68324,14519.59089,0,21065.15135,35295.23254,34375.4153,19807.02799,17709.59629,41023.76103,20625.45007,17307.87898,28510.72636,28979.84132,15088.04545,12530.27748,26249.31447,23212.64604,22107.54903,26213.79192,20885.49089,20318.01677,12873.45325,15748.84173,19967.26926,23194.20332,17997.28728,0,25480.73767,13629.19542,21038.45618,24392.89151,0,18277.80631,16888.41049,23571.25272,15221.65809,28260.51943,17573.32989,15375.67218,13540.40601,17377.66849,18989.94628,20137.97882,21687.84338,18864.79854,17816.82676,31365.54733,17860.52485,18829.72411,15347.35606,23257.54954,29730.1001,16178.29654,17091.20217,0,14505.29425,26471.45105,15500.09543,0,0,12648.744,21838.15602,24861.83618,22009.36456,11022.62505,19339.26742,22515.95453,0,20645.64151,20010.71043,19798.12812,22179.29046,31085.75794,23921.89316,27975.38677,12580.6442,23637.80922,0,0,0,16547.27059,12179.51442,35447.84119,21169.94569,18629.57641,17924.21582,13391.97622,13317.50778,33568.48713,15621.10891,30077.67756,29083.34318,0,0,24964.03297,24981.96931,22995.39789,14889.92043,26047.19883,29991.09625,35352.7557,16651.20039,0,0,0,19424.69025,13997.40325,19400.8625,14532.31655,11488.64745,15116.22061,19349.98726,23904.39196,28731.95549,12107.70873,16855.21198,20430.97054,13640.11471,17869.77463,14070.69093,15160.53381,16588.60946,15169.78651,15119.27217,14659.63145,13476.52375,0,20474.32205,23052.0639,18923.34025,24868.24414,20900.81679,24476.01413,12998.04782,12188.53663,17152.04736,34249.48954,15853.58238,14523.30775
