Measurements.Samples,Spot.160466,Spot.160500,Spot.160501,Spot.160502,Spot.160503,Spot.160504,Spot.160505,Spot.160506,Spot.160507,Spot.160508,Spot.160509,Spot.160510,Spot.160511,Spot.160512,Spot.160540,Spot.160541,Spot.160542,Spot.160543,Spot.160544,Spot.160545,Spot.160546,Spot.160547,Spot.160548,Spot.160549,Spot.160550,Spot.160551,Spot.160552,Spot.160553,Spot.160554,Spot.160555,Spot.160556,Spot.160557,Spot.160558,Spot.160559,Spot.160585,Spot.160586,Spot.160587,Spot.160588,Spot.160589,Spot.160590,Spot.160591,Spot.160603,Spot.160604,Spot.160605,Spot.160606,Spot.160607,Spot.160610,Spot.160611,Spot.160612,Spot.160613,Spot.160633,Spot.160634,Spot.160635,Spot.160636,Spot.160660,Spot.160661,Spot.160662,Spot.160663,Spot.160664,Spot.160665,Spot.160666,Spot.160685,Spot.160686,Spot.160687,Spot.160688,Spot.160718,Spot.160719,Spot.160720,Spot.160721,Spot.160722,Spot.160723,Spot.160724,Spot.160725,Spot.160742,Spot.160743,Spot.160779,Spot.160780,Spot.160781,Spot.160782,Spot.160783,Spot.160784,Spot.160802,Spot.160803,Spot.160804,Spot.160845,Spot.160846,Spot.160847,Spot.160848,Spot.160866,Spot.160867,Spot.160868,Spot.160913,Spot.160914,Spot.160915,Spot.160916,Spot.160934,Spot.160935,Spot.160936,Spot.160984,Spot.160985,Spot.160986,Spot.160987,Spot.161005,Spot.161006,Spot.161007,Spot.161058,Spot.161059,Spot.161060,Spot.161061,Spot.161079,Spot.161080,Spot.161135,Spot.161136,Spot.161156,Spot.161157,Spot.161214,Spot.161215,Spot.161237,Spot.161238,Spot.161297,Spot.161321,Spot.161322,Spot.161323,Spot.161408,Spot.161409,Spot.161498,Spot.161499,Spot.161589,Spot.161590,Spot.161681,Spot.161682,Spot.161683,Spot.161774,Spot.161775,Spot.161776,Spot.161869,Spot.161870,Spot.161871,Spot.161966,Spot.161967,Spot.161968,Spot.162000,Spot.162006,Spot.162066,Spot.162067,Spot.162068,Spot.162107,Spot.162166,Spot.162167,Spot.162168,Spot.162265,Spot.162266,Spot.162267,Spot.162268,Spot.162365,Spot.162366,Spot.162367,Spot.162406,Spot.162464,Spot.162468,Spot.162496,Spot.162509,Spot.162564,Spot.162565,Spot.162566,Spot.162567,Spot.162612,Spot.162667,Spot.162668,Spot.162669,Spot.163105,Spot.163130,Spot.163207,Spot.163211,Spot.163831
Globosided406_1,181421.1583,313645.9272,416413.9378,362906.7991,258858.2964,342320.6193,410111.5782,228537.0731,267931.5443,289329.5634,216171.8678,321232.2625,493734.7263,179827.9868,211885.232,165408.1708,208204.7633,894773.6447,493851.922,323293.6968,204514.3745,235160.797,229388.0984,0,241695.6871,154666.0301,440375.4196,358240.3534,344274.3699,193268.4785,623217.0808,376105.3195,180488.4408,278423.2663,284042.6632,245793.7238,413628.2883,187951.7829,180513.5718,309357.0765,0,84614.45031,252276.7057,241048.3926,388454.4101,392662.1771,463848.5439,705301.3573,412860.8651,267226.9554,329723.4817,265019.3019,820249.6346,234837.4165,328071.1922,290065.4362,371453.904,621163.3044,446990.9749,318587.3311,266171.0322,317945.2414,360806.5959,218110.3591,0,239010.191,360629.6252,504966.1122,420395.998,474635.6382,268941.4475,346239.0195,165649.7192,382606.4464,368001.9358,355387.4737,544263.803,164364.3628,293413.7304,321670.7988,326314.0994,287200.4631,517755.5025,362373.0242,171219.0375,312568.9939,489831.9566,236606.1425,175129.7142,281133.2722,409482.6789,170357.9209,218177.3667,340936.4224,310885.9438,351718.6625,472007.3345,189302.7675,252408.1608,412345.9803,255369.4532,178903.5353,0,246292.4422,369595.6688,259986.6215,377799.9308,534642.4632,0,294098.0565,491206.2395,255861.1113,220103.5217,447589.5216,387459.845,204572.3844,492084.7045,181727.8399,252743.1628,236246.3472,163122.1578,230130.7942,0,378272.1545,358373.9258,248766.2538,423147.6551,187177.8658,593242.2809,424863.8043,204146.1295,98637.05123,261846.7655,131745.5522,221743.7094,184312.7757,193216.9429,206617.2874,174186.324,287001.9642,202116.7846,102422.1523,279867.7632,19910.59289,186998.5164,433350.7412,107547.7876,203479.7933,158563.2854,140908.7293,196946.3935,350045.2547,246202.0564,8128.469878,296287.3913,343694.1629,0,124777.7166,163273.055,472531.2746,101633.6722,211671.3195,0,293305.4143,205577.4321,299961.8139,93555.56136,146932.2255,269206.0151,215005.9081,111709.2192,114026.0248,0,130673.8097,203247.2094
Globosided406_2,234961.18,223672.2813,258565.7774,399168.1335,186581.3572,295112.406,391534.0026,182985.7331,233630.3061,261888.1179,209952.8027,272558.6125,651488.8708,157192.1255,181160.9533,150397.5651,179547.2401,554545.0333,470112.9001,358367.9493,180375.1562,222452.2287,222425.5209,142042.6171,245303.9182,117928.615,480019.3523,233641.0548,360908.7801,176692.6857,474758.8893,341917.3169,122062.6377,221462.4963,191140.7793,153867.0917,293632.4178,223109.3405,111923.1727,282860.7066,114695.5664,65875.54744,150379.1762,197750.5819,279618.1361,408321.9545,378404.9098,630182.1653,416150.8055,140649.8927,270506.5175,218116.8264,547046.6424,205184.0765,278641.9904,226824.761,389777.8043,586842.0869,341005.0483,362102.1673,249801.5217,274617.125,365703.0604,240788.5483,149698.4772,220728.4035,387818.2372,462308.0547,297826.8349,314749.4921,152382.6379,279254.1142,151944.3009,306639.4647,269547.0199,378184.0725,404539.9481,146331.4548,250361.8788,254356.7338,297859.5681,252358.3495,540349.8773,236839.6989,147135.8442,332542.0283,490140.2058,147417.6726,137577.7655,267710.8149,360012.8851,152673.594,162411.5931,287454.4532,361546.7849,237038.8429,490168.4871,193198.3975,245715.3967,224580.9422,184539.8594,192917.1924,364591.2988,277329.4585,353526.305,223615.5693,280570.0212,603335.1214,141545.2097,223295.4612,383344.8236,206264.7128,125310.959,275447.5966,300929.5331,212761.5213,310423.7539,149088.8347,229387.0622,237408.08,126854.6305,177733.2426,165259.7112,285233.8543,401101.6134,210940.9411,274568.7517,128508.7383,484978.6614,432687.6506,213209.8296,77794.64181,233675.4152,132962.5676,192807.6144,182634.0216,147187.3329,181412.8274,150386.415,203331.883,182979.9622,131278.3513,227259.3636,14202.04483,117451.1211,297989.4611,102481.5225,157081.182,157963.2637,142500.0749,119843.7713,294592.6235,210005.8794,3963.64571,290706.3506,244985.6142,186372.4406,94409.60725,133299.3177,367175.0073,81753.02176,184268.4039,93144.1006,302483.9449,165602.5902,249802.4004,74956.42292,151280.8049,230403.7177,139918.1824,116741.6316,134613.7321,0,156560.1339,235515.38
Globosided406_3,112355.59,151484.4605,267781.0962,364063.7695,127164.0204,272330.9103,235145.3413,173581.1195,211742.714,199324.6802,182035.959,186120.6456,399970.5461,101776.7625,143827.8287,88824.29743,164394.9769,683784.0871,384377.5176,204139.9547,115731.9907,176240.42,161531.4836,94322.53975,196489.6582,101759.899,411074.1679,217711.7182,206035.0455,110665.512,399172.9414,316603.057,96064.01445,235061.2754,162830.0169,155530.0493,287582.1821,150058.7226,77230.76594,301043.7823,107960.729,55271.89345,0,161997.372,157195.5493,358048.625,318595.2766,609732.2623,348446.2192,112728.5035,279183.1455,198624.2901,345086.9879,144553.2045,308858.9862,188100.7689,295474.2165,292915.4495,281374.3374,243841.4928,207535.2934,263796.6778,288121.8639,154889.2603,110229.7283,172326.6773,216744.3535,373852.2067,336128.1541,377331.404,167400.2732,249069.159,161005.7881,197863.3204,246509.1472,0,262468.9821,125971.8198,253094.0796,239802.4176,139445.1672,186913.5045,449943.1451,236052.3986,147345.2585,187481.3923,316364.0755,105450.7601,87303.67021,148963.3729,257352.2734,145384.098,141326.69,289620.041,283509.5425,215562.2628,325496.9836,137099.1671,192349.098,183306.5904,160048.306,114799.2614,233168.2519,163661.5403,269012.3701,153532.6839,176923.631,367141.2243,98319.69862,174978.2014,335347.7196,150227.2881,106085.8366,175250.8416,201482.8613,177471.8965,256847.6157,138229.5182,165233.4572,190713.8275,79249.44624,150325.7968,121356.5895,245480.398,266576.1534,169812.2202,232247.8255,122543.0383,444026.4939,217235.2503,145244.9526,72995.84459,193366.8203,113101.4196,153245.2475,119038.3927,103015.1912,141397.7074,105963.7771,163495.6379,168898.0927,88546.90618,244251.7619,10479.93725,112130.1014,226185.1101,70624.90828,105396.414,123279.1875,124926.8789,112471.3697,219972.8414,123299.7668,0,204003.5144,194977.7435,116707.9247,58999.89797,107806.7208,178643.5775,0,129882.7342,88835.46965,180324.2153,128418.4346,245198.1068,60933.79269,115987.0323,153356.8536,106140.8804,60622.48073,95417.62831,0,117506.7822,155437.9774
Globosided406_4,109822.9257,110347.182,163542.1711,0,0,158054.8992,148471.2358,91975.83209,100482.3971,164768.2083,99699.82215,133587.3394,0,102518.7582,0,60118.53219,106413.8065,396094.952,248852.8566,157233.3466,70243.50809,105446.9441,124915.811,90070.09274,166570.4282,0,0,125971.6716,142511.2748,85815.56348,251998.2304,179833.5101,70593.17373,0,99572.52613,127197.5728,184481.2829,105349.1674,71427.67987,0,80430.41831,0,0,0,152065.5806,179533.2523,189599.5189,374283.5889,139033.7397,94052.92916,232925.3322,0,289616.6228,129878.1192,0,0,142732.2766,314334.5496,156371.9097,161783.6555,121363.6903,132643.7846,242849.5519,101226.4148,80838.83309,113107.3859,176714.9073,0,167517.2814,241943.1795,96937.94368,170838.8502,103405.7354,158858.4497,223953.5139,0,212967.8673,71467.04334,119663.5406,171801.7117,0,0,234879.6772,155156.6913,82180.61203,202442.0223,212519.4306,81742.85065,82063.34636,0,155561.4961,102409.6585,72958.49695,178156.5891,138066.6397,123355.5035,265498.1173,85480.14796,157445.3103,255067.6178,0,105776.8657,165001.3103,143868.6139,128677.5924,91848.22642,182814.5238,304481.0118,83114.77769,0,0,109155.2776,79525.43751,186676.7929,0,84375.28535,267785.6856,66665.55688,0,0,69336.37671,97971.5321,0,126938.81,0,0,139368.6137,73748.85004,220498.3038,0,86118.89733,0,99197.12581,44384.49849,0,96907.16764,78657.83327,0,73204.83483,117266.6758,101807.0613,52353.65638,131157.6966,0,66556.53194,177382.1794,0,84274.15893,0,0,73280.1304,101840.529,96399.52759,0,0,98383.51029,58572.72188,0,70295.91777,160626.5633,0,0,0,186766.4357,91707.14517,134518.6818,47124.60739,81384.94142,108240.9486,0,50003.22591,72628.6728,0,0,0
Globosided406_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48483.48852,0,30791.64094,88935.5838,74242.41202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68660.02666,0,0,0,0,0,80051.73067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38806.60864,73383.98139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88702.97899,0,0,133738.3628,0,0,0,0,0,0,74293.62064,0,0,0,54593.23364,0,38963.27768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35739.6308,0,38662.68005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86707.7697,0,0,0,0,0,0,0,0,0,0,0
Globosided406_6,0,84122.92723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161495.9286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79407.18521,0,0,0,0,0,0,63634.76221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL8218_0,142282.4444,123025.3188,233230.6053,237525.7526,127254.3439,242251.1347,275177.3567,147276.0814,157684.9228,201108.9955,104677.7233,228266.9746,418520.6611,94058.32232,176461.2762,101756.8052,126254.8641,629288.4314,302498.4753,240382.3891,104712.3505,126956.3267,179630.8492,112819.7696,142877.8268,71435.60447,279441.0814,112644.2765,223703.5469,120868.6399,337528.5831,195255.1567,75417.52725,185198.3398,129682.6551,126123.3001,247492.0374,109281.5184,80075.88693,268684.7451,125976.4512,0,131582.6149,236396.0661,269493.7131,175970.7434,338829.4048,663636.1116,292008.4121,106901.4407,232245.3812,132388.7613,337945.3078,158978.5618,248264.0018,171742.4616,250414.1278,364935.1679,259214.6421,240708.1163,149147.6594,255762.2549,266076.4603,168571.2188,89970.23993,215892.6622,277528.6078,303643.5175,263955.7309,276718.5755,106754.9375,237661.3493,173920.6365,318449.0731,392497.749,206923.2095,238253.1408,90703.54501,203023.0737,224610.3858,129159.5444,190783.482,270259.9278,163289.274,150793.2464,209456.2891,221184.0576,109209.4921,137200.1515,168179.8159,249115.7997,101891.9782,112350.5338,214426.9293,226856.7627,164413.5356,351172.1262,135454.5788,179360.322,244456.9415,149399.2549,115736.5819,211558.5477,218576.3091,223013.1311,96848.30292,203641.6969,363758.8416,73529.53258,209730.3072,188542.77,108781.7023,130671.0701,214134.5446,218348.0462,99644.05284,320145.3905,84093.39273,165608.815,197378.8129,87995.86962,183696.7517,154205.7495,263877.4638,320590.9917,170050.3723,158048.5695,114109.8439,315918.9722,336253.1864,109671.654,75124.88964,150866.4663,93235.50712,121970.4752,149659.6463,126365.4935,145415.028,100484.5414,166021.3682,87908.92799,67768.53896,139235.478,10460.12171,84024.77406,137779.6637,101385.3081,146071.3019,156563.7274,113835.0498,125510.4092,188437.3661,154084.5575,0,136004.3185,245537.2192,112570.2983,0,99002.156,221924.5561,53976.35192,0,90973.28252,215152.9726,138010.8146,208309.7088,0,120864.3853,152578.5417,71841.36871,0,73100.53931,0,0,208464.0794
CL8218_1,145504.439,171896.3593,191723.8919,181858.0169,165115.5461,205989.9856,273803.6117,116764.998,182888.6163,136262.1405,110498.2243,165382.2516,487985.5896,84452.02339,132856.9971,72380.67915,145977.655,600329.3694,285174.5308,194501.8876,101590.4906,111877.7988,143066.1514,144187.6623,208596.1979,70473.44267,0,146029.7995,149306.3965,88128.63475,223921.4521,163923.1301,63158.03117,191886.1868,169988.7729,131439.358,229430.5336,97797.43856,85795.85164,237695.5279,85461.67738,0,117183.2545,159400.6299,197468.7379,302334.2066,312566.1848,522771.5388,284787.056,102130.1346,246015.1852,144058.2952,494127.3111,96252.65236,276478.0661,115698.8212,273590.6281,377703.549,204712.6433,280505.905,227438.4442,155414.6256,278213.8504,129387.5819,105381.3887,145727.9832,248914.7693,233915.7147,263965.2361,306252.5861,99109.74504,228935.5687,154676.6685,328699.0872,208638.0841,0,321649.632,84660.73817,136246.2122,195355.1081,172104.5509,183744.576,392333.8875,227957.558,75748.68669,220455.285,310127.7076,104762.4656,83699.40377,157694.2925,162255.6635,137123.9532,111718.8279,190354.5036,235053.6662,231323.5824,230833.9356,107847.4745,214295.4623,313664.3976,117890.9887,116726.3137,169780.4235,209166.3987,182223.3372,108162.527,199991.762,455367.3571,65812.42519,136365.0036,357854.8557,172436.552,118598.0518,246812.1569,247703.9375,142011.3074,289405.7495,70886.99755,192661.7712,183084.8525,122832.8143,175248.6592,0,197516.1807,286608.6444,164416.1886,157425.0729,133420.0187,302124.3373,241173.2327,119414.466,0,164980.6083,104606.2307,145591.4724,78804.60116,105401.1511,126842.4905,137937.2264,179459.7043,128627.6042,80824.01421,122024.3862,14572.37863,120228.6083,217384.2328,0,107271.2458,96928.67288,80111.47436,144318.9328,200589.9136,134927.9796,0,211799.1503,221804.9215,84057.39306,0,107568.6875,220383.0883,48183.00926,0,82494.51257,239142.5418,154890.7292,182152.5921,0,75605.69199,176880.505,131043.8713,0,89810.16868,0,0,0
CL8218_2,58565.54686,0,0,0,55150.7874,107053.3704,100830.9165,42458.85099,65673.26073,79024.95692,0,143341.7337,141798.7841,46216.77903,0,0,0,0,176560.3179,99576.1188,39363.71191,62747.58609,0,0,78875.2654,43056.69213,0,67576.0464,0,38242.11623,0,0,47024.47542,95206.38247,0,63486.69263,83583.13352,54836.32144,55610.88277,97190.35353,0,0,67460.4903,0,0,0,120619.3682,174832.1867,142875.8723,0,175455.8521,66793.01429,156395.3299,60878.10868,115884.8944,58796.23205,121242.2781,0,0,84991.08602,0,96705.31853,0,0,0,0,0,129746.1109,0,108720.784,66797.61234,105842.2506,71813.05249,0,0,0,0,0,94930.3699,0,0,92502.59602,163806.3214,87516.42041,52484.36198,80276.96046,100483.2428,40876.03482,45786.82059,0,0,0,68037.93497,129132.5597,99747.43859,92390.95099,142580.8838,0,98154.87001,110386.3204,65773.90277,66751.4451,80470.94163,0,0,55769.14933,91225.04628,0,40328.4506,0,120085.7616,54013.3563,45430.02993,0,96026.32038,66165.57156,126191.3934,0,0,0,49659.11222,69665.52279,0,90792.41935,98880.56667,68271.59271,0,42920.0923,110951.9859,0,0,0,60027.74018,27993.16464,73309.31426,47474.36527,40631.62782,0,47568.52756,79006.45541,47875.39682,30821.42143,72321.53146,0,38357.89111,83537.6368,0,42447.85267,43957.93209,0,58730.43861,84625.27141,0,0,89310.47975,93325.36206,47718.61083,0,0,120356.6958,0,0,37872.161,81856.59408,64807.01127,63776.20802,0,0,80594.5772,53867.30325,0,0,22008.71089,0,0
GM1381_0,259465.94,354788.159,313840.7572,235611.0821,126246.9583,199842.733,261480.9764,171518.6954,164506.2859,277537.7923,229641.7279,361737.5131,462000.262,188674.976,216325.7753,86808.73344,71225.98042,357435.695,161205.0745,156798.1878,107327.6707,148705.1686,328569.8389,220366.2036,278561.9834,88723.41976,265375.6628,74528.97748,144183.2453,62711.00477,279799.298,246835.9092,118465.182,273990.571,252201.1516,140649.09,191403.1066,101776.7612,158035.3938,454478.3366,284130.6436,192871.2365,263320.7984,370360.1231,307177.1652,239107.3869,289726.1903,351755.3794,282731.8078,230978.8934,367276.4077,72323.57475,261729.8478,259047.9234,424378.0307,184984.3035,128153.2107,253598.5815,186940.2503,234342.4642,262019.7946,314173.1134,163568.7399,200858.1556,287048.3335,251602.9928,245442.1741,230438.9937,119719.3595,206744.4877,132564.4409,306118.0229,332376.4368,256281.9414,166328.9776,625112.4085,420882.1004,258517.2961,206500.9374,256635.1781,413972.7068,251793.4371,341770.9696,355917.0347,138345.2456,249687.5098,247100.8219,140912.5297,181283.1117,159968.2348,376901.1921,238532.3274,141160.0869,205952.2813,353506.1581,251061.0888,227640.977,148256.5452,380862.3642,235920.6523,173885.103,246374.852,178062.6899,202731.1303,325653.8439,121416.2662,259901.6067,484147.157,186897.3655,150514.1514,477793.1211,189846.8024,121541.4096,286047.6219,281704.8206,156896.6021,348636.1647,161407.3012,114495.4596,323434.4827,165808.7897,132723.9174,499680.5311,228012.535,300977.6236,239886.1262,233339.7712,125485.9401,293305.6713,436638.8092,133621.1406,185271.4502,249463.8674,124997.91,523386.0646,183937.8931,174646.2258,259327.8118,152293.5024,154590.8552,226051.6996,69122.49691,71833.06046,14813.72457,146841.8665,210296.6371,127745.0237,144728.3575,117768.7625,193645.7664,155362.2779,226116.3328,145468.5363,6412.449619,174033.7799,171213.7509,123156.983,88819.78675,150566.2513,484770.3128,61756.38405,173191.8886,150288.3248,219709.1567,118078.8041,127289.3666,64077.63064,120455.3181,274937.8496,297154.496,156883.1168,79278.38344,74661.93606,188194.7018,282792.3283
GM1381_1,231081.4016,340178.6444,319516.7486,269367.0057,139152.1032,182895.1017,222001.4606,173939.6954,199201.8602,270902.0539,208431.6067,325401.5847,330120.7809,195245.9334,178734.4252,85354.56458,53444.45218,224774.0932,236969.5634,151342.6885,81911.253,183724.2172,311214.5549,206977.0598,227645.9228,80834.53838,333566.5261,111755.5314,121400.5416,58746.21941,191955.9243,295002.8515,120128.3411,333927.8904,326982.8177,111663.991,160420.1516,98096.59107,164864.6035,422254.0533,286646.0774,159657.5511,295660.8361,354517.4208,281309.9093,218720.2379,200315.292,415763.3837,324425.0054,204385.6199,391363.8798,90911.63503,261711.7526,257942.9609,362041.1411,161452.9443,123153.4636,307821.3707,227810.3131,205781.8366,235013.7291,298155.3011,170623.2783,220336.8481,254402.1198,216471.9593,208056.2828,212163.7117,178221.8099,264254.1884,123577.6272,272830.9576,311920.3917,299726.2563,302735.9582,556113.882,475444.3905,213803.6882,187880.8502,264225.9323,321975.4932,191054.1809,295270.5287,370789.6587,126943.4348,250982.1126,280337.7831,165387.0802,202512.3983,153554.2379,359678.9948,217097.3092,108353.5758,236599.8753,348582.8237,343740.0053,229070.8529,136666.9038,356236.0821,231439.4682,113227.8199,272719.7537,167115.4349,188814.4013,305040.6669,161328.5298,236177.6848,423740.858,192538.8109,163598.9222,276740.5783,151962.8767,112585.0272,333446.5124,210576.9996,161881.546,353846.1092,167685.2526,139693.1211,295975.7494,148388.0923,146381.361,383088.9568,308497.9245,331019.4691,243974.1415,266663.6942,108289.6069,285405.6731,424142.986,139696.0562,174284.3422,205291.9656,158016.9326,537821.6956,192383.7816,145484.2651,266768.8059,171202.409,180461.1863,197806.0517,74452.42816,81178.62622,13731.07882,118020.0418,223411.9916,102954.5562,135185.7036,129993.538,138976.6592,145398.6373,197028.1682,172441.5249,5571.027874,220857.7,161257.6699,134220.9933,97221.76265,136445.8443,467993.7815,71206.01118,134398.8044,156198.3793,201073.6315,111604.365,134751.6981,72948.99124,115071.1213,229461.4737,284366.674,147261.8603,90958.31458,54860.79089,217243.6304,276095.993
GM1381_2,157189.3497,204640.7537,231961.6548,139688.5581,61090.33881,135183.2543,188739.7455,94755.40795,119530.454,188687.7067,169088.2016,183756.677,295349.6093,128149.3105,142328.2253,63553.18209,50177.00515,192298.1078,111123.2422,0,46230.2006,96262.24767,170505.6116,141441.0675,168713.2008,66082.4147,152379.2445,43875.05508,85337.54277,55805.3992,173123.6942,154657.1808,80666.8281,167944.1218,205022.638,61759.03531,108849.4574,65701.06557,78196.09103,279508.8507,130081.2294,109598.4626,153334.2707,179518.4728,204007.9253,150490.1629,117558.2829,289010.4357,165588.1253,115671.3614,296617.6328,72933.82509,198033.1453,197824.5221,225328.5397,104484.1305,105706.8444,164247.5961,133225.0752,165059.1425,217849.2567,202807.2616,142893.2675,125272.6672,214241.3198,100528.6811,132555.3579,179910.748,115587.6701,130340.5894,90920.10198,191222.4496,224762.0051,162068.0806,149861.9827,295469.0019,338898.5953,101821.8956,136396.235,192810.0309,252396.715,118117.5046,259541.4959,185424.5202,87391.02986,152258.834,132701.5695,109015.1718,110147.5833,98384.81709,277461.4702,118543.7586,81799.22963,126277.4683,252043.7664,179445.5039,136180.9586,80843.7997,170144.0927,156911.4089,112636.2773,181657.7635,89893.80125,95672.37729,213633.1096,90672.34292,165925.2697,355142.6078,145266.0102,111422.2897,269714.626,103065.4698,72472.15201,189553.3741,154042.76,109478.4937,211486.257,116591.5812,97243.27911,161363.4197,128963.8606,79009.16056,250952.8664,204502.7451,224205.5208,99717.17327,81954.68681,71650.63704,191738.0633,181113.8017,89650.28281,94870.79538,153121.0254,95903.32704,239479.3876,98789.79078,76563.41741,155356.3383,121853.6589,133537.8992,118079.8284,53435.61199,61813.05091,11142.73607,76755.48271,173215.1696,64304.66596,101105.7075,78492.68688,90036.01198,104139.8779,158378.1817,114497.3368,3862.766024,107573.7488,138355.2395,82763.91494,80703.28077,72949.87863,312805.1719,44586.66543,100731.633,102150.9592,124426.0549,79172.05059,83519.98141,42232.60544,50141.29787,151040.4783,177157.7328,97586.46135,67917.84151,47843.2174,89165.77806,111033.2278
GM1381_3,81832.21267,106469.9369,0,118418.1032,45508.8243,0,118336.9295,82733.45622,75436.92134,91031.90365,108186.4561,132581.2853,206206.8635,56364.53163,58702.8161,0,0,209890.6387,0,0,0,0,106469.8516,54189.91195,98052.77554,0,0,0,0,36666.67652,0,79079.1234,36474.09463,66150.50196,91887.67206,50000.90769,0,54180.24964,0,0,94619.86284,58758.93704,0,88221.09184,87697.95223,0,138150.9814,0,105486.4384,0,0,0,0,102555.615,115445.1571,0,0,0,0,82876.37445,0,88101.01371,0,73785.80546,95371.10318,106186.0363,109082.9847,0,89638.6018,0,0,0,102936.3107,146891.5257,107301.5142,172699.8376,0,89494.03978,84049.83398,0,88088.5552,79294.94362,120789.0344,113234.75,49268.4981,93161.05144,0,75818.18725,59170.70818,61808.78865,98273.88534,51598.83111,43260.83583,0,128058.4244,0,0,0,99789.87294,0,0,88150.62206,0,0,92507.48195,49351.73059,82900.57132,194649.126,73249.93131,0,138172.5091,71148.86282,59538.8295,117554.0168,85357.44047,47104.04378,155572.4221,52673.08139,54022.38793,100533.9814,66917.25923,0,109753.0453,94717.71671,97684.64396,101746.599,101101.9383,39962.9085,0,116352.6755,56408.88445,50198.06545,0,37374.39092,122048.1793,68532.34038,56697.0592,70821.77011,64978.97327,64894.87096,87853.73539,0,0,0,0,0,45808.49362,44713.00402,57875.16602,50839.38229,50791.92111,67440.00394,0,1960.249105,0,0,0,47189.52226,50796.08335,201298.697,36038.9498,0,51084.18571,0,0,0,35878.65062,42304.85561,77928.78431,84445.47491,50018.66666,44845.39834,22283.36476,79915.3053,78306.64126
GM1381_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77207.86403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125117.7075,0,0,0,0,0,0,0,0,0,0,0,0,67985.04023,0,0,0,0,0,0,0,0,0,0,0,0,0,67184.91344,0,0,0,0,0,0,0,0,0,38651.14095,0,0,0,47119.61623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39119.79814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102906.7066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48709.31394,0,0,0,0,0
