Measurements/Samples, Spot 212173, Spot 212174, Spot 212175, Spot 212176, Spot 212177, Spot 212178, Spot 212179, Spot 212180, Spot 212181, Spot 212182, Spot 212183, Spot 212184, Spot 212200, Spot 212201, Spot 212202, Spot 212203, Spot 212204, Spot 212205, Spot 212206, Spot 212207, Spot 212208, Spot 212209, Spot 212210, Spot 212211, Spot 212214, Spot 212215, Spot 212216, Spot 212217, Spot 212218, Spot 212233, Spot 212234, Spot 212235, Spot 212236, Spot 212237, Spot 212252, Spot 212253, Spot 212254, Spot 212255, Spot 212268, Spot 212269, Spot 212270, Spot 212271, Spot 212272, Spot 212291, Spot 212292, Spot 212293, Spot 212294, Spot 212308, Spot 212309, Spot 212310, Spot 212334, Spot 212335, Spot 212336, Spot 212337, Spot 212349, Spot 212350, Spot 212351, Spot 212378, Spot 212379, Spot 212380, Spot 212381, Spot 212395, Spot 212396, Spot 212427, Spot 212428, Spot 212429, Spot 212442, Spot 212443, Spot 212444, Spot 212478, Spot 212479, Spot 212480, Spot 212494, Spot 212495, Spot 212496, Spot 212532, Spot 212533, Spot 212534, Spot 212549, Spot 212550, Spot 212589, Spot 212590, Spot 212591, Spot 212607, Spot 212608, Spot 212609, Spot 212650, Spot 212651, Spot 212652, Spot 212668, Spot 212669, Spot 212670, Spot 212671, Spot 212715, Spot 212732, Spot 212733, Spot 212734, Spot 212735, Spot 212781, Spot 212782, Spot 212783, Spot 212798, Spot 212799, Spot 212800, Spot 212801, Spot 212850, Spot 212851, Spot 212852, Spot 212867, Spot 212868, Spot 212869, Spot 212870, Spot 212871, Spot 212922, Spot 212923, Spot 212940, Spot 212941, Spot 212942, Spot 212943, Spot 212997, Spot 212998, Spot 213016, Spot 213017, Spot 213018, Spot 213075, Spot 213076, Spot 213077, Spot 213094, Spot 213095, Spot 213096, Spot 213156, Spot 213157, Spot 213158, Spot 213175, Spot 213176, Spot 213177, Spot 213178, Spot 213179, Spot 213241, Spot 213242, Spot 213243, Spot 213261, Spot 213262, Spot 213263, Spot 213264, Spot 213265, Spot 213266, Spot 213331, Spot 213332, Spot 213352, Spot 213353, Spot 213354, Spot 213355, Spot 213356, Spot 213357, Spot 213358, Spot 213359, Spot 213427, Spot 213428, Spot 213448, Spot 213449, Spot 213450, Spot 213451, Spot 213452, Spot 213453, Spot 213487, Spot 213525, Spot 213526, Spot 213527, Spot 213548, Spot 213549, Spot 213626, Spot 213627, Spot 213728, Spot 213729, Spot 213831, Spot 213832, Spot 213876, Spot 213981
CerP505_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31543.94135,30329.04948,0,0,46263.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48663.93287,0,0,0,0,0,0,0,38376.15469,0,0,0,0,0,47494.60237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35020.61428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34777.07273,0,49915.80585,0,0,0,0,43213.56695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35258.46792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30078.30508,0,0,0,0,0,0,0,0,0,30430.0482,0,0,0,0,27211.25564,0,0,29370.2474,0
CerP505_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12333.41592,0,0,0,0,0,0,24566.33572,0,0,0,0,0,0,19197.0243,0,0,0,0,0,0,0,0,13863.76797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19101.81124,0,13089.29641,0,0,0,0,0,0,0,0,23480.34743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18168.17641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19207.41515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14069.68573,0,0,0,0,0,13549.6972,0,0,0
SHexCer432_0,135830.4018,121357.4328,154424.3274,89731.88105,114431.427,74888.9937,93466.8158,133126.1151,198117.542,179797.5476,117114.3897,142352.8516,93691.72166,98986.09491,98595.95106,126844.1176,85199.24288,34042.42356,66689.25608,61719.91382,22212.01717,0,52416.55865,0,32433.16776,48136.70949,176413.8307,142760.6299,102520.5474,133629.059,290268.0265,99193.71994,88419.35804,0,102788.2139,112362.7079,68196.10668,79978.80148,133715.8321,156644.307,189593.1257,122211.5568,0,0,117074.232,228407.9585,135874.3576,154894.1427,205146.1617,62700.88222,106277.9958,126663.0271,135418.8443,111634.9018,157732.4881,159758.4281,127307.3989,54334.4995,80268.41217,102999.2361,52358.10258,164123.8771,103943.3942,59570.64357,106278.9028,138039.7873,235165.7841,115923.617,59949.0617,126021.0133,107436.5602,46946.00768,171973.3559,123739.8466,54359.62325,35334.32159,141659.542,150364.9818,245945.3577,129161.2605,46401.27311,0,145407.5595,225500.3596,180190.1566,77665.46467,68920.96748,171211.0518,167332.8296,215843.4979,212759.7527,93364.88395,61913.3539,131793.62,122367.1292,220948.8277,103272.8606,44942.11731,112486.7862,69167.54415,57725.24238,131257.2846,84951.56702,92256.42783,30909.97375,54741.43302,106035.0005,97933.15073,250443.8672,316652.8447,291919.2405,156346.2562,69421.66557,89885.86739,159040.2903,220764.5974,235770.686,144408.3774,0,54910.38305,69686.88338,112997.1643,118652.2031,57040.27222,38618.55061,63987.35913,83939.27755,132636.14,138022.878,57124.34284,100241.1777,113975.5922,80983.28847,184923.0482,141408.5418,129916.6832,99747.77255,65288.9684,94486.63279,73803.79505,296076.9425,78045.71723,83791.93029,167209.0219,132443.8141,122397.0915,64554.01285,94238.60848,214463.8705,112278.1765,203468.591,97897.10423,138408.0044,101205.9702,48925.88655,136929.3948,83459.44089,75080.25969,52278.5471,137413.2088,105976.9516,108800.246,103217.8562,47758.99038,0,53685.92462,55148.162,122546.4704,92250.36621,107441.0118,139875.0544,34166.13831,95182.8118,74497.60516,71382.32924,105157.356,215038.6802,51897.78047,57743.02995
SHexCer432_1,86771.20894,71334.48678,106118.4398,58578.47392,51318.24887,60167.6059,51574.77166,78236.70525,101438.4995,126212.3191,90272.6375,93919.49564,55997.3418,53342.81176,80028.45942,68202.89401,48818.54873,0,0,54516.54925,0,0,0,0,0,36108.49202,82629.75495,73458.47736,51985.17732,101688.4648,161099.089,75857.13545,0,0,43201.05715,79385.45815,54247.22134,39809.63847,56187.42149,63021.6937,104419.4141,69699.57268,0,0,78905.33411,128742.0478,78658.61463,125372.5354,96398.02632,31124.31555,59656.93994,68091.09936,73880.62977,43805.76932,97686.60719,141937.9323,51968.80455,0,49816.47336,48008.54938,33464.84433,102434.332,61981.27434,46011.35278,72552.86391,65544.10385,191592.5125,78752.8978,50815.5975,60481.43574,100658.946,0,89625.944,72895.37312,23187.7843,0,47000.86664,96047.89112,135001.593,77755.77046,33597.83969,0,97701.7574,109384.5982,96855.62078,35301.97745,69904.80799,120471.6763,92157.89466,101391.1913,109803.1365,50108.86837,57359.60811,67512.63855,97001.53792,110446.7867,69057.72894,0,73978.86947,0,44988.0489,70353.44787,67790.60133,90031.59491,28885.96791,28445.39173,56587.35041,62684.14896,158035.3276,132679.0505,162925.7488,49761.22345,0,36296.45118,106968.1099,121592.8855,113100.1305,107487.7162,40732.68733,60343.7445,46028.6306,73869.76221,67441.59156,40943.38424,0,42601.04016,47520.9885,95374.12918,85256.0368,31594.70158,0,115884.7352,69426.40697,111255.6797,78803.07609,69566.28421,61586.57446,0,52798.37003,64295.58872,176081.8263,63622.21781,97437.1938,76952.65459,62044.85321,72700.38098,43745.41303,40988.81296,104055.9874,73269.08178,113327.8767,54602.1546,104680.5687,81268.38531,48427.82092,84354.75598,52993.00713,60912.46914,0,90326.01836,77668.38617,53732.05389,71729.65742,0,0,0,0,74737.25489,40045.73613,49218.14253,89688.41845,39577.37538,48520.20308,0,48962.70034,44844.37086,0,0,44663.59456
SHexCer422_0,1342187.731,822503.6487,1408893.983,751096.7518,866663.8074,434615.4053,635649.4807,1111429.692,1286820.553,1225620.228,886387.8686,1032265.239,562039.1531,820522.2309,845871.5906,1110695.809,628323.0933,258922.395,367626.0468,379724.8832,115594.8131,60918.31024,261760.1136,148355.448,203560.7291,197274.5008,1474267.202,1103461.614,851928.7049,951950.8744,1620960.647,739238.025,547947.1164,164285.2427,642536.8115,689329.9853,676204.6725,751681.9197,959903.8241,1022599.435,1154071.421,563958.2007,336022.5214,160939.3239,1023715.075,1630998.511,1005562.092,1194819.638,1350047.008,485343.4863,859801.3516,1079247.175,960774.6967,780530.1653,1310933.61,871437.2753,756005.8584,245387.6818,476998.0947,872677.2919,303128.8222,1581467.935,798628.0453,552545.6037,630190.0411,1025981.921,1825775.919,874568.8113,398265.2141,910991.9317,1082049.076,413295.7619,1023220.174,646413.1911,246258.9041,353072.0559,1124636.961,1293112.428,1714485.751,897889.9847,356169.0867,215702.8239,1154425.95,1274176.143,1121394.439,478236.782,654417.24,1323296.726,1152590.552,1511854.544,1140031.137,503490.1885,330864.1744,994032.5249,894256.699,1501391.328,549642.9625,231755.7078,1136306.912,722038.8208,531442.1482,940702.8629,758110.8617,757023.5886,246759.9383,371957.4135,929091.2294,799151.829,1638749.365,2104728.022,2021959.845,889213.6939,450319.2674,716881.9644,1354904.272,1547228.767,1464248.369,947840.512,269880.9561,478244.8502,799955.2379,790753.5738,708129.3871,354264.4992,374838.0857,746468.1224,787213.8414,959394.8208,963365.6518,417931.2259,763854.682,1098681.753,988100.4402,1163283.313,790549.5057,814397.3586,776712.0556,368944.4575,1033128.982,813288.8497,2295926.403,664349.7329,706702.152,676597.6643,744017.8578,867280.7876,425035.4919,717846.9483,2182145.56,855858.4118,1263885.278,690805.9324,880983.0227,643780.2175,221368.066,786040.928,648995.9456,840410.844,690080.7196,737413.5301,592802.9976,662774.2275,652784.4881,304083.3352,213119.1512,357464.8225,528443.9955,1478249.441,763622.6006,345264.3555,669716.3089,418719.1548,1076200.581,917004.6473,881975.7872,839431.06,2113646.552,449579.4393,629870.1723
SHexCer422_1,661036.8563,440889.9169,765040.3554,398499.0012,464191.8573,210384.8036,336462.5559,517612.5307,716055.9838,604490.5629,452358.6771,508219.3999,260600.8548,438185.5059,492263.6725,528887.9667,353817.9382,169739.0407,173651.1078,192530.2063,63927.40703,46791.62465,141581.4291,116825.9526,102457.3374,141044.0531,727276.1539,517793.8045,495522.5033,457722.7481,890211.5831,398277.9501,316439.5167,103891.6802,370896.9902,328302.1038,329285.2218,395409.8225,482115.1562,598440.3283,591053.2964,327484.3051,195463.7506,83128.77593,559030.8554,854069.2781,461466.159,566098.2916,664166.3319,276906.6261,401311.5865,612783.5311,487534.8363,393232.3824,646793.8392,496474.9247,382435.3188,134478.0743,253925.9712,426487.1789,194453.4651,743495.7295,443895.4466,267501.3145,335653.2866,491812.9656,928933.6187,449986.1089,222074.3215,497484.9624,495543.9292,182717.3331,481895.2677,389698.9656,120276.2989,160980.4892,584031.2588,723473.2355,887698.9601,450110.1588,185303.6194,102465.1377,656382.1309,772408.2284,524300.8168,211486.3866,317508.8552,662217.1823,684154.8901,842446.8342,630877.4438,280291.6873,174474.7916,517895.9551,442193.2872,779747.0109,270362.322,107365.5677,635874.3775,396780.965,218928.3415,490832.6808,406047.9409,326518.836,106012.7581,215160.0778,515417.0749,404758.3757,797756.7017,1053468.357,1137823.364,439806.6813,218945.9756,276011.8702,699137.3785,762233.6734,823816.1212,514349.6366,155663.395,257873.834,433060.0623,432549.5979,363483.1211,203562.1478,178945.3669,376170.9733,435086.9184,459884.807,509081.1432,248826.9548,419434.4381,598722.9238,571794.0877,657789.5745,449959.4218,417870.6554,378010.7034,158452.3825,504103.8707,484453.9069,1186228.479,311905.4321,286428.0565,376446.0422,441979.3664,409587.376,224487.8155,373246.3026,1097067.208,446179.6101,666891.8704,380988.5618,488414.5235,326076.1022,113935.1642,397612.1125,330384.0012,460810.015,360854.0334,397618.5629,344668.1903,383406.6975,320018.2144,177739.2288,140773.9631,196632.3503,275387.6883,784983.9647,359947.8398,189515.1307,310599.4328,208971.0635,512561.887,443715.2341,452691.0305,404196.0027,1133618.328,243246.0715,270975.9647
SHexCer421_0,1124939.225,713321.8762,1371789.227,585061.6258,635066.3066,213334.0712,558293.3105,959790.659,1234558.529,940595.0572,626572.9637,802065.4266,435785.8523,666518.7185,820605.7603,890572.7603,766270.204,280778.2924,298981.8739,243557.111,79476.92319,73205.37384,311084.6552,211456.4703,115604.3236,203425.9073,1230885.48,932572.0274,607480.0102,789420.3446,1651515.709,628923.7957,503954.2832,198624.2307,463220.1434,549622.4287,460494.4702,616922.0828,736933.3321,891922.4097,993573.2346,687270.0894,220255.1088,122311.4837,768300.9323,1572476.147,701748.4746,938005.8503,919323.6473,462253.3746,583369.4545,765399.7141,713319.4911,752528.4439,1556526.722,814493.3856,497757.3458,196722.2277,296435.2105,607696.862,321536.1233,1295538.917,810357.5805,409836.2185,416545.7408,780511.2467,2080978.617,636267.0763,281558.858,589517.2014,888335.7216,332263.2569,836433.1564,536264.1355,191350.1266,284950.0135,931051.1375,1054646.859,1422122.168,850757.9726,271124.7263,189179.9556,906128.7819,1414457.366,829076.3857,410620.9341,523024.4928,915403.3828,1039305.169,1531564.723,1133232.215,608180.0191,274588.2406,800910.6287,1008108.32,1779952.217,707338.7803,260797.6182,1208335.023,704624.4523,422411.5971,945901.5743,903437.3657,683438.6925,231532.9862,354896.2814,804197.794,634702.9433,1572158.729,1747604.485,1873287.943,642425.9534,384741.912,476498.9521,1163682.012,1313463.503,1432995.462,788713.9393,204591.3737,409763.0755,624692.4117,903170.7095,874863.6423,293023.1311,270237.9039,628496.9235,747252.9609,1012106.91,1099262.504,673928.3185,715473.5052,1195739.521,917935.6846,1052244.275,782962.1622,972804.5362,573057.8913,366448.771,914173.0305,860870.7363,2309193.071,586835.7972,531896.6866,728325.9842,833976.3837,839437.0203,382964.3501,667661.9277,2116231.958,872814.8681,1375594.867,781028.1178,909541.3744,614033.9043,216316.9838,555785.9031,693692.557,690204.7072,635853.732,732749.9816,685819.3147,704131.8328,745948.7259,373261.4457,251868.7125,388275.2588,505559.8528,1973451.644,599593.897,395795.9961,694602.9995,300994.7688,805698.8703,635820.1252,759171.5724,690428.3288,1678771.716,376977.5913,550507.6838
SHexCer421_1,576133.646,410491.5651,745859.018,283622.5167,343432.9304,150765.8879,260417.0641,539800.0412,610541.1662,483808.4421,339187.7972,421767.102,234653.3697,350440.9246,474298.4608,538739.8765,388556.9177,181016.8161,181376.4575,124997.8677,39885.22078,42561.84072,129293.0033,146381.9648,79121.65252,124892.4691,638069.0084,473678.9604,336626.956,473086.4966,846338.8093,397646.3153,262416.8168,134039.3806,257085.0239,268905.2999,272546.9898,318488.6392,355434.3977,427520.0865,546950.6781,335973.8618,127448.4022,92688.74626,430346.3774,768742.5613,385723.0999,517167.7649,586955.2018,222413.1311,249184.6075,392659.2519,526449.7495,367051.8894,706612.2917,406148.9039,326954.1049,96047.48305,176325.5753,285184.1606,175957.9574,643145.8192,401723.34,229164.7669,217659.732,344319.4235,908528.3702,354482.7827,177760.5312,362581.1269,442635.1317,149495.4499,429899.1763,331046.7156,88573.91458,137175.2284,496733.4143,559267.224,626887.5957,395186.5045,127650.0539,122376.1788,485028.6517,784059.4994,460657.4424,209534.6256,281205.668,557843.2564,570157.2609,696675.2584,562979.846,262685.9984,155075.0908,391887.4213,485550.1318,912927.5497,321728.4655,109516.4032,543889.9173,478789.9624,217980.2873,456590.3527,472047.8146,267110.8218,105878.8085,239870.6181,410489.4823,354020.6905,801103.0117,911166.7699,949934.2546,389987.9155,222062.9043,279130.5427,601765.6713,653103.5281,691473.8699,473068.9911,125153.9896,208724.7222,307794.0321,445980.4848,450504.0062,180746.2954,130740.3,259347.1642,433946.3541,524392.8397,528662.5438,349739.1193,379781.8304,695520.3233,622088.895,607570.792,390887.2795,516532.0049,319033.0327,211556.7673,556528.9048,452721.7451,1200123.587,297424.8026,261261.2197,364717.2043,419958.9197,450035.7996,226476.2575,350303.4433,976832.5977,421625.327,744030.3777,433471.5303,510657.7873,369033.8586,112602.6396,323196.5006,409045.0282,372938.8942,283913.0808,412901.8803,436133.4536,393420.1278,358527.5715,195480.3435,155811.8233,199481.0774,226759.4342,1052436.095,332782.4164,213652.6975,421478.0904,131765.4759,438360.0286,293241.6305,351018.9237,412598.7398,917024.5667,224780.1282,281941.7063
SHexCer421_2,170315.5837,112557.2416,147228.1444,61386.48496,108460.2851,0,78606.41826,154011.7296,142724.0986,162645.286,114040.218,75787.64101,80893.86694,108651.3083,116285.8,155169.7601,85926.76142,51493.96881,45708.88212,50663.8155,0,0,53330.58173,0,41023.04494,0,177762.4997,105513.8626,86779.46321,123610.3256,201431.7445,120006.3837,54678.42064,35653.95587,73488.27324,58046.93502,66102.42048,105221.1003,94859.31956,102180.7826,120235.3939,115744.1254,42010.85801,0,111236.7345,164668.032,78520.90189,123068.6141,190141.1177,51352.30676,104691.9807,99041.99718,154566.4289,112613.1932,184248.7917,139077.3945,91172.50837,0,56414.46727,77207.31121,41459.91439,214505.0429,114658.2176,74079.91172,48324.02215,81364.45356,228115.6881,126354.67,34005.38319,93464.82891,138020.3152,37403.08994,95682.5767,67416.54528,26187.45805,40345.18747,163558.1572,143273.0053,196961.2881,110983.5536,38746.55577,0,133003.1917,137925.5828,117467.1891,46443.85561,72386.96592,117791.9112,134368.0974,210127.205,149562.0544,41086.16862,37436.71963,109110.2453,144068.4217,188420.2126,114947.0726,42775.00579,164965.2698,131364.9977,60127.53219,122785.4433,103807.8619,86820.95823,29041.45847,72405.44989,94324.75616,73490.25287,200686.5462,196072.2601,238573.5,82579.80121,40777.82936,70617.27071,194186.0782,167589.7281,169807.5475,113146.1494,0,69154.71413,89342.51767,137163.3189,93772.4618,45249.71266,0,81066.04288,113144.8508,114086.3635,127390.8143,85962.45691,106608.9664,205818.2304,168473.3521,175790.1442,104157.8326,87069.11203,80248.76535,44724.24934,196084.9777,161626.5747,294667.3771,83016.22737,85411.88655,102086.7668,108445.1827,110278.0245,81329.40605,101553.1003,239427.2844,113111.3267,179864.5428,92326.79062,101049.0931,125878.2441,32286.8952,88460.34706,114434.9181,122932.9925,68333.9881,126555.1134,91647.27339,90145.65299,74498.00023,0,34268.9137,64681.15529,70960.94658,267840.1835,82256.88545,47062.87375,56755.76,38887.63829,146813.3529,80260.25129,122927.3758,89786.44926,248568.2457,55399.00396,55740.30364
PI406_0,206687.9328,196631.4923,264785.9617,181903.8748,287574.7832,328125.4833,226160.9178,233078.7348,255727.1158,281508.0577,252173.9034,228929.4172,193871.5217,229958.7871,194728.763,329272.2664,328429.7152,114322.6062,190488.0082,188143.0798,118175.9578,161427.3739,177815.4032,109994.5017,151011.5976,199773.8608,246020.5266,259783.0951,178037.0828,188620.6072,305022.5618,217508.3171,222162.8676,116413.1533,143076.1938,172841.2044,180676.7826,134685.6694,195698.469,354564.2563,277330.1724,169846.9696,120347.0312,101424.4522,221152.0107,387431.1208,268470.375,247665.9049,273327.582,127955.1338,170488.5926,267422.6531,271468.1101,163622.211,217801.4659,387072.8299,266197.0088,93147.82887,182344.7425,217709.4824,160955.8358,200760.1995,199467.972,131895.2751,193619.0635,273423.2667,204955.6305,285372.6089,164841.4834,144732.9129,272294.6559,140131.417,206809.9914,265684.79,126156.1546,141720.5881,209300.4179,246031.6597,240228.4357,200809.2526,119097.9833,143806.4224,293528.1288,219752.8781,217498.3122,130926.8197,204570.8469,200655.0515,193252.5982,339377.9671,302871.1765,181127.4194,142431.3645,180842.5975,171044.9697,363883.9168,258982.0557,119762.0015,200084.4048,273545.7484,157298.9423,216301.2511,204201.0714,293480.7288,152524.0913,143209.6167,284063.9459,143596.5652,189981.6712,277798.8738,265277.9562,263922.0913,172791.5771,133264.5959,273687.9557,170330.501,257821.4385,271978.5468,142910.1752,233786.0012,213529.9453,213966.4684,298792.1933,209104.1553,142606.9941,253408.746,125638.5967,202230.3408,264322.0826,204072.3891,220547.6474,213254.9621,293152.6882,157729.4976,165343.5404,250237.9789,279994.3768,173644.1009,234414.4762,289186.9845,337830.4329,135478.4674,195489.7095,195794.1447,308341.715,209881.1305,155648.6986,131499.2086,201609.0183,179100.2556,263255.1613,228246.1659,331702.7785,298160.7012,165592.1568,163027.6024,185324.5344,172699.8995,125861.8335,184369.9176,306633.6646,186082.3735,205933.4784,163781.588,144377.2637,165321.5343,105733.0484,267570.4582,137083.0887,213293.2055,264272.6117,134242.2516,205171.2597,137700.143,127844.7272,128043.2528,262699.4718,155694.9712,182716.2769
PI406_1,159412.0885,156959.8325,202120.3185,177869.1048,265772.3128,242501.2482,241099.9835,196048.4192,220450.2808,201209.9371,179310.7188,182940.0989,129225.2182,195778.4394,190210.8062,270128.919,224106.7326,118506.5517,114173.8651,147825.6973,64033.03089,112169.3353,158746.3771,79244.18933,106061.1507,193574.5279,216067.0595,177469.7425,184534.2989,181627.3589,232011.3256,211577.1439,180838.8617,101025.1027,127192.8003,174192.3035,143857.8667,142378.406,183863.5581,286804.0377,209528.0583,110607.8759,139467.1462,103535.0819,234631.7058,350339.3456,298379.3012,277400.7778,204735.1536,121541.1982,107660.8399,260260.0557,212062.2498,137032.9837,208756.7272,217460.7751,201312.085,87835.70276,182978.8998,180981.0884,185708.0254,243653.0593,156729.0143,112560.6893,125287.3126,195603.6266,210696.7374,223602.8182,171474.253,121369.4746,266767.9338,120517.3926,194946.5925,193988.3618,98545.53045,105946.8742,165885.3434,213407.0745,193016.5088,155951.785,103747.4775,116804.5213,230050.9151,214888.4672,198934.123,123471.6057,166673.5178,190528.096,202681.6634,283922.4426,263619.4628,168803.0176,143991.8727,139157.8933,132734.6675,251824.1609,209014.3412,102121.2061,169188.4478,254856.9398,124837.2981,152374.4088,159151.7173,214407.6902,114422.4186,157223.5824,248358.367,118591.9548,152591.9945,256207.3335,232157.0316,260954.9338,137908.2507,89043.46972,231842.3293,128725.557,208079.4398,224704.4757,120754.3981,184172.1233,153232.6902,212468.6304,256679.9553,182200.0118,104067.8082,179974.5764,98732.9791,197075.953,216585.7162,170136.1454,200016.3102,176524.3064,246169.8418,134978.6407,163988.7438,224473.8836,262256.4298,135282.7709,163010.7284,204403.2982,259177.0953,133860.6061,176918.5404,173636.1367,229603.4074,190346.8613,124742.2505,130294.0175,157867.2228,182890.7612,183023.36,169802.6368,275517.6512,342255.9756,143280.5432,144885.3133,195898.5974,144821.219,157937.0886,198759.094,277997.546,187860.0318,189672.2656,156109.8601,123377.6775,134793.6649,71120.03835,234614.9828,120809.8453,134617.1129,203198.7327,100150.5285,138574.5567,102679.4471,89661.79462,107267.7695,204429.8693,149026.3267,120084.9006
PI406_2,69076.32882,101525.5138,81202.75173,87276.9758,120052.4838,116478.626,145501.3835,108252.3146,85562.84875,118377.0394,107283.9521,69998.38321,107825.0307,129175.862,136664.9965,127118.5542,123436.4996,60239.20659,82910.00293,92901.12621,87686.78099,87365.34636,87984.16089,52826.18687,117281.4367,170438.8991,99278.27732,86493.0203,80162.2946,56269.2744,95893.08599,81613.17782,96100.37841,64242.83495,59141.15776,111240.0756,96623.26523,66001.08986,81725.85234,141546.167,68095.79101,74007.63583,53492.23695,97941.6302,107841.2054,202985.076,102661.5574,128115.0139,114268.8419,74315.35014,70409.34664,117697.3348,107530.0824,92388.07817,75032.85979,122400.0102,158614.485,52844.91688,67232.19471,110143.5404,86376.21217,82396.41233,85699.5664,55227.24378,75444.06105,76230.56718,78885.98996,104289.2549,82479.98844,76870.54319,125935.385,49529.42712,110552.5811,111446.5223,51771.99854,62070.42923,89232.87872,101337.7681,118753.064,81654.96601,58526.32776,61072.7837,110289.8598,122989.0297,112603.3162,0,82888.05716,107481.2558,70887.69662,110729.8491,116935.2662,69325.84651,91111.22126,63343.71965,77898.09373,116072.5035,104271.5726,51039.6848,95668.41281,101772.0071,65535.64074,59793.17824,88096.37639,99503.59924,102093.3896,69310.27046,166828.8322,52395.32636,58883.03219,143595.5181,136037.0909,87542.63767,122814.3018,51448.14486,135166.3015,97814.71901,97187.51701,94797.3567,62477.93828,171871.1795,155618.4532,97095.87152,127798.4957,123188.7006,47876.49213,98990.95538,50431.1321,91522.12474,110044.7368,80508.57961,95648.45452,96457.10956,135676.0812,44933.52314,71969.09389,123755.0455,131530.9092,0,153212.7627,111491.2223,127977.0005,47862.95098,109903.4598,86373.25692,120147.086,146657.8814,66537.50986,56475.32429,92283.9653,79298.93511,108786.1073,114079.9286,172456.0637,127377.4791,62555.81547,67035.97738,82586.95448,79052.83367,84129.77087,85341.03108,103517.9126,74409.38826,155594.9471,76897.31426,72268.85142,73018.75395,53012.4692,130152.0268,72342.3303,73634.01246,110524.9743,54832.48849,75978.66455,65092.02989,56681.96637,51929.91096,0,67706.91652,48958.16519
PS443_0,181703.1397,193003.858,216354.2385,167456.8129,215263.8595,193711.6281,195853.7489,137194.2047,194231.3264,180640.7225,197763.1684,121930.2336,143751.6769,190943.5473,159296.689,201079.9243,191087.2184,128483.0823,162625.9358,162931.0653,109890.2878,151377.8587,201853.6927,147898.3758,185347.2401,188990.131,187224.5685,158700.644,145656.7118,210054.8581,171337.274,150676.1903,116075.07,127389.5886,200789.4126,168969.1384,193539.4505,133947.7962,159030.0053,184482.3258,238571.5454,145333.5106,186943.642,158110.3933,245083.9522,303594.3592,189858.1732,211590.4262,218516.7786,159626.7372,199766.9572,171457.5923,166656.5777,154203.71,170269.723,219169.7097,202425.1511,174864.5437,187069.152,193562.6646,160480.0609,145589.0121,147449.677,170033.3008,150530.5626,172700.2025,232982.8322,198090.7843,183167.7302,147898.4296,247028.0868,105876.1414,195366.8232,162171.0849,106350.7366,131199.8453,192005.1158,193731.0844,161472.3232,173935.4449,175986.6805,186538.0635,182894.4891,171964.4506,206664.3253,103134.94,151487.215,203482.9328,230391.9784,218224.7793,211860.3421,149864.8418,151119.331,133508.6505,130657.9334,172156.8,223933.8764,134191.7729,200620.596,200283.0308,148027.8316,155681.8379,171709.4306,193982.3687,135870.373,147766.883,172747.4705,145674.1526,170176.1113,150637.9237,210538.5868,267017.2811,213364.3803,167713.7682,217008.1527,132546.085,218749.7127,184668.4653,135919.7626,204577.9325,147487.4233,141173.2046,234372.215,192553.9554,144910.6898,145690.373,114127.9426,147092.6219,178905.0549,197402.8474,183243.0266,181651.8078,176569.9215,144776.2512,167714.28,168815.912,175655.1385,122115.0278,195415.2864,202575.6305,215303.3068,139881.0286,188892.1585,158914.4559,179829.4401,132945.3858,129139.7854,127905.612,176683.4352,130081.4024,198691.5013,120795.5124,225379.487,248310.1882,132850.8464,192879.9961,143783.2025,169269.2251,128487.7934,165059.0473,174977.5561,121749.9308,142640.184,136475.9222,131520.4617,126543.1163,119451.5831,156583.9019,173603.7975,179934.2858,262918.1687,151708.4821,198462.6736,123602.909,189533.9354,159046.3877,246613.0345,120573.1464,116477.9747
