Measurements/Samples, Spot 212173, Spot 212174, Spot 212175, Spot 212176, Spot 212177, Spot 212178, Spot 212179, Spot 212180, Spot 212181, Spot 212182, Spot 212183, Spot 212184, Spot 212200, Spot 212201, Spot 212202, Spot 212203, Spot 212204, Spot 212205, Spot 212206, Spot 212207, Spot 212208, Spot 212209, Spot 212210, Spot 212211, Spot 212214, Spot 212215, Spot 212216, Spot 212217, Spot 212218, Spot 212233, Spot 212234, Spot 212235, Spot 212236, Spot 212237, Spot 212252, Spot 212253, Spot 212254, Spot 212255, Spot 212268, Spot 212269, Spot 212270, Spot 212271, Spot 212272, Spot 212291, Spot 212292, Spot 212293, Spot 212294, Spot 212308, Spot 212309, Spot 212310, Spot 212334, Spot 212335, Spot 212336, Spot 212337, Spot 212349, Spot 212350, Spot 212351, Spot 212378, Spot 212379, Spot 212380, Spot 212381, Spot 212395, Spot 212396, Spot 212427, Spot 212428, Spot 212429, Spot 212442, Spot 212443, Spot 212444, Spot 212478, Spot 212479, Spot 212480, Spot 212494, Spot 212495, Spot 212496, Spot 212532, Spot 212533, Spot 212534, Spot 212549, Spot 212550, Spot 212589, Spot 212590, Spot 212591, Spot 212607, Spot 212608, Spot 212609, Spot 212650, Spot 212651, Spot 212652, Spot 212668, Spot 212669, Spot 212670, Spot 212671, Spot 212715, Spot 212732, Spot 212733, Spot 212734, Spot 212735, Spot 212781, Spot 212782, Spot 212783, Spot 212798, Spot 212799, Spot 212800, Spot 212801, Spot 212850, Spot 212851, Spot 212852, Spot 212867, Spot 212868, Spot 212869, Spot 212870, Spot 212871, Spot 212922, Spot 212923, Spot 212940, Spot 212941, Spot 212942, Spot 212943, Spot 212997, Spot 212998, Spot 213016, Spot 213017, Spot 213018, Spot 213075, Spot 213076, Spot 213077, Spot 213094, Spot 213095, Spot 213096, Spot 213156, Spot 213157, Spot 213158, Spot 213175, Spot 213176, Spot 213177, Spot 213178, Spot 213179, Spot 213241, Spot 213242, Spot 213243, Spot 213261, Spot 213262, Spot 213263, Spot 213264, Spot 213265, Spot 213266, Spot 213331, Spot 213332, Spot 213352, Spot 213353, Spot 213354, Spot 213355, Spot 213356, Spot 213357, Spot 213358, Spot 213359, Spot 213427, Spot 213428, Spot 213448, Spot 213449, Spot 213450, Spot 213451, Spot 213452, Spot 213453, Spot 213487, Spot 213525, Spot 213526, Spot 213527, Spot 213548, Spot 213549, Spot 213626, Spot 213627, Spot 213728, Spot 213729, Spot 213831, Spot 213832, Spot 213876, Spot 213981
AA_0,17205.20101,18434.39478,22850.04042,15015.31018,21014.04147,31624.34347,32520.28229,25341.81978,23034.84466,27135.10219,19946.05999,19587.48001,23077.63418,20142.09844,19200.61597,22705.54241,21740.86415,17297.20728,24984.74632,19488.83611,14388.39987,23580.36767,23921.4961,20339.88474,26095.73687,33458.38054,21065.80066,16033.50624,16504.30297,21852.88277,26517.6586,25853.8115,23936.14321,17497.14213,16571.8412,34248.73383,27936.4628,14787.04132,19856.15443,19265.40513,18714.19507,20988.70388,28301.53186,16272.7239,25712.97389,29209.64257,21252.86481,17690.23844,30534.302,21518.33907,21674.01407,21525.35651,27479.25959,22183.50131,12231.61429,26768.21887,21226.97833,16354.45355,17528.18899,18875.22969,16456.47261,12186.8519,14007.51198,17451.49144,17164.83692,14789.95688,14730.07065,29087.52311,17504.96229,18144.00608,34096.55191,21006.90169,29508.19143,17850.60835,14624.55902,23590.90291,23447.66076,21727.51522,13808.46411,22939.82644,19106.16652,19470.5775,27101.03521,17402.66714,20061.7842,10937.7762,25709.04868,30478.67468,25398.40908,18911.49204,34535.47079,19415.63647,24316.93222,19677.97513,14193.95358,20842.10883,25558.35741,18683.52412,26692.71624,26184.26719,16534.92353,22089.86943,21791.76245,24656.6854,14890.27498,22738.59785,23480.41927,13748.47162,13863.07993,26291.4793,21144.5541,31441.72294,18890.01129,20654.79652,18358.99756,15851.71647,20611.89533,19891.01271,18877.88382,24959.93703,22043.88479,16937.74768,23286.60927,16571.21078,17317.92126,23933.02001,18685.31235,13665.17196,24672.30979,20010.44376,27697.55312,27807.58491,25146.21595,14762.64483,22197.96656,22801.1219,19540.95895,17579.04905,31183.15079,34545.55382,27912.44525,20197.27921,18742.45474,17742.00905,25307.24456,15168.64802,18456.67957,15819.06433,17746.41248,10692.81337,19267.31113,22421.91842,27728.88641,29395.47943,20424.78693,12034.10217,15785.4389,24187.99242,15619.95032,16773.99246,19852.05046,18501.35442,18966.46907,16599.25826,12183.35687,16537.43543,14229.34332,24698.27349,15021.2336,20563.76085,35826.44998,17220.88505,18730.1473,13148.77129,13882.5698,17934.90295,21759.39945,14161.02515,9198.661154
AA_1,2638.590676,4216.495868,4549.739965,2720.368105,4054.286598,7005.146641,7281.375697,4964.928316,4164.598492,6049.80003,3339.992591,3091.824853,4017.438937,4445.579338,4077.246378,4058.181322,6593.099701,3640.86346,3485.027941,4083.851086,3994.649649,8634.945906,5697.080018,4384.04104,4973.022135,6874.366357,2860.629046,3425.042678,6251.37643,4732.18834,8162.598715,3650.441284,5385.298129,2655.314441,3583.066882,10023.1936,3811.988257,2210.833518,3615.52356,5520.103115,5111.612911,4721.649572,5519.066723,4995.385616,6079.982534,6938.806715,4436.121199,6883.967278,5589.92164,4276.597388,5241.376193,3757.595128,4096.639456,4608.236507,2589.676017,6316.684493,3457.641804,3422.117488,5501.460912,3762.890559,2726.657171,2982.318226,2684.489366,3717.853089,5508.906922,4228.765985,3889.09897,5141.979649,5648.275672,4396.161715,5434.882789,2317.631798,3663.845625,2469.678377,3225.410762,6745.390894,5127.631565,5286.2697,3067.982797,3315.574544,4509.54268,5254.92741,6684.978296,3600.789546,4704.946956,2861.477749,4705.012309,5690.801241,3422.759585,5622.148772,7009.190273,3079.974661,3389.18505,2849.690057,4013.140358,3918.070795,7340.229535,5247.6868,4090.75766,8030.981743,2606.286307,4480.568229,3241.122785,4408.525511,2264.81056,3777.620767,3607.878396,2728.082294,3921.958227,3217.604522,4682.852801,5358.920266,4572.007494,5324.757804,6057.401895,2534.574985,4985.933822,3720.782115,3570.973873,3914.691631,3936.60964,3488.204589,6883.418842,3796.363279,6165.608275,3591.422394,3344.512972,2397.910884,4736.94911,7003.706174,5698.331298,7246.595948,4625.421988,5263.159065,2932.966508,5299.985505,5382.181839,3030.188378,7755.279292,5800.23927,10725.29123,4174.641355,6820.507644,3231.523743,4848.635264,2911.923827,4802.065943,6049.607651,3111.880692,2159.701883,2741.502142,4049.842634,7998.044309,7659.274819,5280.815699,3768.502822,2907.179656,6615.038614,3638.8643,3152.980758,3108.733649,3582.775916,3318.976704,5651.817681,3600.070402,5010.466586,1874.234525,4959.587794,4406.912852,3873.740388,5233.229684,4028.814257,3266.414177,4848.530633,3875.334998,6055.344684,7516.081687,3200.142791,1535.924318
DHA_0,36999.47135,33154.60598,38155.48352,24632.20045,31013.64078,52810.72979,36502.11253,34044.13571,32551.81469,35819.42765,34773.7486,35069.15555,35111.82084,35370.25508,28879.84312,31687.23336,33975.56897,27495.64947,29574.92639,33691.87923,24892.93981,36432.4187,34909.91882,34360.06703,38711.12941,48624.5476,29339.48969,31291.56433,25753.86318,32589.74792,36813.13905,46304.66283,36327.1083,29273.81747,30311.6416,48675.96113,38276.73261,20611.22494,34490.25033,33809.94682,27374.92192,32060.19156,37068.04599,30530.38786,32224.53206,55941.96731,35719.15811,33493.72619,39901.60599,31207.90215,42322.23998,32198.67997,33258.81716,42081.1494,28193.50981,57800.23307,33890.39608,24904.88445,29669.66422,27271.70246,28304.51355,27503.63104,24720.09323,26889.24036,21573.93359,39079.73364,29818.87721,35722.06436,29480.89856,32138.02842,47475.7387,28004.49484,35167.33906,25926.57706,25137.41431,27390.39884,33820.20861,34306.39698,29477.85846,38497.8742,35298.34272,32551.11322,36920.84271,40711.34581,27613.23645,29766.27123,37732.75295,39053.07405,39173.78066,36651.96757,36383.85705,28418.99142,33769.70113,23944.06739,23419.55826,36601.20315,41042.71586,37119.67536,56500.86888,46464.95812,28873.06393,28771.32754,35278.09022,31402.20647,31094.83355,30606.58701,27257.81842,27111.40629,30458.14576,33969.80164,32606.98332,38322.78591,31126.78957,30977.67981,34978.37754,28583.48507,34753.69775,34481.03435,32656.12581,46279.8124,30732.17829,33461.2337,40388.35658,34351.66648,36288.64937,31807.61266,23862.83725,21742.98208,35005.86012,29283.32658,41569.16457,34245.67768,35935.858,24958.54602,31950.63427,33132.39571,28712.36339,24363.02832,39733.75023,48421.12246,39792.3879,31464.24932,35780.312,31204.68345,32670.58492,25530.61686,27097.4968,32220.40652,28969.40586,27551.38637,33611.05754,30878.67555,43246.64151,38025.46647,26413.66991,28631.7726,33702.87334,33657.15459,28259.11527,24422.17639,40032.59644,27952.93903,30286.46189,25859.86472,24555.84005,27321.57076,19951.56609,36219.06982,32197.57934,42589.36932,50258.33494,24755.55381,28923.21614,21804.1918,18560.6594,23157.19826,36884.50272,28445.79939,23293.35348
DHA_1,7727.815122,7205.204902,9199.395839,4738.508338,8743.941892,10081.59187,12202.6829,7942.454956,9583.546518,9937.139461,9298.612247,8505.435514,7346.90423,10247.96626,5968.06969,8608.762902,8955.723397,6298.9955,5082.627818,7276.526222,4833.761579,6672.527403,7399.129519,8857.540727,7880.852286,8539.31341,4734.385579,5939.880742,6884.097276,7495.647363,10237.06909,6971.759633,8362.008755,6740.628843,6381.305842,10162.57872,9061.229875,6050.933037,6305.843246,6679.946487,6459.997184,4676.55306,9561.865088,5149.314461,9883.234333,11652.27444,11016.21897,6335.72403,8581.445826,9332.518433,6087.844858,9352.67535,7520.27185,9062.085328,5829.111532,12381.55007,6979.645369,5728.484133,6463.063345,6931.193067,8212.321001,6766.952061,3844.276569,7061.230937,5264.80797,4653.325617,6954.48183,11308.62959,4656.644889,4772.469127,9963.974454,6894.715963,9007.910307,7378.828961,5164.692586,7823.537627,10699.55441,8827.658377,9262.28646,7390.997259,11675.0519,5585.229408,11792.81423,8596.289753,8654.125464,5692.044647,10694.38623,11072.43932,6764.311357,9562.576996,9524.185278,7722.860165,6640.449671,5372.231851,4988.687955,8932.977068,7021.814164,9505.370036,8078.227194,11862.02524,7933.866759,5238.170234,6224.463854,8256.742206,8973.185348,7257.215504,7947.535746,6328.941922,7653.063405,5791.412325,10365.35594,11025.91794,4902.699526,5622.205136,9114.617979,6323.682494,8772.684563,7510.634706,7698.15239,8292.187196,9486.982888,6742.137439,6714.687328,6479.828021,8208.183712,8322.199174,6354.530261,6621.233149,7914.160137,7031.18794,7076.507029,9590.203805,15395.21076,7660.725747,5518.467378,6645.105574,7623.973324,5412.561288,6714.92037,10860.97644,15294.51387,7070.5541,9230.755772,6718.410234,8766.203002,4508.418357,4603.336037,5822.641528,4812.008883,3592.13636,5434.289461,9335.163888,6384.763322,13002.83924,7061.296505,6498.964164,7080.629421,6101.449271,5305.537047,6908.223197,5957.237287,8285.999751,6088.225142,6630.744916,5539.885671,6750.969878,3805.419928,7754.532434,7962.837864,8066.414263,11848.05474,5762.459621,5258.452114,5539.270429,7919.351093,6156.641865,7037.208542,5104.767089,3232.408252
LPS203_0,13526.32375,8697.108366,13887.96617,9340.174651,13257.78969,19950.60363,17088.5662,12518.92117,15111.35047,9560.608494,8779.502823,12995.22647,18909.68616,16252.56993,10202.23049,13920.17665,13830.20921,7990.26275,9757.712358,16801.83359,11049.40277,11665.49743,20527.18236,20504.51414,19053.3792,17372.86173,13376.86638,11223.43111,8598.844267,16001.40394,12468.6229,8631.651171,16114.85177,10789.72674,12558.51978,10725.78204,11827.2664,7687.82081,15167.33228,12257.6653,9138.755508,7919.496785,14012.46128,12851.15273,7217.395393,18506.44932,13850.37174,15228.14124,19598.80061,19404.91544,13186.90122,10092.74556,11569.53483,31505.41328,14569.93963,17400.94065,18327.39809,12782.77878,14566.34806,15034.36393,13664.097,11470.57558,11217.5256,14953.96312,6628.418074,21725.26283,20866.42844,15602.65549,13162.22894,9652.314585,18977.83585,6643.864448,11306.92777,14595.97598,11396.93005,10600.48387,14403.64554,14335.11114,12842.46779,13139.95406,19033.72028,10886.33489,12412.19207,9728.641626,11086.8393,15884.01836,18612.58033,18810.5394,23001.08812,26400.8273,19135.52874,7638.168843,16872.70759,12887.22407,11066.66403,19582.06859,10057.06132,18236.64744,20012.13774,15926.69085,13061.94772,14912.68791,14322.52982,14174.04827,8910.327318,17736.72419,17815.06043,14325.31196,18057.62326,16003.84044,13026.57477,16291.50334,27401.48298,12017.78594,6892.207152,18900.55245,15295.50707,13324.45331,17592.42321,20288.0033,13590.01119,14854.83239,19851.0842,20988.28157,20080.75071,11218.86417,13158.85981,9600.18113,16217.15363,13817.47424,15360.29503,17165.30981,25944.77511,19971.53037,16807.79052,12384.08025,19020.79442,14884.30825,20883.35772,14878.01118,17203.21135,16295.92533,12321.06036,19199.46028,14712.75343,11401.50529,10266.63764,12498.50547,15487.08465,19259.69337,13680.63942,10083.83782,20743.23351,17317.27898,12097.98772,17097.65212,26753.63867,14671.00692,11431.02221,11781.43557,9927.939746,9790.543023,18503.1232,19510.07385,16113.04113,10681.53009,8262.008909,11624.88508,19156.67615,20122.05993,26652.52167,13100.76256,12636.11375,13228.02874,7827.455124,13137.35553,18339.64834,14614.22126,12267.30493
LPS203_1,6576.393944,6768.961698,6131.615129,0,0,0,8498.350268,0,8954.094375,0,6849.374128,8217.190124,0,0,0,0,0,4103.88093,6483.654065,6102.733837,4818.386564,0,5794.358522,5670.317008,7035.785181,0,0,4155.964977,11488.22254,6831.806863,0,0,0,0,3978.629863,0,6966.892397,4219.547091,4404.020846,0,0,4343.111591,6963.308347,7659.351623,0,12767.76695,13079.20224,0,0,0,0,0,14253.6515,0,8735.608939,0,0,10760.1627,5267.003356,4827.388547,0,5927.564917,0,5292.914971,0,5373.600082,4972.408108,0,0,5051.339205,9403.730846,0,5549.747165,0,0,5495.048827,11100.56498,7681.875495,4236.958098,6234.557116,11217.55068,5102.793958,0,8916.602744,0,4315.589126,5636.604642,5528.341693,0,7423.119619,0,0,4622.694431,6333.682181,4356.732134,7027.313553,6369.458268,4717.206349,0,0,4456.784402,11311.31508,0,0,5075.26566,9795.532929,6877.10406,5928.271137,0,6485.6598,0,0,0,5650.505253,0,5249.139831,5730.342592,0,4912.543065,6466.105421,0,0,0,5639.814274,0,7218.306614,0,4973.165589,0,4974.360672,0,0,0,7040.08548,0,0,4742.643471,4559.42663,0,9959.424204,10753.48493,9324.371246,6081.197089,6787.27479,6900.827976,9412.131726,0,5605.154947,4603.507469,10164.79178,6351.472837,0,0,0,5592.099052,5594.003727,5370.704,6997.910286,9868.382334,0,5033.989687,6450.343452,0,4799.821678,7473.780226,0,3801.80746,0,8934.664151,12653.06556,8192.861469,4238.437337,6342.259067,4666.548769,0,4358.354675,16102.15945,4949.118302,6742.80609
LPS203_2,0,0,0,0,0,0,7900.608314,0,0,0,0,0,0,0,5823.779451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4837.189005,0,0,0,0,0,0,0,4450.14622,0,0,0,5386.197792,0,4451.836971,0,0,4535.535432,0,3937.425478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4921.433714,0,0,0,0,0,12636.17048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4517.472639,0,0,0,0,0,0,4187.531724,0,0,0,5483.774572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ST204_0,83091.3727,65534.37065,75180.00269,61683.47207,70815.76725,96167.13657,91071.50497,50426.04214,76110.62383,63134.29279,80059.79239,66535.73182,56383.43619,81967.84059,45087.12673,71004.52414,65899.86279,50264.66866,68451.08835,70828.75002,44171.96893,62708.13389,82541.14924,66786.17858,75232.08956,81229.73186,74072.14043,55047.61678,78232.07591,96205.39837,90438.60045,62324.23314,70475.09085,48278.54552,52277.17652,63956.14313,74151.46733,69829.39281,59185.8389,56758.94445,58383.06679,54828.68875,82392.48674,53399.74431,72250.52836,103273.8265,81514.83644,76247.03048,93949.11974,54113.89469,87642.73631,78375.66558,86529.88513,89708.0494,87959.13792,105889.6201,84340.21642,72433.56339,63615.98172,47915.80134,70119.84467,51410.95125,49075.01044,70031.35734,48549.06611,56768.04987,97509.32241,66927.20494,46444.68225,41439.4455,102010.3969,41784.85357,86631.31568,44527.65089,46867.18735,55177.62854,58104.27968,96343.48439,56411.27412,52951.34523,82695.09581,53388.30272,76301.47186,69671.63148,50775.00773,51285.4561,64583.71848,54238.18276,87945.59135,114315.7195,68432.70084,47735.26052,69840.62589,39351.53005,63013.86949,79852.36323,62072.3299,59141.71331,88451.0471,72905.81106,71865.66718,84063.20389,70805.62127,73927.69194,61342.81626,60635.30027,48347.79509,41084.18816,91253.6021,64918.03261,51423.50633,94181.61015,73641.79016,68384.17377,51340.46985,57347.96089,59951.93766,67397.95312,79630.2762,57532.55467,56715.98144,58404.18464,83365.90371,96456.95952,62618.42361,74308.83324,52185.17129,51420.70194,68527.25977,54655.18607,88274.21008,79966.51969,111565.5264,74452.27392,71284.57899,62636.45485,53558.37978,53040.43972,81896.06473,87059.00053,123013.978,59470.51125,83671.2509,72938.26886,66375.45602,45689.21353,58071.86759,52427.5705,56315.52922,61258.57103,67276.16334,58282.24901,79970.55913,108625.2319,46081.56875,52123.79563,84520.33961,61927.38401,61020.8794,53772.28234,60875.67574,38458.59339,51974.37959,33943.14297,57448.61883,46538.85521,39783.53759,49614.38211,97173.48456,63849.63023,115926.6883,53833.3417,49183.47299,47390.29149,42016.4582,38794.5852,83493.28361,76286.4268,36445.8891
ST204_1,11747.92977,16876.04334,25524.45495,14128.52435,12565.16631,18999.03321,19788.28172,11819.29318,11890.73105,14959.86487,18929.29299,9597.502054,12967.89615,30569.06829,6361.666817,16988.33238,13930.27452,6212.43684,8922.035281,13017.83248,7676.006702,17675.50795,22693.57421,11202.42453,11472.76142,17064.59679,19688.13053,10679.64322,19278.02698,22238.17484,23272.11631,17757.03069,14714.95383,10114.68565,14433.86084,25561.72936,24765.76937,18346.85424,12896.23371,13222.24124,15602.37903,8228.732499,25798.21098,15498.14068,27310.65601,20984.22699,19514.01656,16886.3031,25094.13477,17490.04711,20270.41431,16099.02302,22805.95728,26261.43816,13895.23102,16166.19278,20401.96513,13739.6896,13118.55341,18909.862,18599.489,14240.50611,7360.140535,13288.52626,8778.77701,15944.0224,27202.80355,17915.98339,15195.43032,7571.827781,22966.4522,8934.828676,18217.39149,6539.718412,13608.64189,13053.75206,14793.89369,15641.91517,13220.68693,11529.7093,21689.87262,12088.7525,25043.87122,23957.32205,11627.76013,17113.38751,18154.6155,9949.554118,17408.47003,37801.03521,21449.56468,6890.709909,18752.63225,9919.21477,11169.82579,20334.80965,20664.00128,13959.07868,26559.42098,15051.14192,21818.99419,21635.6689,10613.76731,13466.85557,9144.097088,17836.36491,17143.09736,14784.59552,16765.50511,20382.09621,14721.73192,15830.30616,21182.83875,19794.06619,13084.77612,14331.18702,12231.25519,16128.2911,13680.97597,13722.58369,9789.304164,19011.76066,15040.19162,13448.37122,14254.21258,15076.04492,9596.222462,10904.47747,15877.24388,17708.75428,14469.05681,22148.69447,33463.60522,10980.05845,19392.37466,14248.56408,13419.87756,11402.90354,36310.23325,35599.84493,32992.10693,15157.65877,17269.98232,9071.642196,13506.02611,15519.68457,6981.613899,16490.62402,19839.75837,15225.99019,19076.79722,17568.74842,23948.64378,29054.16529,6206.115518,10022.05633,18101.35501,12336.80664,23373.08187,18773.99502,15072.86406,22850.94941,17903.15899,11297.45133,11192.33995,7276.450448,11195.87206,12500.63779,22375.48508,23403.71874,25559.84256,10879.88613,13699.46491,19287.95862,5358.794859,9155.270799,26017.45641,23276.60612,8208.570106
ST204_2,5762.759036,0,6003.356826,0,0,0,0,0,0,0,0,0,5647.238254,0,0,0,0,0,0,0,0,0,0,4475.756574,0,0,0,0,0,0,0,0,0,4067.443042,9266.59958,0,0,0,0,0,0,0,0,4414.079438,0,0,0,0,7951.07847,5390.288413,0,4928.162519,0,0,0,0,0,0,0,0,5181.059946,0,0,4261.989615,3946.101418,0,0,0,0,0,0,4048.278808,0,0,0,0,0,0,0,4936.004318,0,0,0,0,0,5710.096423,0,0,0,6362.197465,0,4798.686787,0,0,4005.303955,0,0,0,0,0,4619.522477,0,0,7454.024065,0,0,0,0,0,0,0,9070.071119,0,0,0,0,0,0,0,6552.248722,0,0,0,0,0,0,0,4022.960748,0,0,5914.661734,0,10547.99536,0,0,0,0,3621.617095,8096.935924,0,0,0,7826.20777,0,0,0,0,0,0,0,0,0,0,0,0,3916.846566,4244.40785,0,0,0,0,0,0,0,0,4704.234235,3595.777582,0,0,0,7953.539723,0,5129.433994,0,3977.279194,0,0,0,0
CerP285_0,13537.46945,14603.69863,23678.51257,19370.58053,15732.37721,18412.16389,11848.85571,15721.18927,25625.83376,13636.13708,15986.96026,8968.156571,11859.32729,17511.39341,12708.60528,16706.39794,11348.65966,17737.49654,19632.63473,15565.3791,12729.06793,15149.96738,16526.42899,12125.75128,23069.46785,29682.60414,18152.99459,17102.65058,7788.545832,13225.94798,16799.24702,16362.25235,18536.38426,16918.40001,16508.43078,16551.60084,26340.34908,12032.01094,13352.50237,20788.63873,21347.66006,11402.04326,17223.26846,13995.03473,23419.23863,20489.39946,16143.03432,18544.49157,25226.78569,12211.01549,21387.13288,25478.39764,17327.45033,20427.08878,14735.90396,16948.20694,16089.67927,20597.36926,15025.49835,16958.595,18881.7723,14710.92026,16820.92408,18477.90586,17730.72373,21377.13772,16155.7174,22704.93106,15201.97516,24697.78412,37886.73556,28579.59556,18330.86052,16211.43667,12526.74433,29155.66692,21599.18623,24371.09173,30333.06663,25417.00191,29147.5051,21510.78862,21844.80324,31002.44555,24048.61197,16114.9885,24407.25144,24066.71548,18818.1592,28122.99656,22060.31433,21898.10951,20460.42653,16490.56185,17283.11535,19909.91679,20853.76178,11282.02544,20092.93808,16056.81529,13472.3744,16612.65165,18093.14546,17160.44347,13966.69744,23143.94417,23899.21501,14874.18446,19619.04071,10292.39815,26153.71857,21263.61281,27275.85405,16689.35465,22203.44698,14761.23591,19219.00783,16547.7406,16098.70688,24046.48341,17701.41374,20214.03755,21923.93221,24193.08324,22802.91622,16925.36913,13181.70894,15338.29058,25686.6438,16912.41154,13672.15586,27519.79529,24702.2024,18437.4083,20748.58418,24390.08046,16842.49355,20070.78378,21257.61977,26767.69982,25406.69035,15687.63853,18737.69075,19933.59391,20583.61114,18973.35402,17591.21233,16081.31102,16471.59328,11506.17292,25415.69385,11413.51116,18992.88466,36018.05437,13794.04417,18027.12387,18040.52579,21155.69537,18531.85169,20564.52299,29688.88858,14919.41156,11740.45479,17415.28051,13178.96619,11985.49527,15893.54478,23171.88849,12055.1381,11716.77222,37179.04662,17648.37294,26132.98123,21228.22969,35134.14258,24200.44472,27342.29973,16496.89345,22994.15801
CerP285_1,5392.890132,6535.672733,0,7965.926004,0,0,7871.302403,7167.469758,6819.831545,0,0,0,0,6663.117636,7615.866668,6067.665128,0,7126.856482,6233.782216,0,6203.28616,0,6161.301147,6804.846559,0,8074.17785,9465.534869,4823.96126,0,0,7742.078517,0,0,0,6332.879879,0,10615.22777,5633.6894,4480.448809,5112.702306,0,3756.428832,0,0,15859.23906,8948.958715,0,0,8314.01108,4458.949898,7846.143236,13427.81424,9421.002506,10219.8008,4473.293051,10299.21734,7374.36297,7530.075011,7424.923113,4923.504824,5472.576875,0,5676.893322,6418.48034,6375.616562,5164.205262,0,5936.321937,4674.653635,4628.306533,10545.85321,9333.77354,0,0,0,7183.236273,10710.69287,7198.325131,4497.665877,8281.059778,6930.970156,7951.66944,6533.65567,7662.184002,6654.141367,0,0,9114.656163,6527.170358,0,8944.393265,5406.067228,12004.85252,4919.510923,4079.60002,0,0,5259.394391,6515.478039,0,7438.542802,0,5302.111742,0,4170.67573,0,11225.60988,3886.422212,5465.087367,5154.583011,9505.85868,13732.97586,0,0,0,5122.217622,0,0,5427.809209,6657.822813,7953.625673,6443.894645,0,12632.32902,6248.645207,7310.121726,5443.668573,6026.888325,8873.301719,6247.760039,8586.177241,0,0,0,7086.367898,7987.881855,4948.005861,5965.767947,9441.627668,18260.52241,0,4183.343058,0,6761.18173,6079.434822,4510.755669,6322.949536,5010.214773,6595.96626,0,0,0,7328.447489,0,0,4358.532356,8176.565899,8138.208654,6348.924058,5711.994672,8434.857692,6613.359804,0,0,0,9401.7846,4470.806876,8061.621375,0,6378.226415,7968.594887,4643.660605,6677.571222,4334.379015,6578.39483,0,0,6111.576471,5132.015008
LPIO170_0,15701.97835,14749.18345,18942.06013,15212.52961,23549.99776,24177.13376,23193.65005,27238.61841,21523.38637,28082.87772,16670.74483,26979.99006,22805.48637,20790.98405,14626.38691,19107.74892,21920.87132,12228.24756,14527.0118,21584.58797,17835.40178,26840.79884,17845.99311,23627.18362,20160.9564,11992.73722,22234.11269,15067.6445,14385.41397,19884.82702,24898.71591,27746.41057,30322.44168,16527.17712,21411.25634,21429.96708,21788.1716,17200.00086,16051.82287,16105.95279,21791.29894,14198.9562,24147.38996,15284.41576,19311.00882,33175.54286,18456.81665,25411.39677,31508.24225,17055.38559,19892.02535,25541.69052,22672.97408,24975.69522,28671.52134,36337.55153,22370.58498,16443.64406,14075.07087,18189.94697,19857.26961,17550.73921,22874.03969,19946.55385,18111.23683,25944.19251,22492.28802,36225.12418,11803.41954,21863.51114,30886.02949,20006.74126,20643.73392,16612.04913,18162.48465,34448.9168,23497.7033,23136.21979,22378.62747,31794.26114,31029.18992,17000.77206,29453.96913,23561.26689,21442.7782,29634.4116,40583.68922,26328.88444,25077.99682,41287.69859,28652.14958,24000.39283,21591.0484,16684.70288,19944.07593,29436.44109,23676.90509,16092.36916,43006.67951,34005.21773,28017.4932,24145.16347,15790.81216,23388.34639,26980.74244,17624.37912,23853.39079,16074.83522,33085.85937,23773.8861,15606.57379,25760.89295,30965.55679,18228.78191,31767.88469,17749.64639,22619.61223,23727.34121,24411.66294,26287.39383,22769.96155,14858.88015,35968.22041,27531.87522,22257.63268,29078.43682,18056.5058,21208.92401,43410.78448,21663.82556,30965.22426,32239.11063,31076.82085,30705.63722,27692.67978,31676.70962,20443.40242,17902.91601,29972.5475,39008.27753,41816.79159,19323.48745,26299.80801,19763.50081,30678.9615,19464.81067,19944.60408,17850.76549,21074.58231,20501.33716,19975.04198,21356.69804,27737.51781,32706.0394,16930.63335,15482.85524,20228.95236,27394.82998,25791.79795,27968.39217,22855.05077,21529.76785,20079.13339,19864.02694,17253.71503,25477.36523,19827.01009,43088.66271,17508.23726,19614.46515,36652.20284,18571.31594,38941.03099,24498.97556,13262.55687,22855.69336,31264.97984,23697.17819,26346.64595
