Measurements/Samples, Spot 238812, Spot 238813, Spot 238814, Spot 238815, Spot 238816, Spot 238817, Spot 238818, Spot 238819, Spot 238820, Spot 238821, Spot 238822, Spot 238823, Spot 238824, Spot 238825, Spot 238826, Spot 238827, Spot 238828, Spot 238864, Spot 238865, Spot 238866, Spot 238867, Spot 238868, Spot 238869, Spot 238871, Spot 238873, Spot 238875, Spot 238877, Spot 238878, Spot 238879, Spot 238880, Spot 238881, Spot 238882, Spot 238883, Spot 238884, Spot 238885, Spot 238886, Spot 238887, Spot 238892, Spot 238893, Spot 238894, Spot 238895, Spot 238896, Spot 238897, Spot 238898, Spot 238899, Spot 238929, Spot 238930, Spot 238931, Spot 238932, Spot 238933, Spot 238934, Spot 238935, Spot 238936, Spot 238937, Spot 238939, Spot 238944, Spot 238949, Spot 238970, Spot 238971, Spot 238972, Spot 238973, Spot 239001, Spot 239002, Spot 239003, Spot 239004, Spot 239005, Spot 239006, Spot 239007, Spot 239008, Spot 239048, Spot 239049, Spot 239050, Spot 239051, Spot 239076, Spot 239077, Spot 239078, Spot 239128, Spot 239129, Spot 239130, Spot 239154, Spot 239210, Spot 239211, Spot 239233, Spot 239234, Spot 239293, Spot 239294, Spot 239295, Spot 239378, Spot 239379, Spot 239380, Spot 239465, Spot 239466, Spot 239467, Spot 239554, Spot 239555, Spot 239556, Spot 239645, Spot 239646, Spot 239736, Spot 239737, Spot 239831, Spot 239832, Spot 239926, Spot 239927, Spot 240023, Spot 240024, Spot 240122, Spot 240123, Spot 240124, Spot 240224, Spot 240327, Spot 240328, Spot 240432, Spot 240433, Spot 240538, Spot 240646, Spot 240756, Spot 240757, Spot 240869, Spot 240982, Spot 241096, Spot 241212, Spot 241328, Spot 241329, Spot 241446, Spot 241564, Spot 241565
PA362_0,326192.2556,309597.8443,224584.1247,211496.5109,336898.7136,283716.733,303429.1067,226756.5724,217648.9521,211174.1861,231563.5879,254273.6363,421737.2044,265530.1011,221104.5963,246973.5059,198106.6445,214668.2472,245296.6303,240714.7545,273460.511,312984.7361,134517.6897,249142.3085,169033.0196,218282.953,232105.9315,160334.1418,248228.5467,224428.7243,251109.2392,174822.8128,217026.7971,403513.2011,211599.6325,237809.2509,225047.0132,170184.1438,190686.5394,148888.625,188742.2208,222657.3704,268072.1914,246100.9917,159417.05,276048.8038,239769.0957,192106.2018,251378.8244,214401.348,250794.0262,303083.7945,249515.6512,209848.8532,237171.9774,201827.8088,133684.824,180299.5394,168083.5605,164708.5218,225793.1523,171887.9459,195052.6141,312287.2841,176628.7233,254667.6627,297819.7755,267529.8117,229022.946,227789.6581,186985.4549,199695.3345,252247.7231,181369.0265,379763.285,239477.8027,270337.8603,180045.3966,221754.9259,233052.7764,239942.651,201618.3635,181979.9691,183379.4193,271200.6851,304755.4368,286366.5912,195470.3541,255534.1796,284046.6398,192497.5326,361129.4359,301061.7306,252282.732,241828.6544,249080.7869,199354.7855,226563.1421,299504.2786,249828.9801,271062.7745,269919.8483,269726.594,420499.1188,213698.5564,215233.1371,257482.4199,326105.6341,240100.6585,221845.3164,300912.7044,443188.1116,221785.6316,387447.1618,245290.9621,322188.455,248699.1474,261569.5669,248855.0443,275299.5255,215915.9942,318289.9281,282091.107,249690.1192,371319.6905,374377.7149,361183.81
PA362_1,255218.3349,303554.8649,111367.5876,86270.60064,158642.2904,93004.94164,147978.2801,152310.821,180764.7374,182113.7175,136655.4028,147903.917,261973.7802,108367.0855,124349.1115,135770.6651,93899.23459,126782.4681,133817.4696,147858.4961,119057.6199,156504.5138,80795.37821,147845.2962,121247.7248,123181.344,119702.7153,85574.77574,135884.9855,130361.2725,144708.2476,99234.76331,150926.7787,256653.5003,118433.9948,131791.1,137722.3254,94537.49342,115842.0682,93906.93312,106870.6075,156484.7604,153167.3923,133310.42,195562.1915,169366.1376,132535.9352,116256.8326,150939.8542,108092.8837,146312.3459,134474.0947,138774.4126,129059.185,120310.7336,115163.3,149593.9613,96380.03439,102849.5915,89469.31623,105581.3613,81163.00543,111843.8257,290491.9431,91656.06054,161820.4243,141841.5457,152943.7324,116058.6586,118729.9432,86691.54673,126855.8693,143107.6204,131734.5299,200476.7173,111690.9487,164071.2376,122644.2148,120006.134,162623.347,160684.7529,127933.2894,90768.26483,89699.58677,111057.0555,191834.467,165934.9936,150774.3103,133532.1122,151447.0051,83607.42729,272442.1931,162599.2944,150012.9799,154275.4391,155146.5024,100980.4067,113420.7023,205229.4279,143576.7216,139945.1747,174245.2468,135123.0659,164717.8618,106044.8716,147143.2668,141491.1665,157890.0586,113161.3334,118884.7212,139568.0992,252870.4467,119652.9902,206430.5743,132338.5284,173340.9182,135014.0509,189527.9899,131457.8829,161242.2818,109136.1825,191253.2624,138692.0387,153925.5974,206411.2212,236085.5817,169593.6714
PA361_0,322342.1891,131703.3238,101271.2139,104291.8643,251088.1686,175159.771,121259.8168,175404.9018,176655.5587,92057.86033,177138.8709,146683.1557,197064.619,117048.398,133207.9681,122160.7631,119505.3365,143672.9416,135879.7375,144095.3254,177237.8359,231928.6322,180360.5365,139141.1849,186305.8932,234000.9355,119993.8149,99491.09751,151439.7967,120827.0961,83795.13595,137580.7232,171428.2219,176017.2324,162729.9985,138915.3785,105555.5809,103246.9603,170993.5712,87006.79987,110931.0242,161686.7727,162533.8027,128908.5001,100715.9441,162272.7171,114028.0751,164360.3172,140408.6285,150170.8976,152010.0274,168292.5966,126899.6011,98044.82148,133103.6956,122171.0029,106600.1036,92248.06353,68531.70208,131075.7325,105678.2468,127288.9875,69187.4392,155685.0425,109925.0381,139315.7205,127985.1139,160182.2903,96860.62928,118293.1946,178382.8929,141307.7217,144949.702,126270.0703,246097.0515,115610.0988,169161.74,80649.359,167243.552,195965.647,170461.6162,168531.9979,83061.0383,139000.833,118522.8639,174546.7844,188896.3533,160149.4543,128424.2264,115650.7173,90716.50485,146211.3616,152534.9989,127238.3727,126073.0553,232037.3132,71191.54817,120794.7905,204342.7851,148515.7686,112978.5589,175636.2731,135759.6877,191273.757,101533.1471,190871.2112,90963.27318,103973.4671,82978.10966,92564.50085,102491.7094,237978.065,97865.92936,201827.5549,110377.5384,122515.355,88150.8958,215494.2132,105830.2479,175478.165,97498.75793,162812.7313,124909.1625,155471.0571,146595.2486,181904.8091,198569.8855
PA361_1,85335.24116,108770.9469,67209.472,66690.61901,130156.0586,55083.05396,93485.32412,87065.80823,86244.09313,79546.60513,73400.56929,103668.056,194429.9679,83616.40438,78122.52226,108801.1224,67780.92989,115426.2209,76756.32518,62126.44383,79064.96906,97563.23937,118554.7835,89095.48452,56235.27679,144838.8483,91218.38584,50127.54242,117117.742,152676.6647,53654.34724,68051.21121,81870.09035,127597.8988,64029.74222,70732.85549,60570.72517,67538.24212,43857.23173,68021.91474,72649.06895,63545.95471,72693.85334,68953.71649,109434.698,86550.95033,70985.78032,63062.01811,86000.96715,85466.94683,80032.56641,117530.1554,64928.50604,52186.59154,66720.84727,88098.03897,45002.12891,58153.70823,63161.49804,77179.14919,47677.3606,87421.51795,46111.25548,128803.9318,75644.01428,83006.26376,81617.79814,69674.42474,82372.05029,73592.34549,80879.53276,80419.22498,154937.8792,77796.90396,144189.9382,59056.27079,66810.75353,89794.92768,75196.29001,77255.13948,77425.88471,73671.67638,79282.69055,48316.42164,59325.0103,94511.93336,94661.2682,56645.07616,76478.72971,73319.18361,42943.40665,98816.35835,83284.72714,122916.6337,80918.273,92853.48536,49001.72207,56545.38723,104548.7809,94848.56522,100593.4665,119731.7823,82693.5663,90976.86636,69755.84976,86447.86447,67082.74019,85059.02937,62961.15063,50776.21989,74325.87512,150597.1364,61384.70466,124168.8898,76902.92247,81851.12741,75909.08097,74797.35065,83311.5433,66709.85042,53709.93163,110003.0026,97108.06021,74651.84843,97972.54904,98758.22514,130762.853
PA361_2,32839.53754,0,19459.73398,14214.46624,22315.83657,18015.29823,17150.73978,17555.44046,12051.98591,14782.26748,16807.41873,33287.05293,0,28579.86933,18915.55884,16239.44417,20921.71978,29186.17165,30362.37909,31883.92148,21040.98482,57208.31502,23616.22397,16142.56745,11841.3689,22696.73955,30921.47339,13995.89732,19403.01708,18299.55889,23193.78083,22416.78981,16583.60071,24577.87677,12114.04601,14106.78314,12956.73795,10551.77726,16908.92631,8925.878457,0,17051.45831,18692.32086,33548.03116,19059.91427,38573.83594,17931.85241,25369.49025,18647.78692,18991.14835,18365.11813,16749.87697,19171.87632,22835.7138,27062.20526,22927.74269,10411.13504,8940.558326,22364.89233,10627.93,13493.93125,14556.27704,16724.82191,32669.49242,0,17863.66761,20675.04879,23019.14944,15946.72606,32190.77796,13728.39917,16350.63282,17515.16938,0,63412.68641,12164.32072,17679.05571,0,17246.81468,23529.90562,0,22818.71314,12876.09723,12554.70539,14726.84342,51895.04369,21986.90879,12297.18128,17176.24572,17929.3097,15842.68032,25374.02934,38769.29176,15724.0326,13448.87282,14209.12088,13005.65045,11319.58182,23532.09349,21149.07676,27816.47196,25725.42606,36809.94581,26998.87591,26076.03721,14418.55181,19467.05646,19220.80858,11292.49509,26802.23799,24316.23036,0,18585.47422,30403.6464,17351.03814,38230.27396,10873.96266,17978.80749,15633.86638,16179.01352,23039.43843,16051.69691,31618.30474,17117.91793,19277.0675,31016.81331,25269.15268
CerPEd381_0,148937.4991,79492.98566,68141.65712,66503.94417,113390.1987,75544.65809,91531.14353,66824.27989,106986.4346,63548.49734,82117.6699,92674.66817,91453.49689,63162.48136,80541.44839,113831.4777,96283.61575,40733.0071,54368.36211,81675.15812,86687.1678,127307.4016,34515.10463,102011.7783,42988.14819,54299.72199,40582.81322,26689.70722,75813.0134,53748.00368,58461.90741,65599.89505,73507.96255,138374.0459,39439.26226,90067.42832,63940.00555,60023.77589,111620.3443,63074.52879,50988.83967,61171.7135,67309.6074,60130.56364,78672.57965,96803.0954,52437.31585,47766.5166,54254.43529,49837.95559,58033.91254,68080.49081,82117.3998,54700.29065,62869.33782,104704.9391,42712.64485,46767.10404,46548.38144,42974.57592,69736.76044,51828.64177,56200.99187,66246.61008,68219.52067,83875.42621,67590.82852,54129.43697,79496.98669,79971.79392,43067.83746,112592.1047,116302.1634,38663.77884,118770.962,43904.88614,85648.91521,45196.87881,45643.91367,54258.12589,99438.65029,73258.34986,41030.37116,46449.59795,62631.26061,52798.60881,85769.85255,69506.59876,70777.1358,86047.09962,48707.66923,87312.76695,79218.96431,75031.04697,52768.78796,69930.37901,52537.70718,79950.45948,90663.08175,109160.6908,100240.0121,104187.952,89119.62313,115270.0906,64991.59447,79674.44394,98879.04079,112923.3779,81183.36047,53958.57267,83174.28867,150637.33,53981.0447,151682.5512,81318.0779,93600.89457,79478.24515,93087.15446,67857.03439,81335.51606,77952.75065,112545.8283,103451.9671,77110.5845,117699.9571,111439.0237,97374.94948
CerPEd381_1,43614.37161,39295.00377,23730.73696,29541.17623,39947.2866,0,30429.11001,23437.07283,25372.49275,34574.27748,55151.3579,35309.16355,44870.66563,0,25178.85118,37458.07489,41496.69632,22132.9713,27679.34908,32708.77907,0,36399.28256,0,28674.80282,24051.24168,24198.09029,30342.59281,0,42142.67391,27616.46001,34674.95839,27951.6615,40724.89895,59290.29892,28344.65999,63369.90478,24869.94305,22146.93261,24020.10629,21225.67806,27306.5122,53888.26316,25884.65936,40401.77531,0,43600.10359,23456.12216,23732.06151,29795.60242,26134.59379,0,34684.50184,0,19530.17001,34266.12347,46939.14861,17208.62361,16349.49405,16984.002,18627.29882,30136.03298,24736.32571,0,29557.01873,0,33479.20768,32787.67488,35887.93182,24705.62443,32276.70054,27495.1202,0,36682.30303,0,29080.05211,0,34234.61662,0,0,22056.46635,42291.02498,32994.42431,0,23324.72961,23793.04313,32196.70377,35026.22121,17228.22857,31918.61485,42863.45686,22107.97336,33266.64887,34422.45298,25021.30662,24003.86919,36195.15785,21439.87808,41340.76001,43096.7571,52737.92161,55566.59346,62388.84912,39464.22665,43100.47721,25944.71615,32821.8449,28983.75896,33073.32486,36516.38754,26970.62497,64848.968,59125.32618,28992.89802,61608.81386,36007.89642,44432.42462,32444.77159,46839.67928,44549.70893,41516.48888,35208.2429,29544.23694,41790.55324,24946.3347,59705.31033,66654.01436,44833.16922
CerPEd381_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16451.93782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14020.68944,0,0,32134.12959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13987.9837,26860.48607,0,0,0,0,0,0,0,0,0,0,0,0,0,12108.1193,0,0,0,0,0,0,0,10825.78144,0,0,0,0,0,0
PE341_0,0,39520.94205,28391.80902,29361.80685,0,0,26808.26958,27492.27077,21618.22998,24747.08068,32080.83613,37395.11241,45516.32144,17486.82109,28818.87479,43462.16954,42399.9298,29628.77352,29963.96843,0,25585.00659,49950.2171,17298.11926,47225.69657,0,31863.1807,23204.51594,0,28387.19632,27605.59557,32417.50828,21965.18156,30933.27959,60456.98952,0,17817.14754,20856.12748,19964.11388,23543.30372,20825.81606,24816.8735,25307.25314,27202.1753,22972.58078,0,43436.68078,29253.75144,19607.52779,26105.43801,34278.52952,33669.44318,28420.11629,23294.10153,20529.62465,26160.41756,40488.00072,12693.77806,0,15062.24417,30082.87714,26835.22288,24503.48645,26792.1091,42872.35344,0,28828.20577,44284.01529,32442.7696,19455.2267,38941.56933,22689.39693,0,23749.96489,34380.88861,42654.44861,26379.61687,34730.5364,23631.62192,22301.88797,30687.51379,30261.78415,29595.50929,23862.06765,0,30617.78472,33299.5088,27529.09106,21051.64715,27656.98017,39920.13031,16984.57779,29756.42399,27730.62236,28203.61309,25421.46367,38142.66396,19840.46579,21982.91905,35867.37551,34232.37493,34370.79877,34192.77897,31892.02662,53275.61736,15977.90171,23199.02041,20268.99415,29946.8165,20605.29099,31705.43802,30272.75938,51845.59555,34467.55471,34556.39921,27471.58586,33338.1697,33370.31566,0,33447.85885,30930.54986,27857.06727,21462.76315,33355.8324,25415.67576,34576.89759,54661.59872,43518.51885
PE341_1,0,0,18975.69469,24492.44621,0,22750.85853,27468.50179,35759.70855,26806.07984,30760.75973,26940.37389,26743.74404,33615.72522,25372.38505,24748.03873,22060.0456,22446.39558,37349.21897,31063.17411,24452.54909,31183.39404,61369.26917,22999.15463,25139.92162,28204.99524,0,0,0,24779.28662,29021.89947,24255.47466,25712.44801,27935.86274,37579.48938,28658.8325,22572.36463,23911.18987,0,0,14862.5969,26532.79211,28502.66167,35418.16357,20133.59525,0,26720.36866,23250.2795,18386.93,16915.75343,30591.30003,23443.09269,27774.2392,32198.23383,26889.73565,26331.52923,28761.29985,23627.1529,14238.05875,19725.22315,24261.08696,25993.85199,0,19953.15304,33622.46622,0,31476.62017,25650.53663,26082.03117,33757.5541,25841.26873,20551.63618,26037.48923,45784.18434,0,50213.56943,20186.96625,21800.50123,0,0,24040.80669,34518.73217,20878.57664,0,18365.47068,17926.86953,31782.02521,29528.71333,0,29935.03595,28888.8745,20602.49814,0,21380.13845,21292.08926,20293.47662,35541.51033,23474.02871,23540.04381,33755.77886,35257.8111,0,30995.5341,30860.19702,31463.64033,15474.31936,19903.29753,29625.08075,37639.10629,18416.96853,21163.80711,26686.50653,51835.82091,23178.70264,42573.74584,32884.54175,38893.38287,0,25559.2324,36088.42464,27715.10228,28033.70585,25478.81614,27588.38466,26021.44373,43574.12596,46437.45283,45962.693
PE340_0,33348.82465,29076.74941,23781.57865,21476.38625,43882.34832,17309.53511,22563.27066,20722.21284,26097.66812,16761.95087,18104.8801,51940.81198,38334.10371,21224.18889,31117.24339,22749.22425,19681.88555,21274.97198,24502.6462,21992.53974,20065.21507,26295.77155,12016.41809,29007.41167,14152.00429,0,16089.02406,14875.21363,28887.79904,19621.68896,20660.02478,19376.6683,21745.90443,43138.0705,16168.60467,29022.13407,24440.47728,14208.61902,20681.55774,21295.82839,21556.05804,23788.09428,20398.56145,15275.45975,23138.44792,33620.83296,0,19813.32908,16171.41661,24704.68414,28245.33883,23000.0399,21150.10752,36100.21256,26637.09541,21983.59482,13802.51509,19792.63486,16286.13454,16852.93502,22897.58077,14749.12662,16490.21504,33326.59013,0,28783.38019,33795.37456,27700.03944,19509.1313,20185.352,16600.64876,27850.6206,25918.65165,18111.93534,29818.32424,14669.31929,21924.64215,17596.90429,15965.10596,23771.24999,25531.56088,37286.805,15865.74584,13562.3824,16542.36757,38744.18317,27747.26581,16949.5602,24204.83682,19676.17843,15121.83513,0,31417.27327,26573.65974,20097.65305,21633.12882,14047.96065,12806.70384,25040.70107,34269.8598,23692.72102,28385.96547,31977.01752,38571.5385,24602.58836,16461.67012,20103.97193,19842.88857,17926.07423,34635.43001,22473.77342,46887.29101,32784.99806,44636.29926,37559.89005,29176.52214,32426.84957,34114.16253,28444.11054,32441.47609,17580.39899,30917.98014,41980.37307,24263.28951,28004.88807,30558.88445,27918.20538
PE340_1,36936.89159,0,23744.25366,18827.22087,35404.26553,0,41936.69568,34842.12611,25932.66311,30511.49227,24995.1151,40293.82669,45403.66952,35484.79112,54899.53952,25993.87888,27789.16221,21829.07865,30923.00539,27720.9339,34221.95422,41041.07363,0,45437.72425,0,0,21315.7454,0,23609.6509,54385.53419,22880.41551,23801.27211,35891.05383,46776.21325,0,32569.97726,26431.75982,0,27598.09935,20987.0765,21337.67511,31224.92041,18907.75528,32946.86648,0,22492.51089,0,20418.74201,0,0,33323.10131,25885.09303,30296.72079,19643.27744,23850.67482,24230.70544,20537.07631,40379.35209,19233.40117,37943.75373,20539.82774,0,30503.85456,38581.29401,0,44900.33438,26862.22117,20317.6128,25933.14095,30459.16543,20184.66586,0,29441.42513,0,39003.28787,19788.93101,21944.28383,28671.12728,21002.05081,23794.22737,34922.31052,28532.97265,0,19531.58275,0,31033.57224,32534.84724,0,26265.57018,24622.30536,13630.56649,44065.23242,32743.64607,21710.20428,20331.78731,27245.50695,29861.62988,23654.95152,30910.58347,0,31796.52217,34209.14393,29872.8769,30387.01423,23281.28962,34438.50049,30312.37026,34646.77033,23691.87221,26824.50633,33484.20953,48061.88334,25394.099,38129.24177,30464.28905,29630.65528,31799.79387,29908.19059,27199.88829,39990.35023,19308.28147,29681.17569,40259.57222,24394.67164,30627.13632,73317.98298,39823.29333
PE340_2,0,0,0,14870.6669,0,0,0,19078.21181,0,25057.48211,0,22711.83036,0,0,18881.08984,0,15902.24763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16309.70483,0,0,0,18576.42368,0,0,0,0,0,0,0,14661.1114,0,0,0,0,0,0,0,0,0,18536.83033,0,0,0,0,15789.99435,11163.30909,0,0,0,0,0,0,0,0,20354.4834,0,0,0,0,0,29599.312,0,21170.02673,0,0,0,0,17329.10048,0,0,0,0,0,0,0,0,0,0,0,20698.18994,0,0,0,14533.47005,0,19215.80011,0,0,22089.23052,0,17124.53003,0,14983.99684,0,19223.50101,16226.54178,33349.563,35679.69943,15240.03207,39298.44043,0,22301.7931,18749.59849,0,15510.28114,16126.48189,14591.87269,22315.06421,0,0,26069.37243,0,0
PA386_0,56066.43931,0,26334.50733,30111.67865,38423.9118,26018.57008,60577.43756,47688.48521,49064.30964,44770.64387,51059.88032,47683.61079,66185.20669,49472.74769,41697.14468,44377.77899,37183.85082,52845.97337,55569.60941,63931.16438,37036.96187,49049.68104,56709.64427,54813.66287,26607.35491,0,65556.96611,0,70927.20589,44343.50968,44296.61388,71899.34253,46195.52394,74478.3349,31507.77555,43055.44122,43653.33933,28407.5179,36885.26257,32806.80004,42397.4422,47953.88847,33500.0229,48118.57073,28280.5776,78137.53653,37927.58878,35195.55294,33972.43369,37789.28372,50628.80041,46959.84086,50635.63611,44322.4471,41947.84297,53743.79684,26740.46392,32778.00824,39776.44321,26855.27756,45019.92579,36032.8122,32111.50433,114069.6867,41121.26862,45181.77951,55438.72068,62455.08201,30208.85557,57018.23587,60957.13447,37878.86437,41748.40852,41347.42073,76712.98926,47620.7275,40134.15022,36111.01165,38884.41497,48037.65053,41853.39421,38145.78467,28473.98882,22452.69063,27623.94435,52923.39829,47662.13515,46469.63858,31568.07272,49323.67597,31019.2746,53562.59364,52941.52131,42682.39251,41953.57024,80813.5012,29152.57382,39252.45277,47716.75825,44836.21152,54177.42196,30680.36144,38660.9188,47563.13694,32691.49748,34098.36099,45916.6569,66967.22246,51074.43349,46767.30226,54370.90297,65116.49604,27821.10895,40051.49001,48129.99701,40221.47594,43222.49302,61893.82835,39421.44541,38590.27701,34107.77387,47201.93653,44891.17441,25000.33086,41038.03693,51674.18054,44858.09893
PA386_1,48942.14336,41480.53917,24239.53245,37053.12565,33708.39229,29644.37146,29688.65779,24884.32159,33412.16315,29918.74369,41692.90318,36007.92883,39753.97375,37538.08794,39781.47509,27585.14624,30544.57113,25444.80214,33768.19546,25053.62325,34185.52757,46601.18457,23209.80053,30811.64483,22835.29481,31953.22669,0,23261.95036,34058.75075,33522.91429,31550.864,27841.29826,30237.52385,49670.05201,28641.47232,48927.43531,32230.52915,19094.96834,27430.75092,17807.99111,30869.27106,57442.923,36607.11726,27745.37051,0,32239.38256,36891.29111,26657.25771,51556.13987,30799.98771,33518.87127,35423.89646,34241.60511,25111.76312,24634.94378,23390.80845,15737.89619,26533.51652,22018.87172,29519.83275,33852.89406,36402.00278,23578.96793,50056.14701,0,36436.19321,40502.54823,57623.74989,32324.67003,26926.06364,29134.2842,39909.42247,29433.34478,28375.44972,59370.88681,26093.22493,0,26452.92574,25954.00099,38977.28067,38464.88283,28694.64096,24018.58134,25110.9942,24847.1037,51276.75722,31825.22343,18443.59044,22519.82975,23073.44074,19322.85477,40048.76597,32002.80319,37171.61619,22560.16865,44255.89845,25823.04604,21881.5173,35123.46655,32762.9994,28455.88286,38068.66112,26343.28297,33925.74855,19505.50043,28003.344,26609.84602,36747.77626,30398.82071,22246.30019,33904.56622,67087.1898,28094.77714,40688.90099,27117.31373,31781.56622,20317.71478,35160.74716,25268.83105,22763.47954,20108.20636,36532.63947,31137.15778,27050.48901,39392.90118,33417.99831,22437.08275
PA385_0,192492.5977,104767.3137,75920.73102,89741.06722,152095.6745,69948.53169,115627.0718,122164.4067,111532.501,116463.6627,118826.097,131662.3843,173302.1452,102380.0785,108541.5585,139043.3417,86881.41056,90039.90878,87998.49004,119317.6091,109500.4972,110758.7792,56027.9715,115964.8498,122098.3622,123058.6376,81032.63423,111522.2449,149073.3303,110492.2388,118284.5454,98562.73271,99181.44313,153785.3512,93332.07338,100681.0935,103638.7055,68037.45824,66678.43313,94474.11829,65610.74825,131839.2395,117404.5806,116033.1509,115367.503,107608.4033,86040.63166,87923.15893,83407.11404,111838.0742,125859.6212,144799.278,104730.5154,119523.8797,106950.2115,61217.43666,69401.03593,60394.92904,126358.2895,80019.48376,105804.0225,102891.8001,88080.39985,142295.7853,105184.4536,104113.0269,145130.4527,142738.1463,103193.7795,169951.6218,89379.70886,158974.1623,155914.6146,112456.3718,251529.2962,152256.891,172595.0506,118689.0155,95182.66794,175374.5019,126380.5325,113462.4783,128712.1749,71591.23286,85788.94746,146832.7656,166104.4809,72357.35919,157795.1357,151569.2816,105329.2277,163268.2946,141082.2789,105846.2289,111203.6094,112018.7252,101988.2453,120132.3298,117069.9667,121306.2308,125595.9262,125521.591,108090.0146,186843.0836,83106.10897,121251.9526,141957.9856,135962.533,124761.4471,110021.2747,126546.7688,159008.5913,132506.48,180597.9415,124163.7772,152091.4094,107253.9211,163794.8315,115444.7968,105410.2702,133484.9085,95526.52757,123339.635,82057.28657,111566.4616,146115.086,109050.2363
PA385_1,84285.02696,58566.50974,43547.80534,45604.09098,76968.87089,31743.50229,87836.93399,69404.34075,67468.60197,61524.54055,76241.61907,78309.65908,90083.22136,98608.89333,63341.21965,73355.21383,50397.93532,83186.97432,125314.7961,46762.43988,62367.39675,135065.0177,45595.17294,95764.34203,47756.23674,86167.59333,89094.87908,36737.36736,69563.36078,120647.2337,67895.26492,51811.52961,52644.81652,117261.3809,44724.21862,80717.50863,67299.5349,47325.95338,43369.07204,32675.4963,52921.62408,79232.57968,56119.31348,62986.92795,44634.25428,74116.50996,72524.24522,54449.87482,47092.27715,65844.75521,60497.1176,107937.4331,79279.47392,75592.76647,71116.21131,45379.5069,48074.53784,68468.0294,42069.28346,59233.2174,67532.50973,44978.26712,41615.75356,106884.5761,59218.66342,67206.1725,77098.38429,65487.6609,61012.9431,51937.36281,54465.35615,70714.98938,63635.26963,56644.16491,88948.24012,46634.04778,98172.93409,89583.06602,101415.8728,56749.9586,65830.54579,54680.70429,43290.107,36088.00624,80452.211,87093.68379,109965.0783,52520.23401,66754.43064,77059.00459,50205.2383,89188.51896,65234.49256,68310.18137,72045.6696,79303.89884,64092.67889,51324.70713,110728.485,70935.82781,84433.55709,73026.78782,64078.27148,111393.2114,56881.26652,76485.5637,76747.42816,77676.72704,52110.48015,93804.44577,86455.72566,92136.28218,80328.48875,113835.3002,69979.86876,78951.76456,60665.71379,59397.08594,67538.31702,63599.34827,47639.25352,83519.54483,53080.85848,81981.5887,173510.1327,97395.46121,69228.60514
PE364_0,0,0,0,20220.67353,0,0,24400.97236,19164.8222,19715.16065,20893.392,0,28657.43846,36947.7603,17854.08216,23149.54974,0,20358.64364,19307.37823,0,23520.89302,0,0,0,32667.87049,0,0,0,0,0,19663.09945,25120.69433,19027.33204,0,29643.23457,0,33386.50752,0,23735.55318,0,16094.79282,0,22696.94118,18523.34167,0,0,0,0,0,0,0,0,38328.39758,27573.33995,16350.69881,0,33101.5595,14045.40811,0,0,12444.56541,0,20516.02738,0,0,0,0,19283.98016,18590.76124,21526.14667,0,0,0,0,0,28426.60383,0,0,0,0,0,0,0,0,0,0,24204.87643,0,0,22944.20179,24518.96361,16492.39366,0,26355.61744,27717.26772,19737.67619,0,0,15082.81252,28553.0825,25884.26011,0,43663.83721,24915.69225,30384.36905,32045.93206,24228.90856,33050.39454,0,17882.99624,0,27786.33381,41793.5068,21268.03699,38248.88527,19083.83326,30383.12247,30749.90251,25858.38183,16719.07018,21098.12986,20831.66199,33455.0946,24702.36377,20103.57842,30762.54422,31797.30834,35211.5611
PE364_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14800.42469,0,0,0,0,0,0,20801.49293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22775.7718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24857.61683,19751.82591,0,0,0,0,0,0,0,0,0,0,17619.34761,0,0,20816.022,0,0,0,0,0,0,12364.13318,0,0,0,0,0,0
