Measurements/Samples, Spot 238812, Spot 238813, Spot 238814, Spot 238815, Spot 238816, Spot 238817, Spot 238818, Spot 238819, Spot 238820, Spot 238821, Spot 238822, Spot 238823, Spot 238824, Spot 238825, Spot 238826, Spot 238827, Spot 238828, Spot 238864, Spot 238865, Spot 238866, Spot 238867, Spot 238868, Spot 238869, Spot 238871, Spot 238873, Spot 238875, Spot 238877, Spot 238878, Spot 238879, Spot 238880, Spot 238881, Spot 238882, Spot 238883, Spot 238884, Spot 238885, Spot 238886, Spot 238887, Spot 238892, Spot 238893, Spot 238894, Spot 238895, Spot 238896, Spot 238897, Spot 238898, Spot 238899, Spot 238929, Spot 238930, Spot 238931, Spot 238932, Spot 238933, Spot 238934, Spot 238935, Spot 238936, Spot 238937, Spot 238939, Spot 238944, Spot 238949, Spot 238970, Spot 238971, Spot 238972, Spot 238973, Spot 239001, Spot 239002, Spot 239003, Spot 239004, Spot 239005, Spot 239006, Spot 239007, Spot 239008, Spot 239048, Spot 239049, Spot 239050, Spot 239051, Spot 239076, Spot 239077, Spot 239078, Spot 239128, Spot 239129, Spot 239130, Spot 239154, Spot 239210, Spot 239211, Spot 239233, Spot 239234, Spot 239293, Spot 239294, Spot 239295, Spot 239378, Spot 239379, Spot 239380, Spot 239465, Spot 239466, Spot 239467, Spot 239554, Spot 239555, Spot 239556, Spot 239645, Spot 239646, Spot 239736, Spot 239737, Spot 239831, Spot 239832, Spot 239926, Spot 239927, Spot 240023, Spot 240024, Spot 240122, Spot 240123, Spot 240124, Spot 240224, Spot 240327, Spot 240328, Spot 240432, Spot 240433, Spot 240538, Spot 240646, Spot 240756, Spot 240757, Spot 240869, Spot 240982, Spot 241096, Spot 241212, Spot 241328, Spot 241329, Spot 241446, Spot 241564, Spot 241565
PI364_0,7756453.11,6357869.618,3486566.346,3451165.216,4852435.434,6206534,3872822.351,4099278.642,4843183.906,3522179.561,4512015.874,5172686.637,6714401.698,3568788.713,3834725.454,4153567.544,2651780.455,3713253.8,4130351.838,4928418.423,5261460.024,5916069.97,4901516.737,3429340.96,3925087.577,6160241.518,6075625.386,4793601.812,4740691.933,5141980.971,4507867.425,2966333.448,3784973.717,4834013.552,3118838.867,3710774.961,2827196.474,2667475.826,3929061.877,2822356.396,3550525.248,3721260.851,3803274.399,2998724.484,4612742.8,4033525.635,3888672.765,2565058.063,3807273.917,3992542.058,3592950.395,4469374.984,3671423.536,3474174.52,3355496.197,3787589.592,3140265.704,3775379.055,4072297.198,2936329.428,3667384.154,3741408.82,4143569.888,4776071.715,2949365.652,3844870.172,4047875.798,3436506.214,3345559.17,4446729.209,4473419.03,4459449.544,4821864.469,5267096.13,6096925.517,4570798.841,4873148.355,5910977.75,5662138.006,4916721.153,4523301.511,3402108.744,3866424.728,2917408.4,4351999.4,5193883.606,5048229.33,3594847.9,3321773.047,4452250.958,3120012.159,6211384.718,3692255.642,3798015.965,3520903.115,4408946.229,2730640.269,2589201.996,3674535.477,3219641.997,3540204.281,2393279.969,2939477.375,4426042.651,2758475.382,2938256.464,2260032.768,4140297.464,2509381.808,2997550.859,3357694.731,5147667.221,3360996.805,3869371.699,3354277.947,3135900.531,3159712.509,3295176.277,2527500.586,2644275.595,2152434.451,3321187.591,2581609.132,2750520.614,4238973.708,3215659.102,3000515.209
PI364_1,7545237.434,6343368.805,3568214.255,3355636.664,5063654.304,6190810.221,3929524.351,4253987.637,4887680.962,3489006.118,4729491.133,5410546.087,6668423.406,3756413.79,3865180.003,3946366.534,2461901.305,3544100.062,4226007.016,5039741.275,5328295.269,5643098.842,4736231.312,3342481.312,3905401.011,6096070.654,5964691.798,4891593.258,4683940.601,5354518.043,4598085.16,2954536.8,3718676.053,4636899.326,3224913.617,3411926.284,2810961.551,2624128.547,3705288.679,2965172.547,3569110.455,3874761.039,3649505.247,2945055.781,4462325.616,4059601.961,3764342.584,2421690.059,3915987.324,4483404.374,3623403.831,4627156.139,3396122.306,3528052.972,3396430.267,3513216.392,3162076.675,3717273.711,4143496.928,3010989.272,3748784.924,3682317.166,4213607.207,4997232.524,2958699.805,3888208.184,4042689.081,3588720.39,3488302.738,4563525.709,4228989.345,4514858.728,4726649.71,5166673.596,6300418.05,4309016.932,4814027.603,5896573.442,5895789.347,4922500.987,4626939.526,3586383.287,3753195.088,2687406.011,4352095.845,5387430.453,5179936.016,3452314.411,3383988.139,4245101.336,3056341.997,6216281.499,3725209.106,4016725.62,3504061.915,4545209.791,2660185.231,2632986.36,3822861.834,2849105.688,3379978.653,2428543.803,2976938.36,4445869.853,2576769.717,2831899.61,2152695.199,4028704.696,2054540.145,3083743.842,3362064.512,4914855.108,3555911.866,3585745.585,3446775.252,3189947.111,2950147.404,3085175.429,2508732.336,2607455.56,2053282.941,3404152.353,2463143.666,2589748.135,4389837.512,3342389.82,2663325.84
PI364_2,4670033.169,3963641.728,1950266.639,1969550.791,2875520.353,4051154.987,2199767.726,2651882.56,3183849.642,2042122.896,2785458.046,3171521.648,4034263.291,2111917.122,2241667.366,2336185.03,1417639.379,2120936.82,2440395.093,3145246.79,3220932.706,3499429.648,3069064.837,1698131.652,2404650.892,3650572.423,3747091.398,3227203.541,2788543.321,3427739.129,2708124.625,1720254.907,2098110.147,2472334.156,1766255.713,1922019.02,1456088.326,1387485.601,2213883.193,1640062.51,2151951.234,2217419.378,2091755.039,1534450.2,2934908.062,2171058.659,2290870.255,1330465.369,2458041.888,2474685.675,2082662.141,2469541.179,2069564.443,2009060.073,1759122.929,1943891.038,1784621.482,2205349.41,2604635.647,1871846.392,2089838.438,2262608.012,2496066.462,2896654.502,1626551.068,2052149.74,2150458.301,1765879.618,1839880.271,2799508.249,2822991.095,2719274.646,2720038.973,3255274.306,3306944.673,2648493.094,2882747.864,3750309.628,3680312.173,2873899.958,2419911.307,2047076.768,2237443.628,1664874.821,2693849.889,2784968.892,2978104.088,2006545.264,2010238.364,2343136.551,1811262.031,3738734.838,1927153.486,2204216.662,2098244.163,2543858.107,1459067.67,1438780.314,1704566.776,1701517.562,1903479.667,1430855.706,1467435.348,2205635.302,1376910.481,1513434.155,997762.9438,2011867.034,1220116.113,1630024.819,1922650.034,2379038.157,1944332.17,1738285.694,1988751.158,1636788.28,1720870.679,1684322.277,1255130.749,1421399.99,1041091.401,1706949.678,1206455.016,1535268.419,2446168.694,1653883.765,1579284.081
PI364_3,1430029.43,1234275.307,763626.9471,709062.2448,948925.0169,1581654.284,848354.5737,996640.974,1191741.388,797355.0744,1003418.766,1174477.983,1405135.719,769234.4426,632694.9916,794708.7544,416951.6766,815835.6571,775052.4761,1222901.401,1189106.626,1352529.583,1268503.102,603172.7847,923563.3331,1228273.158,1334976.053,1257087.713,976305.7232,1314904.505,1015227.181,582383.7278,631672.8099,813590.3487,608632.0431,587596.5668,493864.2814,478792.0875,681415.309,522413.6049,710489.5214,764258.9271,738090.3177,562062.0482,1014581.419,696085.8743,829288.7153,449160.7466,653440.1068,911650.0184,750275.6599,836070.7399,603554.4373,626887.8467,521766.1742,564914.8039,583298.6921,750274.1687,978900.5928,610094.9976,717988.7003,730770.1432,963581.8282,995808.3157,552392.7744,680797.1558,686938.8932,675337.868,613085.2656,969584.1489,1003787.529,902267.8934,863804.6912,1274413.076,1202360.971,932504.7192,1001847.215,1308989.403,1451723.079,963444.7424,962916.8514,642095.5538,877910.3463,504436.5744,981397.9269,1070650.466,984829.4056,734610.8467,600981.1583,795101.7925,543657.5114,1272006.422,663784.0815,798151.8131,712807.1031,815264.1003,464559.7372,470624.1372,606531.1768,565931.4389,605503.0094,494392.7797,546529.5508,768062.9712,478744.842,579206.0686,381951.5106,741960.6973,410807.2379,585281.5762,567941.4697,819908.0542,681123.3181,643602.8073,621278.1325,553916.2555,558822.2212,618108.035,510630.0243,426425.506,402359.5912,581702.9294,472279.2624,506024.3023,745909.3515,638347.8806,601169.8576
SHexCer402_0,368286.7995,344804.0052,147361.7005,228226.5049,498000.5411,431102.6955,291024.269,339753.0317,287654.8236,230387.1008,192537.2151,249345.0035,423270.6638,289585.886,278462.964,269134.6996,152631.8843,269216.9972,277875.6786,359715.0712,529667.4125,701402.1466,613277.4891,235420.5161,338589.0182,784405.6862,302527.1141,149454.6866,148354.4373,365264.8326,130426.5847,148898.5352,258548.3394,316687.6913,211938.9569,230207.2015,127192.7909,87856.61906,263982.581,113630.7627,152799.3793,201893.8955,217912.501,231487.8779,466899.397,255455.7169,218229.6858,235731.8186,281277.1272,334374.0232,140410.6082,331455.1398,153739.0189,162204.8083,143962.2857,130384.7778,74346.73689,198970.7813,174869.9223,147788.0133,138448.7084,184221.7986,131133.2394,410947.4431,188410.9645,236608.9722,203220.9584,158332.0764,144452.5224,172056.7824,276225.2524,312103.1768,390981.8663,407586.8714,502606.4486,156580.7586,177876.3712,206305.9614,194282.9724,307905.2733,190657.7004,268966.0884,311262.6688,129544.3972,426217.7814,445703.4889,581382.7001,191674.9057,221747.0565,128772.6942,83467.39033,258247.7678,297678.205,217095.3669,226620.3447,164224.1743,88793.93662,115786.7324,174025.3128,309496.5365,110540.0626,204035.6814,159896.7836,348614.8313,245662.8259,215806.7818,74121.10054,122970.8529,85823.37583,100346.6897,91769.45736,286613.3881,117371.7124,247479.0308,188470.1464,110645.0707,88546.47739,146494.7187,122205.7898,84352.92393,94468.34698,213181.5425,135017.1467,190427.6686,134950.2248,150852.559,221051.6116
SHexCer402_1,207593.2235,186726.9359,79898.30475,117159.2981,200689.713,213438.5358,156170.7585,215285.888,166513.6972,91188.28533,107012.9653,125877.9067,150660.9755,93656.96549,120295.3225,143349.9514,91368.31844,135394.9923,143504.758,201921.0479,225584.7909,404256.2432,255550.2017,118359.4496,188709.078,375225.1785,168096.3271,104508.397,93264.73913,160818.2998,64411.34045,72901.62481,132182.4462,127766.8182,117394.7454,136172.7994,80325.85363,59838.08897,141564.3489,63595.1048,93178.51082,120163.7864,99259.75838,107492.6331,179024.9715,139008.7586,92114.45892,117475.1021,121416.8355,159375.2839,102291.1972,168774.1985,79377.16753,96026.96657,79876.17493,56050.76517,47371.61734,113337.3121,97015.37432,74621.52248,78397.61841,104015.2463,61386.17655,184129.1866,0,160677.517,94570.19561,63414.42318,77110.84989,0,120589.3171,185013.5128,150787.5284,198768.7614,261382.4547,97762.79992,78350.05902,93544.26848,107188.9166,175436.5366,126599.0095,159891.7518,141647.941,75068.04501,203968.7166,229682.2705,234342.8384,89843.49957,101239.003,0,42191.55664,137299.7964,124921.2476,131564.6584,139884.1687,118862.2927,64934.69903,57014.48161,83113.73273,139660.9253,59336.61179,134088.8198,80714.43629,153535.5104,146392.7299,93967.4566,49955.17709,80464.70335,0,49925.802,86763.54275,114086.6347,61628.95377,132669.0823,90624.14708,70244.12563,56916.24432,62166.91334,45950.05677,45483.31173,41895.97009,121723.9785,46824.07738,98028.66651,0,104976.0731,134094.5767
PICer401_0,1011843.971,658480.9336,321369.5193,419701.6732,922359.9077,734995.9898,685288.7688,829694.6436,562532.1495,412884.6504,406450.9673,431532.1477,934931.9835,547186.9416,635284.2731,678370.3247,312755.0551,615386.1553,622809.4608,745424.1532,858192.7586,1434848.748,1033680.015,409482.98,643083.6652,1361938.671,644899.6356,340476.3934,329838.2896,634975.323,255823.5081,250790.1372,542744.4437,556651.7855,312968.5228,411467.2701,181602.1468,264599.9905,518780.8774,206990.8325,335397.8337,449915.1026,450616.0095,488531.3213,797894.0003,595704.4289,562904.2557,479181.5519,621750.0469,796156.9443,408375.1127,718068.5899,304098.5709,268591.9011,233209.7097,216029.2953,144899.0443,387500.8189,369360.7283,322530.7359,298516.5788,412543.3001,259863.0916,1165325.701,467927.0654,576787.5811,428480.3801,297879.8599,320786.3511,295697.0141,667439.0252,733122.9088,873973.0266,882048.7503,1217637.415,307798.3729,368027.4098,450154.4729,317912.7262,731531.0469,531628.8512,640459.2667,581287.4619,287562.9536,1055620.035,1090119.809,1039287.084,341167.831,508914.6609,213374.8431,116353.2438,549390.6391,799922.3492,379542.6281,454107.1415,447683.8272,214781.4539,211953.2874,347593.9676,603570.2701,195716.19,434569.7693,259881.9314,707443.6684,459069.1649,464978.488,167303.5297,303463.029,179172.9309,178976.2097,270256.7472,480683.3916,228254.9243,473714.1034,287246.5564,241801.0943,150795.0351,272503.2323,218296.6736,168476.9545,240852.0491,466949.1656,288913.6466,436107.5993,309242.2933,275983.2428,372880.4201
PICer401_1,457107.0798,293702.34,137753.9067,165431.9184,399837.1539,326991.7901,353011.6547,360078.7122,292152.8617,218577.981,193393.6206,232180.4279,420293.6206,232766.933,324754.7222,309392.6448,141424.2298,294791.1817,281103.0567,355001.3746,426115.6981,672358.8182,477569.9385,224799.0901,350741.907,636718.3636,314036.3614,124397.0945,144702.9769,315113.1677,105303.4756,136099.0053,289289.6028,324875.828,157485.6925,206757.4803,87848.48906,123762.7998,249843.2846,99456.22874,163253.4188,254211.5258,216078.3198,264635.9105,359722.6651,287980.081,249870.2042,210417.8287,247215.9638,328805.4792,202483.2373,432984.3546,170962.7664,135695.1718,131751.2344,92913.18046,81784.54415,208913.447,201536.579,132876.6398,132076.0033,188435.0588,132559.4279,551414.2076,212317.3683,296455.3124,201083.5659,137651.0857,125973.7383,138494.4983,281252.7617,330366.7963,482967.0332,399141.439,525885.1654,154336.6089,171073.0556,197982.3609,170989.3349,347097.4856,246641.5318,307663.7546,247516.6391,165403.0421,555199.7663,532750.802,412166.6427,154981.9698,240378.7985,127493.2236,80507.20699,215880.1737,421977.3721,178731.1167,229778.0301,177706.8992,103926.4675,88061.64316,157315.3794,281708.5038,111259.0878,255135.9886,128016.668,331458.3756,240412.9061,213962.2818,53605.58812,113041.2284,92057.37686,88931.11085,133661.9178,269722.698,80878.3482,233140.4512,172462.3175,136589.0601,70567.58205,122736.584,120776.5413,92822.01552,101862.6216,255492.6959,122938.8756,171689.7358,138269.5109,139917.9115,190478.0207
PICer401_2,119010.5894,0,0,46822.36178,0,0,64672.48566,81414.61152,75110.58092,0,75916.73717,55610.79299,0,54264.70328,78485.39239,78290.99543,47541.76315,0,97236.57444,0,105939.4026,190261.2544,104916.3388,54383.46998,52104.14331,143583.4819,0,0,0,76981.98943,0,33571.37912,0,0,0,0,0,0,68845.01196,36209.0703,0,54315.15614,0,51205.30945,100831.1308,0,0,49050.43661,79356.96674,82164.45743,0,106531.3222,54550.6759,37349.39301,0,0,0,0,53440.81041,43718.54536,0,49103.41875,0,114412.946,0,0,56576.16623,0,0,0,61234.48178,86175.46273,110241.6497,104031.3318,131508.5009,0,70833.84755,0,0,88463.13458,0,64878.76417,74687.95336,41677.41508,116303.8757,123054.405,103113.4572,0,51257.55941,0,0,0,93473.49494,0,0,52997.08491,0,0,0,76854.52267,0,70735.67896,45176.98963,0,55037.14445,48919.50023,0,0,0,43293.63223,43029.85299,0,31008.07372,58395.55717,0,0,0,0,0,0,37382.87818,0,0,46073.47209,0,0,49392.32758
PIO362_0,296946.8721,216806.8406,96925.64107,167358.4623,228839.9343,263810.8319,196467.6139,201272.1547,193927.8328,147004.8951,112943.1148,117673.3794,269788.7185,170615.3865,204054.1239,0,83687.46442,184814.4004,228135.1351,347879.1407,289790.056,428474.5788,259194.1723,118475.587,0,344031.2039,279207.5187,117615.7202,108159.1819,205045.6293,118158.74,92446.1372,0,212114.8471,112389.9631,114426.4571,96520.85996,74278.43476,0,85494.91729,91759.34168,0,0,141762.9782,209243.2855,196246.8464,161017.4957,156941.5944,214925.2957,255673.1343,130862.7865,0,104067.6277,103547.2862,112063.0642,78842.48431,66431.8472,107755.6984,130654.2769,108543.5491,103992.5128,149373.8129,90826.16917,0,118252.88,180450.5312,244486.527,101586.7906,125126.4754,99480.82153,0,258115.4376,0,235359.6435,285040.1157,138304.4218,131871.7466,133973.7937,173193.7954,251348.4687,144070.4922,214498.0584,185664.2688,90099.11679,0,0,222191.5425,145226.1322,151178.0656,91219.64225,73950.12741,192003.6103,0,109502.6409,0,141076.3019,71328.08337,57372.366,96008.87846,0,105546.8976,0,67195.02888,203458.5873,0,139556.1585,39648.82789,98423.36478,88371.19143,69155.9058,100026.1048,155190.3818,88651.20854,141459.3028,117005.0122,102328.605,76951.09014,131384.4357,75500.84948,107006.0037,75123.13654,162105.7768,98701.20154,120415.926,141388.9378,113703.4984,152262.5339
PIO362_1,161493.0349,143668.4187,64768.57355,103915.0406,154047.1986,168386.1862,92740.60749,141283.0161,142586.2498,89431.80252,67839.70537,78311.90411,148754.5403,97612.05746,108541.2736,95154.76925,46449.22586,132974.08,172671.4397,189071.5662,197394.2734,226138.9756,169663.0344,90242.94689,104633.4526,213003.8239,206077.3715,69090.51498,77686.05427,126155.5888,46859.98481,47820.09152,0,122301.8138,70412.882,66107.19647,0,48418.68924,64409.87726,49618.68086,68309.17208,58039.71715,52607.67689,77933.55511,105194.1133,123685.1656,128462.1445,84402.18477,111038.0929,153673.6545,93308.12713,131270.9882,0,64609.51743,66248.58053,39590.60803,0,56937.21346,77240.39885,46460.41338,62315.28799,90486.14672,66890.73964,128179.525,0,109508.7696,146946.6206,97757.83966,80632.88226,76195.68096,75369.21182,123724.5657,102211.1192,141094.563,131435.4187,81472.36277,85892.42124,92012.77385,95097.23463,167243.9447,0,83781.09637,113946.433,74209.0367,111932.8759,160176.8753,153765.3122,71061.14787,71111.26913,0,49420.03179,117022.6333,119725.5014,65437.4893,92341.37454,84603.75087,44033.13994,0,53683.5846,57244.37024,52944.82874,79123.53554,53822.02807,146501.63,62882.3931,64442.51059,36523.32705,66371.90222,45838.47477,0,62903.81713,0,52760.67564,121486.8413,70147.52883,61016.20691,50992.68808,55561.87679,50525.16939,50309.62998,47482.55303,80387.74008,0,87383.5947,127494.7882,0,105883.9231
PIO362_2,0,0,0,47814.95054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33142.09616,54970.27358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63699.69251,0,47899.80054,0,0,0,0,0,0,44452.8803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25190.0412,0,0,0,0,0,0
PG4412_0,659196.6664,579241.8084,283643.8983,337330.3836,438402.1563,668970.5823,409637.9725,610059.092,868880.8205,530469.5121,614138.2448,808534.5259,729421.7804,390825.8642,375103.6076,415622.3585,281615.6885,410900.7414,445570.9218,594718.2032,568737.1292,729644.5645,743561.4743,413427.0802,445005.7911,612337.3097,616116.2351,551938.2766,582449.9324,914342.9431,772011.2031,423911.3275,426964.107,509770.5573,364431.8847,379809.7258,376656.0287,245729.0775,387000.8341,351364.4696,473773.5756,555917.069,481031.6567,297549.1897,361230.7907,386601.0893,451406.8303,385601.2078,421638.5057,627109.6118,520211.8717,546402.7026,501420.425,464428.5052,432619.9148,448363.4605,356167.2968,427646.0642,777131.1358,510663.341,374077.4394,415418.178,532104.4731,767802.5219,462501.1959,456657.1352,740563.3372,563059.3108,426733.9935,700908.8481,617600.3195,691599.7068,393890.0167,725994.2282,868808.4713,681567.9048,615406.5591,683131.0154,610113.1852,668481.268,549226.3303,458119.3695,443150.3288,296359.198,573444.2896,666459.8498,412915.8182,331605.0729,478048.6052,446566.4791,411461.5552,640582.1296,388418.0523,493678.6194,459769.0287,335962.4412,482562.9807,269385.732,348950.2196,388840.933,446150.3189,299425.4948,394108.6544,447846.6056,250648.9269,385705.8071,233277.8205,411145.7903,151709.94,401106.0501,383561.6123,419262.2921,519403.0966,309507.3403,489889.8919,414027.8738,385237.1815,386747.6617,394604.0867,356002.011,361379.4264,297751.2235,305630.6322,321574.2006,582226.8717,350780.9359,318790.5293
PG4412_1,582173.6901,522942.6229,290908.4367,337248.3255,386986.4638,538187.1659,373501.0666,563151.2848,678868.7627,500677.8172,538601.1453,743907.8682,608711.675,357626.8223,307839.8529,351683.7935,280805.4907,377785.0191,362908.693,506009.9294,527930.875,548034.8547,624046.8785,383497.3379,397427.7543,558196.657,583534.4381,520083.0976,625991.4562,789489.8351,810228.3176,434131.5302,449518.1404,490501.9709,362363.5565,373019.8605,339510.8827,209030.3151,310493.7429,331605.1254,358931.9649,491968.8891,411572.0991,239125.0575,278691.9951,378423.9196,416959.3091,260424.6262,325920.7881,593367.0166,408336.4025,541775.8974,451437.5198,425839.3075,318272.2108,415300.118,303667.2934,411742.4592,668053.9261,478134.6202,333773.1257,371247.4572,459988.717,589997.7906,392460.5677,386926.1478,658939.8292,519778.7178,408186.4077,605038.7025,487681.1733,482898.5788,322852.1232,617218.7555,798949.0547,635576.4729,496185.65,651931.3949,564490.4123,589184.0553,537716.9194,412578.1969,337651.7218,276209.9173,531839.0571,608721.4183,459237.7565,283174.6327,390150.1535,385621.8084,346474.1542,691408.1771,358407.6737,479385.5784,420805.28,271020.6613,440584.8311,228277.7767,332116.1311,323864.0302,348887.6896,198529.5613,304077.6111,449051.7721,257435.1131,344508.0199,210286.2539,357168.7107,164054.8352,359554.268,281841.7341,354210.235,445191.435,300535.2121,390021.8273,371899.7716,326037.3071,312458.9421,372764.4754,284478.3513,322882.6573,265398.7078,266263.5463,246448.1287,435456.7589,321331.2827,310090.0388
PG4412_2,222243.8847,227797.328,92295.06518,124466.0632,156700.6331,188067.3151,161466.8029,200480.5956,283744.0497,170038.102,185470.4653,276159.6759,237984.0149,146112.2643,124742.283,121550.3519,82340.02795,112641.5362,145760.683,153463.2649,216625.2696,224921.7256,198173.7752,135428.6292,139272.9535,231468.366,188179.512,169928.3353,153178.8735,212031.1677,272479.866,151791.1313,152062.1408,124135.5282,108859.1828,143929.2669,109896.9355,95079.06305,110180.4987,114028.6559,141686.8897,168506.2714,150624.1778,90536.79098,0,148997.8821,134945.0293,112773.8958,125057.4108,196663.8884,165028.3936,208944.9019,157397.907,141980.9857,136678.533,128773.4159,87305.87387,142475.6508,209997.08,166202.6588,107085.3275,125893.6957,164022.3785,242302.8761,113327.4083,130802.3865,194470.2223,195939.1065,152357.1942,211338.5157,191551.5439,162604.4432,136071.6224,165669.3525,292376.1579,219148.8633,126558.3725,235224.5885,212031.2374,223823.5553,232833.8435,135370.6716,140341.0796,90866.03694,169080.8728,178050.5169,174212.327,115481.2413,139596.2178,166956.359,101412.488,184012.6525,98526.2702,141163.6145,123857.3935,98939.56361,146246.284,92092.87793,111040.5083,177308.4129,122889.053,71553.46462,133910.3864,144400.3,75545.31445,126751.0749,70176.83908,115861.0927,45743.68022,136678.3441,110962.7025,126465.0421,169967.0552,129945.4677,146137.2855,133403.1566,129415.2082,134850.8101,123549.5995,81158.03341,115046.4774,93992.67217,107578.5631,72931.27532,141409.1095,110983.917,96451.19153
PG425_0,1160038.484,755822.9499,379190.8085,470230.7229,669023.8112,774731.4346,489131.0475,544712.1839,597124.6987,395672.5451,517344.8389,588852.4189,693416.2824,482082.1794,554155.2454,548713.5661,318309.1269,428691.3118,532302.7288,621190.1042,669681.9794,765366.5862,697429.7156,393522.6103,504189.8846,835955.6797,768183.968,637411.9275,622741.8576,781328.1594,566728.4242,390389.2339,487847.7094,671263.9704,457286.4303,448122.7887,392481.745,418651.881,539894.4868,377935.3761,549444.8687,433281.3771,542352.8779,397991.1225,622383.6595,392221.4057,442259.3916,300858.9288,479120.3389,386636.8433,466150.9417,602286.1698,436393.4329,427704.8561,408065.9627,521788.8579,414311.0711,523360.6679,546370.748,348749.9667,490834.2445,460263.767,533121.4294,645469.0782,344103.3147,518444.4193,395018.8229,407554.4719,416700.3555,516106.8021,641993.2185,564365.4171,639762.5374,582982.2755,772921.0284,524793.025,597992.2073,742907.0962,738916.5994,517825.3389,532722.2132,404708.0955,366351.6312,334897.1977,635012.2283,831216.8036,700051.5493,580281.4273,517024.1366,485570.9678,441952.4797,894919.4624,461649.9876,472111.2685,483716.3611,655096.183,373873.8951,402809.8712,542679.2503,449930.0766,537144.0987,514801.2218,468326.2725,625683.1214,429698.8467,473584.4347,380205.2398,557422.5845,340520.047,365330.7889,457247.3016,775599.3483,434162.116,603473.9013,529167.8961,493892.6308,431837.2121,426603.0294,368826.2741,428471.3022,405787.1448,695234.4589,501157.8796,519024.2602,731314.9415,779957.7545,596145.8021
PG425_1,811634.7377,566428.7068,310703.3384,353025.3691,441569.5106,648215.6493,319371.2682,370022.1828,466161.5995,285321.3868,430870.5577,415824.764,542691.7731,339389.117,417807.9981,400341.4118,265634.7791,350561.7655,312017.0426,495557.4695,493059.6068,520291.9549,562283.1368,314234.8694,385211.5555,586264.3227,625005.5305,503644.0759,447248.9555,481035.51,474828.131,300286.6773,347003.6733,532395.5307,346797.5649,387515.5394,254158.4283,318825.6934,396217.2927,339670.8088,396013.2452,346583.2323,391496.0011,285586.9181,536033.5491,295891.3741,329668.4461,233855.2443,381570.313,348954.1949,366301.6806,481283.5671,337909.3405,328743.268,345202.8329,392652.355,304448.0371,398199.7982,395787.3736,301621.739,338555.1481,390347.8263,356371.8608,435494.3631,268811.7301,393507.3616,361940.1077,310947.3697,384086.5105,398614.9814,423084.6798,514125.8324,510695.2296,429997.3048,486735.9651,386852.8072,433436.1327,612329.0922,543183.3649,418517.2313,381375.2869,320904.9191,300336.4941,304442.7241,524970.425,533609.4116,544852.6741,434280.9301,380261.4126,354775.1575,357521.8133,605520.1832,379187.6175,382240.4227,405687.054,487309.2467,269947.3043,293768.4548,387039.712,317843.4053,355700.6028,415795.9739,354301.5984,443393.5752,348927.8616,368517.9484,247159.9928,453700.045,253066.5511,256387.1743,263571.7568,556310.0859,331296.7586,503586.132,397782.1969,380820.1369,373816.9237,338123.6112,306767.1224,348352.7015,302731.4553,503081.9518,451901.6256,404975.2136,535449.3288,585055.808,499418.4226
PG424_0,615673.5343,415032.0026,226803.1072,305113.5764,462250.1117,524520.7925,299380.5433,352688.6139,366909.9588,338498.5684,283312.7592,307051.0309,421133.7713,264331.5605,338347.5135,345582.5408,188103.456,427229.9417,329342.4657,413529.1482,443536.0862,579640.9478,494460.5766,282390.8849,359732.9597,693064.2476,419377.0287,316165.3252,282861.7204,403349.6393,296494.3723,223882.4416,300054.1038,441013.947,261817.4336,423317.383,208294.23,236636.0523,329277.1996,315411.5342,310520.8328,246664.5051,260420.2741,255447.2415,456359.7627,293928.7289,291841.8795,252881.2971,339980.7981,366796.2167,208226.3203,373105.18,397111.7706,240091.165,203903.4706,249056.0989,191001.0973,273658.57,251068.2657,213484.3164,386323.1633,262293.068,257769.1891,431182.9752,258700.0246,302098.8271,302313.0799,195007.4508,240128.1491,270303.8088,364952.5029,408705.2134,516596.5389,431072.899,512095.1809,257421.0468,310137.0807,387780.8436,450484.0339,404944.4208,335589.4919,339917.261,279886.0635,222592.6937,448943.2563,529495.6263,390958.7508,312638.6329,225462.1281,469338.2747,301867.1283,430455.4288,310581.4832,347074.8907,297460.3286,388946.1381,177493.8833,213396.6294,305508.5583,316924.1168,264862.8526,277471.1066,233513.2681,388164.504,275426.7754,262147.1204,226443.8615,314426.1342,190536.7937,189782.9277,376576.3662,431069.8886,248379.203,354136.3761,299550.7414,200406.2139,243322.5403,233733.0543,167470.1893,212594.097,211745.3759,337283.3923,292642.6854,338224.9785,406505.2306,400850.4831,343696.9239
