Measurements/Samples, Spot 160466, Spot 160500, Spot 160501, Spot 160502, Spot 160503, Spot 160504, Spot 160505, Spot 160506, Spot 160507, Spot 160508, Spot 160509, Spot 160510, Spot 160511, Spot 160512, Spot 160540, Spot 160541, Spot 160542, Spot 160543, Spot 160544, Spot 160545, Spot 160546, Spot 160547, Spot 160548, Spot 160549, Spot 160550, Spot 160551, Spot 160552, Spot 160553, Spot 160554, Spot 160555, Spot 160556, Spot 160557, Spot 160558, Spot 160559, Spot 160585, Spot 160586, Spot 160587, Spot 160588, Spot 160589, Spot 160590, Spot 160591, Spot 160603, Spot 160604, Spot 160605, Spot 160606, Spot 160607, Spot 160610, Spot 160611, Spot 160612, Spot 160613, Spot 160633, Spot 160634, Spot 160635, Spot 160636, Spot 160660, Spot 160661, Spot 160662, Spot 160663, Spot 160664, Spot 160665, Spot 160666, Spot 160685, Spot 160686, Spot 160687, Spot 160688, Spot 160718, Spot 160719, Spot 160720, Spot 160721, Spot 160722, Spot 160723, Spot 160724, Spot 160725, Spot 160742, Spot 160743, Spot 160779, Spot 160780, Spot 160781, Spot 160782, Spot 160783, Spot 160784, Spot 160802, Spot 160803, Spot 160804, Spot 160845, Spot 160846, Spot 160847, Spot 160848, Spot 160866, Spot 160867, Spot 160868, Spot 160913, Spot 160914, Spot 160915, Spot 160916, Spot 160934, Spot 160935, Spot 160936, Spot 160984, Spot 160985, Spot 160986, Spot 160987, Spot 161005, Spot 161006, Spot 161007, Spot 161058, Spot 161059, Spot 161060, Spot 161061, Spot 161079, Spot 161080, Spot 161135, Spot 161136, Spot 161156, Spot 161157, Spot 161214, Spot 161215, Spot 161237, Spot 161238, Spot 161297, Spot 161321, Spot 161322, Spot 161323, Spot 161408, Spot 161409, Spot 161498, Spot 161499, Spot 161589, Spot 161590, Spot 161681, Spot 161682, Spot 161683, Spot 161774, Spot 161775, Spot 161776, Spot 161869, Spot 161870, Spot 161871, Spot 161966, Spot 161967, Spot 161968, Spot 162000, Spot 162006, Spot 162066, Spot 162067, Spot 162068, Spot 162107, Spot 162166, Spot 162167, Spot 162168, Spot 162265, Spot 162266, Spot 162267, Spot 162268, Spot 162365, Spot 162366, Spot 162367, Spot 162406, Spot 162464, Spot 162468, Spot 162496, Spot 162509, Spot 162564, Spot 162565, Spot 162566, Spot 162567, Spot 162612, Spot 162667, Spot 162668, Spot 162669, Spot 163105, Spot 163130, Spot 163207, Spot 163211, Spot 163831
ST256_0,375095.1484,269247.4205,393193.4118,217702.6668,169810.2705,221497.4052,246950.5778,233910.6017,230910.535,272025.0703,318753.7287,254414.8211,362168.6844,249309.8273,205878.3867,115996.028,68156.16827,202061.7889,201220.0133,143982.8307,67885.28444,145699.4475,188383.9015,184961.644,195112.1968,110382.8094,209609.7975,87682.65352,201534.0218,103211.9776,146437.1743,294017.2096,160231.1619,310385.4099,280626.8107,128940.4316,199594.8201,110473.6299,152831.0482,318408.5445,260575.1884,135751.7665,226376.5163,170325.3806,188639.7162,203177.5101,187866.9054,220332.2197,326417.913,252475.0604,404359.9292,144905.7554,177054.4932,209978.913,259439.553,142072.7953,121696.8005,235091.6511,176153.7374,194829.3384,257691.8784,231325.729,164061.7946,167538.2524,207443.3806,153715.4943,165048.7838,177732.5753,77234.92132,115665.8843,168030.4489,279067.8484,304686.254,217628.5936,185924.5619,320354.2806,286037.7483,209624.4521,204705.015,248092.1675,282097.3944,252985.1468,302340.1021,188955.0559,90334.69237,144285.7482,199934.5399,118243.9946,205592.7223,151331.1557,231941.0315,177386.5562,101051.1151,238425.4899,323171.9804,297626.9913,165343.5203,153767.0735,267653.8003,160910.8824,136733.1972,315647.6814,192554.3828,139251.8295,191943.54,110448.431,180281.2994,320927.894,222991.6038,153489.807,385109.3901,129307.9307,156256.7324,317913.5478,244263.672,127967.9578,283104.0479,232262.052,137492.2479,249162.1636,194558.2512,188785.873,312566.2661,307724.9501,306414.6002,244085.7296,191697.0436,165520.0617,251136.2189,436750.1767,148084.2618,205496.9678,284566.6355,124666.8595,365638.5382,213097.5543,117274.0098,214961.1055,255381.0767,214517.6231,192840.4855,64788.8655,57319.17994,15147.40471,136434.3089,212135.9391,83650.75975,177141.4024,183250.2611,172094.8555,264803.9155,317141.6504,123322.2845,8519.488066,195451.7788,161564.6091,118978.0984,107844.5926,202351.0313,371128.7491,86426.05473,138948.3609,226599.8687,245024.5154,171573.6717,201802.9314,57905.39001,142574.7631,311128.8894,313749.9943,207828.7237,106550.4734,144047.6195,176113.6081,233039.7761
ST256_1,54327.97774,59628.56667,69116.66223,63895.5454,43565.78702,46067.69763,116367.3677,57359.35585,63565.01588,83787.93395,98871.47251,94888.02893,102258.9762,54813.05264,50674.11966,27488.05782,13204.93548,71505.6519,66094.43808,26470.11683,18878.66322,39378.82234,46778.65446,37610.23169,60423.7056,16085.88357,56474.04574,17855.50156,68625.97015,22384.4767,31618.31866,37231.417,24858.00579,72022.30013,82425.95895,41199.72438,66787.28369,22890.06085,19555.0874,84328.35997,65960.85462,19713.76989,37778.93523,89603.83297,70502.07049,48308.83635,37733.62843,72011.51172,71813.29023,60158.73274,147044.73,35526.07938,53762.94245,42056.48437,70518.94965,40183.09745,0,44339.69098,41285.62699,35052.83618,24280.31274,84678.01056,0,73998.77383,40351.68594,54801.37229,0,47924.51024,45251.09413,0,48149.19593,81017.59859,53662.76325,0,0,98026.55737,96130.0274,39514.80278,48828.307,72047.01072,104531.2456,44835.29681,47504.57944,79556.23869,30605.02671,35109.59371,48522.11008,24664.73074,66015.67506,46240.93402,71916.54851,36020.09532,32971.86516,77189.06529,52020.11052,44599.11416,73171.00396,33309.08119,87509.47454,0,33329.57622,67064.10846,54348.90522,41643.7138,35530.72725,19188.08661,81420.90066,58224.26734,38624.43141,45101.7636,104037.0701,19130.1456,58386.0013,91949.03304,66291.77555,35028.77785,72944.48056,39491.39718,34480.06944,69124.21474,55380.10854,30806.93917,74817.4343,70682.79377,85826.03194,31376.54882,0,48111.31365,40253.39114,153562.8753,48595.69076,41060.62355,80630.02062,31836.88081,91169.10264,42675.87984,40625.33067,48314.41801,78601.71315,61531.36856,38636.19239,15837.30019,0,3653.539294,39775.26405,72746.70718,0,36644.62634,34248.41,54836.15097,56071.35329,54014.47758,28069.45213,1838.437871,53635.51597,31979.96393,37317.6915,25289.88618,43261.05453,94643.04093,24444.4474,53238.98705,75123.98504,99371.48058,42174.98265,34970.42666,13925.05503,38703.97583,65337.04504,75266.3632,48035.40479,26418.1507,33766.65291,42062.54602,44368.19069
ST256_2,18694.70861,24869.61795,0,0,16549.55133,0,0,20951.83974,12708.13287,0,0,0,0,18874.60995,0,0,0,0,0,0,0,15714.28285,0,16365.99409,0,0,0,31730.74411,0,0,0,0,0,21323.53504,0,0,0,0,11815.64663,0,15514.54315,0,0,0,0,0,0,47581.86899,0,0,0,15096.79972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15060.28788,0,0,0,0,0,0,21386.61199,28881.42936,27673.37817,0,0,0,0,0,0,26782.11678,0,0,0,0,12544.35023,0,0,0,0,0,0,0,40729.91007,0,0,0,21264.01566,0,12930.58394,0,0,10428.37985,0,35610.81236,16941.18081,0,0,0,11471.35272,32620.42622,12906.0221,16827.11784,0,0,16238.43782,0,0,28600.07517,0,0,16841.02187,0,33912.42309,0,15753.52758,0,0,25910.79009,13214.00203,0,0,14713.17163,20253.48032,16787.00352,0,0,0,12907.34749,0,16246.45578,0,0,0,0,22384.24305,0,1114.846214,0,0,10581.09781,11564.29971,11694.31638,0,0,0,11558.7856,0,0,0,0,0,0,0,10680.29393,0,13489.57145,31059.69043,0
PA341_0,244446.7019,344217.9465,303592.5401,281728.6312,225075.9194,272099.6237,303680.1767,194302.5646,247208.7035,306607.4732,274399.4509,323197.319,449495.1338,221868.7706,223814.5554,190410.9911,172044.3483,473425.7836,311735.5287,208534.6141,163092.2034,244623.9255,278988.9902,214402.857,279935.677,159047.2648,538160.5707,262392.1789,390155.0349,150404.7542,350034.8725,318567.1973,204477.4866,318133.0685,223402.8872,222189.7469,295162.3413,185957.3414,200198.37,379648.5238,241880.718,199006.455,261862.8748,276185.8352,368182.5467,277908.6861,338150.5024,346657.8758,414560.7169,226353.1235,401546.7762,202152.1938,389366.1003,283495.5647,286822.42,303953.1578,274423.6981,314489.4009,270116.518,241621.3159,279685.2657,289200.513,268372.5114,270311.911,255336.0329,258914.2269,287199.3425,305092.203,346445.0831,201314.7168,213985.3969,357030.356,272968.7013,234872.1714,242445.2013,395752.0664,353441.1618,228777.9101,248738.1886,271101.7601,302597.5353,356907.5195,302015.1558,355380.2767,215315.8045,322337.8016,353978.9216,166875.9905,209401.712,208336.8149,358911.6146,214911.342,189805.8185,238715.7418,308536.9819,266990.2875,273975.2153,198846.0423,245832.9663,276078.0182,206561.1957,227918.5154,281768.5407,285503.4623,387300.4492,170518.001,212255.2241,342024.9407,225910.0119,245413.5154,417269.3164,222370.4506,207353.8514,332731.0156,293006.0366,196304.3692,360147.5915,255005.2536,310064.8404,343431.9091,190861.7945,288061.6691,311601.4353,288484.924,452844.1265,242036.12,331509.7774,157087.888,374922.6726,437536.1419,242435.152,222900.6356,258984.653,178637.6172,380463.9733,206563.9888,158251.6481,275231.7295,256721.7816,235005.7786,229154.6913,145192.5111,207838.1766,33070.87814,207650.918,356413.6176,205892.2794,225881.2861,189491.879,204220.1161,234583.146,360192.8568,226284.0773,16872.84292,348540.5848,249952.6136,165756.1133,213310.6503,192366.5535,349295.909,158613.2088,318209.209,163099.5259,323759.1045,164530.8232,231844.1519,151899.1395,184012.2317,249335.7792,258574.9132,199884.8524,190056.7019,161184.9004,300144.6332,269353.2006
PA341_1,148056.5866,243133.7142,161497.4916,166267.4733,120850.4868,159553.9944,161131.9219,142404.9344,117106.7805,142857.5494,163645.0147,187036.1766,261451.6778,127812.1274,128061.7708,112485.3764,116630.1871,209692.4424,160503.642,204272.244,122548.682,127660.2344,212736.7287,129561.3144,151686.843,92083.17089,273917.0261,134559.2562,214283.9761,134193.7459,238303.9692,185950.2665,116966.9337,138267.6278,127029.2166,111119.0717,165418.4336,106371.5528,113562.5,155639.1451,132503.2827,98200.83953,114940.7229,153918.4073,177168.3567,168267.0012,204367.4112,231800.7833,213088.3758,126387.9213,223107.8288,112054.5349,260101.121,118619.7445,192155.5401,139037.6635,119000.5489,153485.6085,168764.9675,235978.8945,167139.3898,191947.447,178518.6429,128389.9409,162044.0381,147070.731,149468.1329,154462.9999,144270.6799,205661.4473,154966.4263,202336.3073,177812.6028,150722.5759,150530.1237,252591.6045,252319.0289,142876.0804,173414.917,155275.0907,166708.7943,164071.1449,205193.6536,205393.5768,114317.1984,187586.855,153282.9371,93068.09434,115783.9054,114234.2374,171519.451,110447.2202,91908.50488,118095.2584,178428.3345,134987.4593,170224.4129,142305.0345,175566.6136,149201.5849,135193.3985,126339.7321,134850.4634,145043.23,201518.8386,122306.6327,146525.4221,222816.4913,110695.3916,169642.3284,208229.5752,115739.4715,105191.2365,232351.7113,184195.1515,122612.1903,296170.401,138183.6625,114554.1341,165578.7103,145219.4791,185399.867,180460.196,198150.0054,269307.458,131874.9816,215583.3188,111685.8349,202097.9629,297065.5936,127456.0877,105758.3276,168580.0765,86918.7284,217819.7804,87943.25931,93422.46352,162320.4398,160704.4579,179578.1525,137347.9136,83862.49154,110191.3734,24103.50707,106449.1545,220941.9358,151172.1303,154706.0843,141078.0209,131604.2156,113064.3478,226374.9273,138231.5601,12034.88319,199483.334,148178.5521,89681.05996,122764.9191,101723.6563,265161.0531,136926.1974,179054.5066,87875.41806,157857.4873,127371.5546,140575.6754,106011.595,109259.3521,162531.2915,159639.381,126657.5894,95439.57036,103333.9997,174254.594,185709.1955
PA341_2,42977.01169,35722.7293,68335.05851,82143.11924,61217.90856,37301.1894,58482.61161,59524.92198,41125.7828,41753.83204,73987.74398,65876.94814,58709.00006,40978.82315,49091.28872,28173.90052,38273.65261,103788.3871,44058.69461,31338.86269,37134.38682,47688.5965,65506.00685,65603.36649,67450.47679,25602.87451,52134.97619,48272.53699,102704.2401,51229.074,64552.89167,67687.31962,47594.83492,58147.08186,37981.85602,53769.0303,38931.82736,31349.81674,59062.72681,58976.72311,55848.10414,19029.55102,83074.56023,56957.26013,57113.35961,62502.44045,83781.60408,98843.22524,93138.1663,60797.28181,70433.54739,39223.65652,107668.693,63634.79859,60401.34151,36713.86559,46295.10942,55137.25623,66840.57476,42818.68848,73902.44528,51833.39007,40108.51535,54748.59357,44115.78829,29891.09473,35251.0384,50613.31333,44120.06529,40427.31583,55970.00236,77933.74032,66652.68147,50377.37883,70253.45461,53046.71651,86511.25426,27692.53781,51879.97962,50256.86711,73473.5689,50096.93866,59701.83474,52159.48612,29891.53585,68280.88252,58227.99055,28065.58829,41636.01998,27524.24313,72397.14192,38229.86929,32740.93899,69289.07926,53353.50302,74425.36525,39804.89036,36174.61143,45538.6023,76935.27742,33962.26247,76303.05325,36813.77594,116410.4778,48878.96383,38623.7894,66509.76522,80266.691,27409.63724,33596.45783,117792.347,28309.47478,33937.53198,119639.1644,55928.46433,40036.54074,82801.17544,31644.99835,32677.26229,60924.22288,57596.96759,84140.16715,64304.07182,77264.68499,86708.43087,47116.42168,52157.13859,38614.32401,54627.79335,95382.39855,55100.60001,45064.23698,46355.29899,39877.18568,47117.43198,41191.77004,34263.86606,56075.67863,30576.933,42829.80138,53812.62692,47050.13333,70307.25973,8058.971019,54186.45662,50583.29699,40305.91537,47549.38087,34805.81987,30647.89742,32366.15513,37647.19851,27435.72327,3594.740217,59532.68814,55912.94008,28053.20435,38846.76929,28751.32636,57058.60276,37143.03171,71936.73219,24429.22971,83416.44752,50751.23,71527.50192,20212.08576,32015.42859,40653.04522,28429.27332,32918.18927,51649.24735,30093.48843,62328.14764,52617.50786
PA341_3,56046.9451,61686.97614,123354.2204,57215.12463,48719.29623,108671.2283,100826.7039,37535.56273,76749.25839,83665.85878,48915.48396,57532.33385,74163.66683,46361.4159,40846.34041,32659.76966,45444.04524,96918.37692,54127.66553,46827.92803,33786.67109,52169.57445,54260.91757,39753.2204,83235.6411,37210.093,111474.2621,36184.62855,40146.63044,39633.73699,70200.00071,35511.96252,50099.65945,83131.80471,107358.5577,42024.71661,83314.07689,35498.55492,38003.46766,135206.7387,39619.35085,45867.38197,37390.06043,56972.70358,53313.69476,71421.31478,97906.97374,133314.2522,79369.24912,49325.90368,51733.30266,45578.01667,63085.014,67753.45614,70973.18042,52717.09466,58629.38139,109260.8981,102757.605,42306.43904,114864.5862,65482.62864,53241.12932,98931.82854,48040.05523,37848.2403,61150.50731,61718.06042,67026.88071,103176.2675,65718.54854,91849.20779,79102.92382,0,62001.20648,62917.12704,117929.3812,50124.45562,70264.43555,114009.7237,57751.59023,100947.3139,140645.8388,76812.63728,33640.02207,55074.24419,68937.57379,51814.02958,47058.11288,35408.97293,132880.0331,38760.30654,35040.68782,39941.80986,37588.10866,44612.45988,63966.57145,48682.77528,56653.0159,103900.4097,44137.05522,51308.87245,56704.55746,39756.05189,89652.18782,95314.98341,77988.47282,79151.9871,40809.24348,58153.63022,97260.34237,57370.16913,53895.85271,116740.8959,86031.40337,40780.85765,67369.47817,37093.48296,54150.24618,55707.64422,42526.64617,63155.68259,87835.9272,107418.4756,79915.54931,53634.20324,75967.2626,50079.94495,128830.1638,112361.653,51748.58501,50003.22832,72158.43058,25115.65844,134572.7563,72903.08049,31007.1863,46912.14018,70372.38966,85395.00389,79124.16552,32506.19836,38568.20352,6103.724446,44356.71926,65378.65265,46447.76939,54708.78887,76677.85342,59564.29573,69697.7196,55202.07693,75800.1837,2708.73765,84245.62012,50628.31515,29931.26728,44415.79057,31242.63909,59962.47123,58137.02955,58818.08167,32826.53134,60428.92116,30994.10361,90679.40961,28614.297,29403.83567,41465.83809,66293.31668,46083.6604,45429.76773,61727.82111,77232.2369,105302.5866
PA364_0,54163.39794,44629.46315,35237.93166,45348.59114,35186.70965,77052.15011,54653.20562,45270.5622,62661.16403,31593.64893,0,73729.00859,70955.27381,42793.7801,51230.48787,28451.17308,40854.9639,0,59272.55117,68964.38743,43994.79986,40004.24806,78624.77777,26401.81304,65716.22979,32273.40027,100914.8733,56483.89209,75791.16422,19958.98794,106111.9802,57225.93136,33005.58031,44992.78672,46923.62032,34969.71412,90321.62076,46142.72381,33826.26214,54260.49095,41057.87782,38935.38345,49857.26466,66548.67568,65198.45635,59563.69542,72633.70363,0,0,48925.03777,115636.883,56060.68312,99558.64837,36785.20249,53406.74118,43320.45114,73731.8639,69645.65508,61605.24499,0,49144.87769,73331.63536,53021.95008,59962.46929,66936.58966,51529.87754,68380.94912,68255.30579,71112.93373,57323.22802,37096.46573,0,59059.23056,103436.3995,77000.15863,127319.0178,59732.22075,0,0,41288.74312,65385.53081,40259.70254,103407.1193,91041.90423,42831.19644,93227.40122,40567.67094,27598.57894,30995.45945,59136.49635,71745.81369,46069.79154,34413.18932,64297.86015,54542.25188,83377.34737,54883.54601,37149.57607,66903.67928,61545.01752,32377.42525,29089.63491,31600.31878,32436.93353,77884.59004,59211.20411,78395.9591,100507.3339,0,0,119102.5634,66753.80515,45249.04002,53068.25683,101676.1802,34403.69588,103624.5742,44218.7738,40525.21309,63066.67462,50888.42702,50223.10046,40225.87873,69736.58505,68433.34343,52673.31855,95018.98195,23900.9622,75684.41564,68342.65933,32954.71758,23853.92235,42879.07899,34292.50414,66477.77626,44628.08051,28791.62954,40597.03827,26823.8587,39337.29066,42525.43121,23298.26374,43016.28822,5571.028119,50934.76596,0,0,41360.0069,35905.10559,38566.85816,27526.77382,45921.95625,42070.74508,2026.793002,98665.0589,44316.15067,33090.44334,27573.50261,0,90482.41002,20704.97549,87477.30803,21159.65496,0,27352.0317,41775.64118,37199.11739,46417.13199,61665.83464,33214.90476,43811.03888,39092.66421,19682.80889,0,57582.07308
PA364_1,0,0,39075.81403,81097.824,31475.99171,34688.05328,48595.39106,38232.0242,22333.47214,54956.86931,30998.2734,0,65215.4042,27575.45004,0,0,37476.02728,0,54150.48438,55965.44918,34225.53969,51059.40942,56612.70452,43016.23638,52270.81756,31159.81613,94288.98964,30317.53026,71136.77265,26294.20905,52995.5143,60990.09956,28977.88917,40409.42739,0,34697.25859,71084.99614,25072.43036,27647.51794,52382.2493,33556.20397,0,38853.09213,0,46090.43172,0,56869.99954,0,0,29877.83864,0,31139.21751,53855.26018,44533.85913,0,40060.90362,50799.86887,0,39204.17614,36054.77593,52834.48402,0,59494.29651,0,44879.18544,46112.52756,50495.81408,0,40372.18592,84225.55826,0,0,36840.17031,71763.5753,0,0,0,35351.57919,38444.34422,37222.03459,44982.39278,40772.09721,72370.14109,69368.1627,26793.41908,65690.71296,67310.03949,40403.11633,0,37779.77299,53014.82438,28047.11863,37935.33711,47952.69216,45065.49244,38932.23329,57867.18606,41911.6214,0,56530.77333,28514.46325,51800.55271,39357.90449,39218.0855,0,23715.47967,34114.35866,69463.20587,17295.72307,0,53615.05973,0,28687.11609,65178.41371,55208.90325,29122.74981,49804.11258,32511.7484,43080.74634,42769.90531,26755.61668,28825.96974,0,42279.39679,58520.00451,0,50061.77811,0,83016.29108,78067.7217,30458.98865,0,0,25420.54531,44781.84419,29306.86274,25660.6013,52692.91518,30968.34453,34307.86734,0,20514.10424,34273.84849,2939.829296,20826.76654,0,32776.4997,27864.11701,42865.08916,34703.36201,0,31949.53035,30073.78889,0,41914.14862,0,26588.79363,0,38824.20077,53008.79958,24513.34748,0,14143.01222,0,25566.12708,30803.18802,18182.67909,0,0,26341.3062,0,42207.89134,0,60776.99982,40956.13102
PA364_2,17535.21929,18312.92782,18333.1763,35862.76866,15834.41963,17670.3816,26062.95306,16212.41972,19082.13929,0,0,0,36316.91653,22832.71606,12150.66932,9668.479953,0,0,29710.64399,0,8857.580727,15575.90359,14362.4097,13989.25548,0,13931.61396,48355.92036,19165.53156,38270.9458,10292.29565,52770.78093,21128.60374,12518.7244,17272.78995,0,11559.08165,0,16606.73352,15542.57564,0,12170.29834,13628.45377,0,15020.56598,0,28451.94366,0,37462.64885,24641.39522,10296.08194,35341.31468,18871.98887,0,15995.10219,23913.06631,16042.59612,26276.86029,0,17049.54761,40868.72233,0,44188.28926,23581.13231,21879.14081,22720.00979,19469.41002,24151.71552,28246.24701,20627.59611,0,16352.56749,22916.66895,14129.07005,0,0,40871.65252,25987.83812,16324.09501,16371.90046,23733.0474,0,25293.45209,0,23077.74709,12870.88074,42895.28123,18950.65867,13792.58417,0,16369.46842,0,13857.9398,0,15301.48839,0,0,21666.94241,0,0,26504.07971,0,13244.29236,24757.99583,0,28537.3604,15715.84949,37500.14186,0,12195.35343,20944.33027,27346.43468,11159.15365,12281.08602,29323.77642,0,11083.15256,39487.42305,11063.73341,25315.28502,16701.62255,11432.57109,12010.98536,22468.37853,33177.02489,24304.29852,0,0,10973.01845,24579.82064,0,12714.44147,12250.91241,16571.41723,8724.261165,28447.20517,0,0,0,0,23362.31076,12700.99898,11188.82834,11849.61611,1902.164527,19092.16939,0,22717.01044,12430.54771,0,8570.703309,11799.75321,24049.72683,12467.8416,833.5620097,27238.0499,26431.34405,14095.69326,10216.16176,9738.243616,0,11243.77179,26382.89438,19050.81521,0,0,20391.77724,14638.36081,8727.504831,20513.3638,12170.39266,14319.90872,0,6533.425313,22435.4712,23287.03253
PA362_0,351977.0298,498875.7542,446841.549,500162.5516,269013.6713,358388.9104,431533.6683,334470.9881,317491.1657,342608.4699,430119.1184,470617.2738,714477.8819,301594.3013,365588.696,256633.769,246454.8182,526722.6564,622906.1728,366942.7862,238168.2026,285637.9657,412518.4647,257937.3915,368133.7451,220840.3256,599313.6433,330964.5895,575832.7812,245469.1079,391611.2659,465377.0362,262286.5654,371013.5827,408709.6959,323175.769,471188.8801,328111.8061,300840.2942,408462.8673,289403.3492,239154.2477,374053.4365,392642.1499,545210.4639,472044.0129,426535.0866,712691.8464,596824.2115,334068.4668,463294.3687,316476.3039,437850.011,430371.6765,516889.1605,388763.8097,390169.257,400787.2593,432484.3318,360470.2072,481118.6391,414910.7475,442764.9225,389043.327,416606.4876,317109.9896,466787.4228,491381.3544,425299.4624,414738.9161,265440.3029,475632.8869,415635.1584,355588.7525,473293.3941,582388.7242,464497.9289,341082.2645,406756.0475,456830.3052,394750.7195,542546.5303,511947.8408,576154.3562,335133.3013,399856.4864,424035.4308,278825.9733,308093.6656,297201.3341,476617.7425,275156.911,286769.2464,410692.902,466156.2014,495728.0285,417593.5685,328929.9138,366667.1301,467296.1397,348568.3449,317281.99,513477.9033,453297.4162,557117.0869,326539.6977,302261.3381,632829.3135,250417.2823,374764.8959,528165.0764,309823.8303,314720.3661,573546.9594,456234.6528,264657.5482,507347.5619,341084.3604,374889.6721,375589.7108,344020.4965,426304.5325,441094.7082,469370.9246,578839.8147,353274.1413,554626.2671,261940.9042,542885.302,602168.4311,322780.0807,263256.11,381616.1264,228607.4326,521084.9376,285277.2294,237428.4385,355116.8838,276039.8404,352404.1068,324288.6754,209490.1474,285208.3919,44668.66824,299970.8689,479393.7859,293392.942,338004.9421,256954.1218,298280.9555,278741.2754,547019.1992,330439.6612,21684.62286,443042.7583,422290.8054,248288.5304,268431.674,271974.659,512554.0827,195908.5325,359792.2362,232748.7355,435460.8699,265862.4264,344194.6157,212549.7279,240808.739,332384.8038,336856.6421,270193.184,280959.679,210560.3118,369416.8989,336719.2088
PA362_1,193866.4146,287267.2125,184676.6598,392691.0475,164561.114,213138.0846,247928.8556,173753.8637,197566.0937,235694.3828,228426.6532,221432.3084,434025.1393,157143.4956,209511.6068,174337.7665,156136.793,399216.2806,276990.5352,179775.4387,141945.8905,215310.5211,195470.9569,136075.1185,190732.0866,142950.0661,365204.6665,188930.9398,253366.5447,135100.0225,197612.7107,217864.2009,140812.9935,172638.0888,155549.8313,204380.4985,249967.1845,157542.1061,166000.4896,307708.4463,159925.0885,132105.1038,194718.7284,174083.348,324539.5037,193961.7485,209709.0206,263069.2626,234319.982,183915.5894,296980.4113,210864.8039,250762.4369,242855.5898,262472.5603,209199.5429,177379.9999,223644.6036,190649.9211,258782.897,264615.1459,252904.9183,216821.8875,231812.8761,201288.6253,223115.2322,175423.4969,290598.6524,222079.6724,226638.6842,151648.8917,268981.7196,246847.6004,195496.6174,225460.975,345053.5053,203003.4654,167900.2804,167910.8372,272579.1427,230091.7889,217374.5379,360925.1251,238805.5787,159052.2011,254048.2709,241763.5187,135466.8338,165455.3271,195284.9431,219369.2589,173660.8318,140573.0136,294336.1802,282123.4293,232976.3186,218962.9881,158090.6726,225012.7536,295480.0649,159242.6845,171618.8804,251965.6446,205779.1888,255504.3518,174262.0313,205678.7555,246044.222,167534.3033,218530.2251,315341.4706,167235.0764,160287.5178,303416.3339,244826.5245,150747.3999,347690.6062,203529.7402,198407.6417,241083.2021,171318.5607,216234.6279,245174.5528,258049.2471,247725.2958,164193.0875,258126.5434,155306.0221,294434.441,363201.4676,197891.1975,129427.5612,190872.015,145772.5661,251334.8316,197447.913,124160.6305,172220.6735,165164.7938,186968.6752,199866.4343,91800.02021,123588.9291,28796.25067,155370.3089,277429.9393,173711.7274,182430.5529,138315.5354,178910.767,165057.3342,216138.669,159915.1378,13020.09505,266600.4931,168657.2867,140445.1277,168127.1502,155239.912,319390.3112,142435.0489,279796.3807,131586.3007,259440.7,133459.765,266365.2656,112305.1994,135081.4518,182896.9389,133522.6637,136576.1888,139231.8917,140674.548,196818.0469,191759.2528
PA361_0,273739.4722,329869.0245,329331.2447,368268.1598,295913.8281,342774.1694,299245.7366,217217.6345,243912.0673,221964.4498,233263.8936,378370.2867,525894.6826,198495.1578,273390.0855,202248.2219,187230.994,359975.1989,426443.4771,212360.7032,221834.6879,270598.3588,355040.0153,250591.4118,289182.3315,145145.8203,323183.819,116824.1158,213928.9728,133496.5597,409648.654,340561.1954,216593.9521,310449.1319,293668.5551,217298.976,297993.4198,174355.3739,216811.4397,303068.992,153340.839,180667.7468,225973.2566,235607.9875,394965.0966,244748.7748,336291.218,493664.0089,429480.6776,237420.7771,547726.2442,256035.6593,477208.0887,257778.4758,478099.7753,165363.7916,266909.2759,380744.7186,251091.507,269183.5836,544930.3177,444976.8257,404905.2764,438416.652,244090.6358,279781.5494,484088.5236,354925.16,248817.8433,307129.4045,209611.1663,340423.9068,221928.7152,376837.0571,525482.5166,290913.6687,332555.7901,298649.4985,235394.2077,330414.5981,398141.2159,430009.6624,480456.1278,242419.1247,170485.0312,354571.1561,290571.4225,218620.4175,267114.2591,252299.4705,543671.8042,197190.4981,179976.3261,289612.8492,227996.4832,338226.1797,317495.4795,159730.3357,264350.5318,403476.3135,222434.2533,246251.7262,284385.0978,320836.9487,200487.4609,161222.7232,284780.3266,348351.357,155602.4199,268035.3911,491236.1302,228567.0081,184612.5026,427656.3527,498612.6487,133793.656,392814.9084,177068.3045,274288.9484,460505.014,215862.9049,220958.6916,325618.3065,311809.3799,333327.7387,412392.3179,303883.8139,167702.1175,510971.3235,676025.8161,227188.8417,154992.5721,364697.8508,185147.9911,349865.2035,224787.6705,262379.179,252711.544,236988.8803,240065.0046,176283.3863,128986.8056,152893.4781,31302.11342,222260.3384,297823.8439,283174.8692,217403.3348,212310.1403,201837.2574,234138.6192,392532.3394,230207.965,12693.85413,322354.9025,274898.7791,122528.8925,173413.1059,235578.7601,486046.457,155190.4185,293791.871,169440.5505,417540.7651,239578.2752,263042.4542,153579.7745,260675.1393,287613.2884,228102.8805,164595.4074,165354.0587,141715.495,399678.4357,398629.6024
