Measurements/Samples, Spot 64867, Spot 64868, Spot 64919, Spot 64920, Spot 64921, Spot 64922, Spot 64923, Spot 64924, Spot 64925, Spot 64926, Spot 64927, Spot 64928, Spot 64975, Spot 64976, Spot 64977, Spot 64978, Spot 64979, Spot 64980, Spot 64986, Spot 64987, Spot 64988, Spot 64989, Spot 65033, Spot 65034, Spot 65035, Spot 65036, Spot 65048, Spot 65049, Spot 65050, Spot 65093, Spot 65094, Spot 65095, Spot 65096, Spot 65111, Spot 65112, Spot 65154, Spot 65155, Spot 65156, Spot 65157, Spot 65176, Spot 65177, Spot 65178, Spot 65218, Spot 65219, Spot 65220, Spot 65221, Spot 65222, Spot 65243, Spot 65244, Spot 65245, Spot 65284, Spot 65285, Spot 65286, Spot 65312, Spot 65313, Spot 65314, Spot 65351, Spot 65352, Spot 65353, Spot 65383, Spot 65384, Spot 65385, Spot 65420, Spot 65421, Spot 65422, Spot 65455, Spot 65456, Spot 65492, Spot 65493, Spot 65494, Spot 65529, Spot 65530, Spot 65531, Spot 65565, Spot 65566, Spot 65605, Spot 65606, Spot 65639, Spot 65640, Spot 65641, Spot 65682, Spot 65683, Spot 65717, Spot 65718, Spot 65761, Spot 65762, Spot 65794, Spot 65795, Spot 65841, Spot 65842, Spot 65874, Spot 65875, Spot 65923, Spot 65924, Spot 65956, Spot 65957, Spot 65958, Spot 66007, Spot 66008, Spot 66009, Spot 66041, Spot 66093, Spot 66094, Spot 66127, Spot 66128, Spot 66181, Spot 66182, Spot 66213, Spot 66214, Spot 66270, Spot 66271, Spot 66303, Spot 66361, Spot 66362, Spot 66394, Spot 66395, Spot 66454, Spot 66455, Spot 66487, Spot 66488, Spot 66582, Spot 66583, Spot 66584, Spot 66680, Spot 66681, Spot 66779, Spot 66780, Spot 66781, Spot 66880, Spot 66881, Spot 66882, Spot 66983, Spot 66984, Spot 67088, Spot 67089, Spot 67195, Spot 67303, Spot 67304, Spot 67414, Spot 67415, Spot 67527, Spot 67528, Spot 67529, Spot 67641, Spot 67642, Spot 67643, Spot 67756, Spot 67757, Spot 67870, Spot 67871, Spot 67872, Spot 67987, Spot 67988, Spot 68104, Spot 68105, Spot 68106, Spot 68223, Spot 68224, Spot 68225, Spot 68344, Spot 68345, Spot 68346, Spot 68468, Spot 68469, Spot 68470, Spot 68593, Spot 68594, Spot 68595, Spot 68720, Spot 68721, Spot 68722, Spot 68848, Spot 68849, Spot 68850, Spot 68851, Spot 68978, Spot 68979, Spot 68980, Spot 68981, Spot 69112, Spot 69113, Spot 69114, Spot 69115, Spot 69116, Spot 69246, Spot 69247, Spot 69248, Spot 69249, Spot 69381, Spot 69382, Spot 69383, Spot 69384, Spot 69516, Spot 69517, Spot 69518, Spot 69519, Spot 69653, Spot 69654, Spot 69655, Spot 69790, Spot 69791, Spot 69927, Spot 69928, Spot 69929, Spot 70067, Spot 70484,average
PG404_1,177054.3302,440369.1539,268646.0492,320005.1284,249305.4952,173289.127,170228.6113,230921.5435,178353.8206,242401.4169,312081.1738,346714.9498,179820.9351,245929.7197,440886.8724,184764.0595,200515.3545,174645.7762,220698.4056,222745.3036,209409.9963,191674.5666,315680.8354,244683.4804,193557.9355,257541.8762,211004.0092,210595.2586,189471.1211,312054.6079,312513.0399,198097.5732,360428.9619,303664.4132,165050.4967,235453.0114,288677.1932,271512.293,470202.7358,135148.8489,318240.8167,223373.3716,192510.8457,251649.2858,188834.039,203837.5946,137936.1955,164595.4949,217750.9285,165430.1018,223900.3372,368306.7464,180572.3493,80753.99153,98204.83201,185255.145,311200.9043,238113.5342,190063.5379,217051.1816,158081.2214,192967.7832,252896.0945,344873.1438,255511.7022,216287.7321,354504.249,221562.4585,255497.3804,177946.2516,146289.7445,251799.9442,85513.55931,309003.9618,226802.3703,241550.3191,168281.1481,241942.9632,354545.9731,185509.2548,161855.889,214482.1101,236307.9855,160238.9538,316932.1772,225458.6736,201691.2242,198068.3827,159552.9854,265380.8628,304297.5479,406609.6698,154462.778,223861.5652,230781.8372,235131.1189,268627.332,270802.0695,231753.5604,209584.5081,221523.7379,281577.0217,210195.4173,192569.5188,266173.5643,198642.3371,165489.8368,155396.4449,385502.2559,259947.0791,256028.6144,214245.0914,377784.7326,228081.5308,287064.7619,246278.2047,204094.9597,326347.7093,223345.5169,277028.2006,226824.1521,266211.5539,282054.9303,303932.9329,255985.3363,183927.6536,275286.336,228795.4161,187105.4878,161580.9893,200114.4845,137430.2543,220351.2445,203600.1591,203701.0537,248559.3458,176746.1967,140711.9349,268239.7532,212959.15,233787.6798,204756.7733,183297.4283,291558.1946,216170.247,262661.9549,196936.4991,199074.5636,228383.4523,156694.8195,169341.6813,229935.3567,231364.5356,140224.4289,198293.826,245179.6595,248270.3654,238249.5949,166663.6326,182049.3659,232244.3479,269231.2164,348519.7737,274293.9361,238425.4013,250959.7754,236771.8087,273146.5748,266048.4187,244815.7639,399793.518,338369.6785,269460.3036,285862.8375,291295.9084,280542.0258,233044.14,251184.0258,252924.4952,166958.1617,248613.7673,358625.3335,314967.7248,145670.7057,179023.289,269073.6106,248659.3247,340074.2832,115618.7096,163914.8243,183428.7651,221602.1854,141470.4818,158683.2825,224068.3679,249532.4992,212606.4035,165373.1908,243071.5446,153227.0479,195257.7613,167482.6335,152880.3211,203098.2139,154743.9507,127983.0463,232318.4541
PEO469_0,270816.0847,311966.3823,307496.6089,395216.7507,185977.0464,154296.3708,260908.4469,179562.9312,0,210562.5635,321016.4283,649302.2886,186615.7907,0,436134.0421,120131.9826,267001.64,157078.3923,315386.1395,170555.063,136457.1204,211807.6616,290080.3488,318032.2858,153089.5371,190738.0589,285481.9932,159195.107,128603.3282,311988.501,509558.8739,297458.6789,625159.9179,215457.6576,139289.9376,196315.766,260031.3748,280702.8106,429969.8015,171158.3232,178286.61,179799.8139,180615.7706,339764.9352,140221.4836,201316.2985,122138.0766,201217.6987,203895.7906,162050.4122,299368.0025,304723.1443,202138.144,62883.14311,0,181763.9145,317572.2014,261574.5237,289029.3237,193657.261,171486.0935,195402.427,292365.9057,531740.7666,308915.8905,278181.2487,346759.2514,202038.5624,345987.8623,201625.9595,164560.6677,335729.865,81201.00059,290751.3554,207970.6238,0,118139.4123,306172.9908,386219.9435,183198.7294,199689.7872,165838.5033,241042.9581,73501.51707,268489.6212,241217.65,326766.4765,159042.2844,0,206729.1739,232246.9872,0,148282.9267,208738.8835,300587.7607,181899.7896,227764.5139,420548.9853,177830.5874,0,188946.3567,210713.5935,247885.0083,235379.4735,229177.4546,206082.2268,155207.7502,0,327816.2435,243967.5203,283423.3753,144237.5725,316881.7204,270626.1519,280929.1345,246564.9511,145231.4373,0,143246.1508,451330.3055,170163.0775,0,394834.61,342645.4717,252682.4109,139933.896,179722.3444,148361.2678,248649.6668,132893.4251,193990.4542,85710.92389,133539.546,101474.4856,194187.6793,193959.5037,102156.307,98983.42002,168305.724,112851.9801,160382.732,0,209541.0309,182166.4897,175880.8645,223645.4116,148198.07,147779.3301,156503.9936,143664.5919,141659.3544,158832.682,149767.534,232412.9891,155313.856,269492.9765,215984.5757,151224.2909,102141.7953,314478.6678,250446.1921,110379.4644,302256.8194,150122.758,238733.4138,204235.8411,142970.697,162634.6603,155539.8302,184596.5389,317438.5044,247943.2158,273835.0776,172205.969,226417.2382,309732.6137,242699.6794,158867.3158,217421.9613,250683.6153,0,241923.8697,251665.46,151091.2436,120192.689,190793.3416,234439.8483,0,130218.6734,78131.16599,203581.0303,205848.9739,74087.93576,112423.4871,225232.8553,256971.9747,93380.49888,0,0,135747.4868,192182.1091,81767.07971,0,170279.7963,0,82685.41129,202305.125
PEO469_1,121192.3297,300414.6225,144279.6727,0,0,119451.2057,0,124648.4574,0,0,176562.8026,0,0,0,0,101249.5461,153779.1277,139070.3717,154367.5387,0,127759.4813,124920.1574,201373.5543,150585.5363,107063.2088,165230.8005,0,0,65106.96359,219813.6321,0,160197.029,351742.1465,0,114699.9984,137901.0975,149505.1828,120248.9019,383274.9932,75905.5854,268422.8816,85380.22966,0,250229.1161,117671.5415,0,67748.99686,0,0,67449.35498,0,0,86835.08575,0,0,0,0,172451.4289,169986.272,0,79786.22565,120637.3601,0,0,214569.0813,255857.2107,205580.4054,111194.5446,170039.8118,142505.4969,99986.19567,0,0,175580.3556,0,0,128038.4579,122693.6566,0,113968.0887,101856.8436,0,0,62474.89567,168549.5448,162502.624,191871.3908,132678.9677,0,168839.296,0,0,0,0,240319.8741,185840.5053,137960.4722,425814.0506,150451.2847,0,132700.4341,94808.34192,156359.9346,0,184312.6716,105221.7663,0,0,188742.5501,0,157836.4169,0,0,158649.3584,223918.2275,0,112279.4171,0,0,286399.4862,91217.92511,0,196694.6013,162605.8658,160454.4503,90975.7633,0,134567.5991,134996.2445,87047.46475,157864.3404,0,137259.4067,0,103111.6703,0,96535.80848,80835.02401,148990.2547,0,126410.3883,0,105131.2736,0,150226.1036,137806.9878,0,94780.96863,0,0,142455.8059,0,72508.35866,0,0,124122.3235,98021.18008,127023.6498,0,103830.2611,0,112577.8748,220708.4488,0,103954.2,0,134408.4899,0,122243.8,113837.2471,0,230022.0444,0,126120.2644,147007.6947,136972.7707,123528.2288,197590.3052,0,0,0,88766.68096,135708.9234,150022.565,65736.18663,142486.1575,157499.5931,0,77810.83172,92489.70837,0,0,0,0,0,0,0,0,0,0,0,76386.82575,0,102447.7704,0,0,83840.50693
PI364_0,6471176.446,8315586.934,8597219.014,6628409.612,6723874.764,4827019.295,5096380.216,6149994.483,4934659.062,7179627.648,7621073.128,9130411.124,5396296.369,6057124.024,9463279.969,5747038.186,6312582.558,4403718.835,6179386.05,5558428.603,5081902.787,4607587.374,8293072.191,7872646.779,6044417.494,6761548.918,4850232.171,5704085.343,4617789.422,6715199.865,9329448.538,6278224.704,7350420.759,5772502.459,5741560.093,7585102.667,6422015.197,9047324.66,9641557.107,4487453.961,8270530.93,5715118.143,6749406.499,7487921.893,5694770.152,4403355.674,2766329.528,4125773.605,4959357.984,6176427.55,5752203.551,7902211.619,5642555.751,1341341.823,1700839.179,4376624.258,7516039.153,7225975.825,4996984.752,6107844.962,4702012.499,5674247.646,5154501.35,7808807.377,7239545.614,5085439.237,9132555.357,6536724.476,7566418.719,4750658.908,4124311.287,6309941.38,2098883.073,7176723.35,4698109.641,4672299.436,5537002.034,6219062.513,9200671.544,3756939.568,6561850.139,7089286.356,6901763.303,4590195.662,7349942.083,7478933.787,5253879.932,5375903.039,3823269.478,6262063.387,6066541.144,7520456.379,3654258.669,6387520.562,5226022.911,5858061.114,7594591.643,7699874.608,6560777.913,4918384.683,5371815.98,4339700.411,5169447.394,5110906.902,7488155.412,4039696.548,4286592.557,4639616.322,8795451.419,6831100.893,4750301.596,6587801.482,5293877.106,4907669.037,7000829.304,5958968.992,3701051.955,6753951.781,5725947.103,6810724.355,4534685.204,6127605.453,4680926.2,7753060.863,6548269.499,4601581.689,7336755.571,6821841.377,5935121.615,4571710.2,6076937.387,3658381.663,7757975.64,4509539.085,8113741.824,7949167.296,4399308.242,4453637.848,8761664.253,8456708.064,5606383.179,5229572.006,4456535.857,7563326.72,6333546.231,6394587.342,4352315.151,3883408.943,5148987.387,6322009.073,4908956.851,5372394.288,3248619.952,3512051.79,6837948.061,3984018.268,5770836.131,7535238.561,4819913.218,4345468.367,6395270.408,4751730.467,6106123.888,5676874.844,5382342.001,5258282.542,6097903.662,3950247.711,6313462.999,5693250.324,7176910.861,6147295.961,5623511.684,4486111.319,4183856.647,4924266.491,4547670.412,5477036.011,4339897.103,5077106.736,5659909.437,6069203.776,4282243.406,2741930.466,4528415.421,6718060.496,5746819.109,8197635.279,3517462.55,4596193.986,5829433.471,4851974.858,3016879.303,3183580.419,5664934.492,4735563.507,4206935.133,4461056.001,5604147.196,4521404.497,4718398.518,5482297.313,4353430.667,3903025.764,3967963.662,3028356.367,5752243.561
PI364_1,5460943.143,7471177.785,8699956.501,5385779.412,5795361.851,4474937.248,4818730.349,5408909.243,4632162.225,7805544.108,7645525.197,8475900.979,4846043.628,5153853.377,8513847.5,5807017.558,5678468.582,3866922.241,5320429.095,5005190.115,5014806.676,3995197.113,7673767.342,8134252.014,5374289.339,6109829.939,4303625.366,5402912.047,4459195.737,6559674.304,8132128.152,5541951.646,6885756.912,5442190.967,5090160.971,7460413.076,5915909.835,8565826.483,8621556.662,4029785.663,8051728.791,5817026.894,6043874.761,6845476.326,5542727.881,3732524.554,2395332.367,3619058.347,4825719.642,5936810.861,5491860.87,8151829.647,5260437.379,1324842.685,1524958.209,4411707.985,7180774.784,6923592.005,4681292.481,5874218.757,4351617.683,5171048.517,4543388.716,6785438.371,6817886.794,5013659.6,8948773.026,6400906.681,7033753.857,3965158.24,3712524.907,5903461.266,1813501.951,6779909.921,4006878.707,4449771.434,4939692.59,5230158.975,7862375.34,3307223.923,6101717.721,7546563.383,7277310.409,3902282.204,7258680.119,6675070.883,4840861.404,5411702.149,3622593.442,5690534.626,5776128.477,8082492.879,3513092.538,6249258.572,4271991.946,5586301.77,6290368.924,6865494.651,6226340.966,4889478.733,4753751.653,3727049.551,4755117.232,5243909.08,6581941.953,3845237.172,3978440.512,3950416.699,7832705.786,6957474.303,4386565.597,6252105.471,5142261.077,4665173.453,6484817.451,5695688.645,3757345.221,6387876.463,5606800.185,6467154.863,4266693.337,5653538.666,4121773.451,7097196.326,6082762.999,4380200.936,7354805.018,5325872.095,5872646.903,4222756.536,5763353.084,3487597.755,7558900.666,4542048.317,8070736.849,7591935.16,4302961.877,3950060.63,8802716.769,8291248.702,5160015.771,5206304.756,4148318.422,7164657.847,6161884.589,5748239.702,4110369.173,3285501.945,4967744.751,6290375.666,4344941.292,5454495.714,3048557.261,3539020.897,6566713.56,3396094.25,5473993.263,7465967.219,4362771.066,4222858.506,5427724.66,4700583.129,5497278.837,5119339.255,5215774.954,5037145.86,6510368.109,3158740.039,6183047.204,5055241.486,6745534.069,5903460.583,5384725.208,4163777.937,3515500.818,4202951.622,4370801.408,5242170.93,4106340.514,4560982.72,6021154.468,5669982.273,3827517.44,2633286.529,4200887.428,6899964.404,5632904.646,7975163.718,3239654.594,4260361.474,5412588.237,4209443.079,2838895.925,3227386.738,4991309.592,4492826.92,4096834.846,3994430.168,5554729.115,4143979.506,3950165.263,5305430.808,4317009.701,3381355.941,3148279.122,2895350.313,5385844.503
PI364_2,3331123.55,3784823.887,4307764.263,2981740.375,3428099.074,2440729.927,2409889.221,2946080.333,2509053.592,3995750.069,3765103.527,3968419.402,2334011.502,2894868.222,5293256.318,3105653.379,3460865.497,1957668.504,3035979.548,2731104.886,2885364.024,2426591.431,4180343.683,4372691.099,2938801.934,3300822.466,2532516.188,2543219.741,2077692.53,3341509.316,4437133.134,2857258.289,3248815.812,2868573.887,2952498.331,3899363.84,3242647.776,4625200.867,4665842.61,1975568.488,4251681.63,2928535.109,3265402.191,3541122.954,3063376.367,1996530.897,1286767.572,2205068.336,2536609.985,3258224.638,2857243.751,4194750.237,3165620.952,684830.0014,895166.0697,2552297.877,3816819.73,3352916.945,2345858.791,2764351.35,2550810.49,2751803.963,2646256.509,3796194.143,3489695.707,2736366.048,4035000.335,3247805.373,3535770.917,2119544.91,2015131.259,3060499.906,1053122.61,3715933.322,2470212.669,2689267.465,2821303.192,2493048.02,4565140.692,1788414.396,3179437.883,4207035.391,4090791.922,1769849.394,3977829.278,3768175.913,2567733.269,3076725.385,1760822.554,3173772.049,3163300.545,3947486.569,1854495.37,3504741.799,2450303.244,2934626.841,3015659.734,3877306.048,3722291.439,2613364.623,2654359.285,2163844.794,2715626.387,2787739.615,3347689.85,2177958.711,2445060.53,2304303.15,4486892.213,3638578.088,2299652.367,3090841.108,2984368.992,2783458.549,3259032.925,2545433.646,1917635.996,3325079.353,3105400.135,3629589.724,2417624.515,3522350.28,2354236.818,3834494.335,3401539.084,2260564.23,3806871.343,2691044.353,2845446.252,2358004.853,2946807.493,1916352.624,4013415.283,2404248.804,4153344.063,4004977.613,2622469.95,2356339.026,5155107.177,4534188.741,2903802.06,2538708.429,1966171.183,3767421.716,3467148.438,2595538.657,2195159.793,1591334.899,2701654.012,3623727.131,2099565.069,2920786.51,1732270.653,1876444.355,3528703.879,2249526.832,2848006.927,3793401.019,2280407.466,2373591.512,3391780.964,2419949.142,3111277.748,2792610.205,2885043.572,2779432.441,3550177.282,1932873.723,3288053.202,2525941.281,3790099.278,2959375.151,3051346.091,2447202.336,1988698.255,2424466.425,2495860.1,3188651.96,2288165.512,2480627.595,3085413.098,3390925.894,2103818.62,1724210.754,2177469.78,3829159.682,2940222.707,4157265.373,1949709.067,2286991.264,2744140.828,2070870.544,1400004.945,1738506.103,2524160.576,2215942.774,2182903.556,2176126.374,2892915.966,2138484.196,2118584.567,2926049.285,2352251.613,1730031.503,1836181.684,1366715.576,2900100.575
PI364_3,1192857.531,1679574.1,1453263.552,1746139.341,1193296.409,916903.2068,1055904.676,1193522.565,1003693.722,1500497.682,1591392.847,2231388.021,991474.0529,1247328.034,2068539.478,1281546.088,1371481.418,748784.2983,1486339.55,810231.7425,1056359.334,922036.8849,1551232.877,1539294.62,1124464.434,1113294.564,980031.0655,1119609.301,756362.2698,1618268.845,1341979.35,1181222.878,1461004.894,1088208.486,1140491.289,1297657.602,1195345.018,1731607.895,2213485.584,754241.5357,2073061.448,1024768.214,1103167.602,1345523.58,1101756.063,834468.5815,561758.9868,695827.9934,1060885.033,1031658.959,1362593.683,2087522.535,1009972.758,253795.1943,348036.698,970630.0473,1431071.477,1570515.974,948223.2433,1269878.012,937599.1181,1087157.141,901341.2714,1549188.913,1314006.035,1114873.723,2030596.008,1191664.409,1699894.275,922656.086,924669.5357,1535268.981,374632.9672,1504657.97,898514.6167,941374.7046,1054861.193,966779.8431,1853948.599,851358.9942,1488233.695,1370109.121,1518617.389,747874.548,1574735.032,1664190.651,1057560.951,1112169.296,906966.7806,1304078.628,1144545.391,1599020.425,791063.3476,1336074.713,863635.1051,1221448.8,1272429.991,1579938.029,1367460.533,1088676.351,1055793.591,944017.8936,1011792.066,1149873.105,1188516.085,944699.9193,955640.0056,973512.7563,1675034.104,1462240.559,1180353.433,1154315.146,1300634.434,1138481.776,1365923.055,1108193.837,792463.6513,1435798.078,1304627.627,1557275.082,866962.1118,1573771.993,882486.831,1546970.429,1252150.109,969510.3962,1840922.986,902952.7128,1017193.397,1029506.904,1075727.247,684783.6654,1589850.008,899170.7293,1324859.614,1510329.508,831776.6345,929179.1369,1645329.197,1563661.929,855642.4825,1078724.921,865474.0568,1394525.752,1316850.744,895767.2701,908542.8839,704321.6846,937537.0865,1382200.924,773904.9249,1031534.243,694348.2637,979630.2908,1294164.153,844618.6541,1060380.647,1448387.093,972242.4052,1000781.108,1339732.385,798460.9903,1502479.899,1075151.589,1099432.921,928845.3604,1273448.817,860358.7821,1270537.558,1041147.934,1323576.776,1224734.099,1011944.538,1085903.866,808273.0061,875118.7655,966813.9458,1065592.272,854793.2582,1032060.416,1432398.974,1305163.465,741445.9911,711301.2004,907757.6437,1578168.824,1192856.234,1570297.513,701374.4067,775567.0705,1205012.233,808991.7247,572856.3009,757601.094,1209708.045,1113286.892,934873.3013,888558.1397,1177410.884,931162.1799,815645.1257,823203.1265,1046842.472,687218.1842,703027.6215,506601.2766,1151999.732
SHexCer402_0,600469.0908,900148.2759,464585.5303,294586.1756,269730.565,392551.4155,333747.8802,415170.348,436296.7927,323743.4546,523607.5861,769220.6899,224420.0401,390407.3067,940859.5491,222347.2825,143843.9893,0,227751.696,352937.6235,366421.4221,474845.1833,648782.2045,469151.8528,185571.779,280477.1065,204349.1306,262561.2438,204346.6566,408828.2183,316712.2321,378532.5463,426125.0293,396967.5616,287043.0419,451591.8874,468879.0624,414099.4579,264509.4365,93933.68605,414246.0223,288505.1685,257486.7559,501761.5639,226338.3045,327704.9227,116540.901,150165.5703,238815.4846,493738.0585,601462.5586,440661.6338,252604.3644,815458.7893,764370.8927,501310.2634,434050.8971,777967.1336,340002.6392,576174.5992,479825.0141,270172.5297,575769.7179,1034013.918,220912.7483,492426.5979,713109.6812,424772.2686,590426.7725,131542.3767,181511.0059,311495.6264,183940.3652,573265.6218,451397.0071,252288.4622,450957.785,362752.7403,586295.5477,171546.4251,383948.6341,511598.5381,473708.1721,107347.852,300612.7693,648807.6121,279705.8002,381982.393,208973.2934,287664.8994,534702.4525,0,123332.5219,498947.8298,568747.3451,628402.0841,271186.1652,351430.5285,440955.5365,440788.5194,368289.3574,347405.5652,456472.2174,307981.914,198190.2515,225997.03,373991.9855,570199.2951,974377.7711,286245.4037,403122.8903,226762.759,355393.8789,651452.5598,479415.8982,123110.6512,445889.7081,839906.2113,469870.1573,295659.5439,364399.1678,549433.8812,383498.1996,494406.6537,326621.7313,375157.8451,311798.4424,314502.046,367636.45,272838.2821,210849.0971,252587.8194,336887.6174,289694.5232,342451.3602,363037.9876,310452.8512,108111.8079,681321.5402,0,437116.8731,170250.5137,224450.5012,738111.9971,285119.7323,0,273959.3494,125080.688,741723.7715,584606.6461,193701.7366,720578.814,267421.3109,477433.5075,451438.8792,544421.3426,379405.4167,271551.3823,304833.0831,722605.3891,489343.6037,279294.1682,907554.3995,426650.8319,364022.0148,573934.9435,505426.0458,256515.443,496965.602,257632.1371,419568.7935,721864.3,558762.9226,249723.3466,388386.6649,253448.1404,334815.3584,286436.2866,289889.4825,315489.7875,421357.2507,514529.3836,176403.7104,104294.5422,356678.7149,427536.8687,341652.325,661885.9356,227801.0419,341636.86,433773.2608,316319.6892,436251.1872,1181838.206,723173.5776,537998.7382,265302.5002,459312.9295,351072.1015,549179.6345,462517.7592,304802.0614,416666.6437,327449.0896,322404.7291,93744.79971,396851.101
SHexCer402_1,263702.7201,350281.1499,217330.0765,0,160792.5189,162604.7512,184514.8547,191079.7147,222028.7558,0,239628.0631,434675.6631,0,252309.4885,476432.2233,150100.0079,0,0,0,260399.3061,197363.8338,248103.0494,298843.4261,274502.4445,0,138072.282,0,172140.2487,135459.1003,277484.5706,373759.1245,223378.0769,186674.6765,241392.153,133859.1952,222442.8091,440954.642,238316.5179,0,78478.38216,219538.2075,145132.5934,0,281636.9829,143466.6101,173304.99,50319.66434,0,133815.3641,235829.2046,323759.7808,325116.4691,94429.31148,417374.4111,345990.0548,259987.8192,0,386552.805,181171.2838,360788.6292,228928.811,178116.594,281784.4126,649879.2125,165832.1101,298391.8576,425143.8545,222869.471,331427.9192,0,88665.83365,244859.9756,80902.82798,291940.8394,182194.3224,172299.9548,232643.2066,204844.254,313779.3581,0,188501.9659,283768.7784,263668.06,72084.2776,271433.7045,247202.1681,133681.6329,222284.7205,0,162602.2175,312424.5047,0,0,323595.7469,461943.8149,326309.8737,174493.4568,281875.7637,271532.9231,0,314992.5677,157246.503,241950.2627,235857.5169,0,110114.5824,171313.0172,232824.3457,333632.9634,254937.8187,233116.1454,146586.751,238926.1211,363628.9419,245135.4229,138510.5496,212787.6083,502015.9683,226101.2986,255623.3543,250074.9465,0,195504.7675,252032.9654,187124.6438,175227.5534,149865.5601,0,0,179593.7184,167343.7496,126395.9688,175623.8949,125228.5635,213150.4243,150410.2385,129078.0112,77805.01721,400972.2303,176377.4364,248577.2425,116765.2129,166142.9221,407269.9045,191346.7048,0,156974.9644,83881.11871,337654.1355,323672.5554,95602.77777,310864.2499,122163.1742,254289.7763,269161.5934,320787.4507,255813.0079,208458.0904,155443.7551,379286.2834,363771.8037,147399.0983,482451.3228,165338.385,155979.07,308349.8955,245328.3759,155807.6892,183389.4288,128606.755,233424.4556,368062.683,357095.2569,133490.6738,198390.332,205628.7386,185860.1362,153197.6754,122227.3542,221569.7109,0,259618.3465,166322.935,96215.07622,213735.7375,283131.6759,217088.3043,287356.4841,153488.5031,159908.7593,170542.8955,0,220616.3694,579419.168,491978.4997,254577.3068,148356.6266,206445.1928,0,250025.2835,209592.236,171272.1632,182679.2538,178396.8945,129407.5299,79679.70377,203367.5562
PICer401_0,685901.192,1111213.968,542867.984,462085.3398,363464.9169,583676.0744,619350.0336,586676.9181,546093.8488,604527.8699,861817.2564,1604237.974,432021.1767,598429.5229,1007599.075,328178.2917,162289.2253,138976.6749,448724.6134,596546.0061,526602.4572,587616.774,982973.8749,663086.6678,204550.8639,516944.2415,218750.2577,429041.322,239364.096,490424.1147,499890.31,407339.1186,475228.4144,682693.6572,504259.2326,726676.0567,964806.8945,806768.3125,0,162500.746,847682.6111,511972.6751,416107.5669,524439.956,356696.6995,582930.14,125676.8149,219913.5397,287171.951,744120.6191,899529.3302,977294.4897,273917.1932,903966.7107,739731.3833,787614.4292,653038.8206,962537.0768,417287.2636,640647.35,610603.1213,380437.3875,699342.4765,1910157.379,377348.8036,628386.7851,891279.0914,635995.8887,774305.4612,237695.6374,229769.405,344850.386,185635.4855,877465.1463,468762.759,394882.157,745288.6982,538352.6254,841332.6847,237634.9168,690177.7692,838689.0568,691382.8823,149549.6335,689777.8221,721864.6005,340568.8579,603173.3238,245563.7188,434057.42,852574.3389,502716.6216,219926.1101,981189.7871,993263.5271,874109.8447,340521.5996,483554.5034,984421.5148,670323.3572,450620.4718,528194.3435,735498.227,346950.6192,259394.3505,348528.3878,354236.5917,652730.0532,1122236.18,461722.9944,541990.097,323339.5985,456726.9717,1227393.876,739493.3191,282663.7615,729984.4334,1501669.177,795388.1779,728563.7309,602988.5076,1244341.763,498440.5156,664871.6887,478278.4033,547310.9358,692068.4525,410985.9626,513004.7906,566878.4682,304634.007,473126.2848,497956.0178,404026.5167,747865.4775,707035.2993,506649.4284,265616.1045,1103278.025,679089.4455,716800.5228,249109.4242,332251.1784,1112105.926,406897.8876,155534.34,481726.2369,203109.5576,1191882.532,986291.5969,488317.5129,1226637.782,410619.5573,791969.0805,939042.3538,881691.8002,658374.7575,560261.6816,645995.0077,1241359.656,1095831.949,618600.5662,1632154.977,747900.9886,674556.861,1026338.18,878251.7405,583140.3264,1040707.442,463758.9787,860379.6737,1619247.541,1159253.96,465358.4132,718113.8694,448533.044,406999.9898,626759.3221,381016.2599,489383.0206,690386.775,927865.6677,356790.2253,121184.651,588108.8092,736594.9372,735791.9301,942369.6574,414541.776,467689.5661,649815.7574,420616.9377,586510.8842,1394106.433,927733.7285,708268.5014,510195.9387,748768.2349,506644.8338,770785.1811,826583.7245,368731.9493,778755.0204,532385.9819,376595.7331,145372.6178,625770.0824
